A&M-Corpus Christi,26172,2013-14,Stephanie Hughes,16-36,.308,""
A&M-Corpus Christi,26172,2012-13,Stephanie Hughes,11-39,.220,""
A&M-Corpus Christi,26172,2011-12,Stephanie Hughes,18-23,.439,""
A&M-Corpus Christi,26172,2010-11,Jake Schumann,41-19,.683,""
A&M-Corpus Christi,26172,2009-10,Jake Schumann,35-22,.614,""
A&M-Corpus Christi,26172,2008-09,Jake Schumann,23-31,.426,""
A&M-Corpus Christi,26172,2007-08,Jake Schumann,21-32,.396,""
A&M-Corpus Christi,26172,2006-07,Dawn Wuthrich,12-38,.240,""
A&M-Corpus Christi,26172,2005-06,Dawn Wuthrich,10-35,.222,""
A&M-Corpus Christi,26172,2004-05,Missy Dickerson,42-11,.792,""
A&M-Corpus Christi,26172,2003-04,Missy Dickerson,39-21,.650,""
A&M-Corpus Christi,26172,2002-03,Missy Dickerson,31-24,.564,""
A&M-Corpus Christi,26172,2001-02,Natasha Dumoski,35-30,.538,""
A&M-Corpus Christi,26172,2000-01,Natasha Dumoski,19-41,.317,""
Abilene Christian,2,2013-14,Bobby Reeves,21-28,.429,""
Abilene Christian,2,2012-13,Bobby Reeves,28-26,.519,""
Abilene Christian,2,2011-12,Bobby Reeves,30-18,.625,""
Abilene Christian,2,2010-11,Bobby Reeves,28-27,.509,""
Abilene Christian,2,2009-10,Chantiel Wilson,21-31,.404,""
Abilene Christian,2,2008-09,Chantiel Wilson,43-15,.741,""
Abilene Christian,2,2007-08,Chantiel Wilson,34-27,.557,""
Abilene Christian,2,2006-07,Chantiel Wilson,25-24,.510,""
Abilene Christian,2,2005-06,Chantiel Wilson,42-19,.689,""
Abilene Christian,2,2004-05,Chantiel Wilson,31-22,.585,""
Abilene Christian,2,2003-04,Chantiel Wilson,20-30,.400,""
Abilene Christian,2,2002-03,Carol Tabor,3-1-1,.700,""
Abilene Christian,2,2001-02,Carol Tabor,12-23,.343,""
Abilene Christian,2,2000-01,Carol Tabor,22-22,.500,""
Abilene Christian,2,1999-00,Carol Tabor,27-31,.466,""
Abilene Christian,2,1998-99,Carol Tabor,16-20,.444,""
Abilene Christian,2,1997-98,Carol Tabor,31-22,.585,""
Abilene Christian,2,1996-97,Carol Tabor,38-19,.667,""
Academy of Art,30123,2013-14,"Randy Ward(0-0)
               
               -
               Sami Strinz(0-0)",16-34,.320,""
Academy of Art,30123,2012-13,"Randy Ward(17-32)
               
               -
               Sami Strinz(17-32)",17-32,.347,""
Academy of Art,30123,2011-12,Rachel Sherman,21-28,.429,""
Academy of Art,30123,2010-11,Rachel Sherman,29-20,.592,""
Academy of Art,30123,2009-10,Rachel Sherman,29-23-1,.557,""
Academy of Art,30123,2008-09,Rachel Sherman,15-29,.341,""
Adams St.,929,2013-14,Dervin Taylor,28-25,.528,""
Adams St.,929,2012-13,Dervin Taylor,24-18,.571,""
Adams St.,929,2011-12,Dervin Taylor,24-24,.500,""
Adams St.,929,2010-11,Dervin Taylor,31-26,.544,""
Adams St.,929,2009-10,Dervin Taylor,16-22,.421,""
Adams St.,929,2008-09,Dervin Taylor,22-17,.564,""
Adams St.,929,2007-08,Dervin Taylor,38-20,.655,""
Adams St.,929,2006-07,Cari Boe,18-31,.367,""
Adams St.,929,2005-06,Cari Boe,17-38,.309,""
Adams St.,929,2004-05,Cari Boe,19-31,.380,""
Adams St.,929,2003-04,Penny Graves,8-41,.163,""
Adams St.,929,2002-03,Penny Graves,18-38,.321,""
Adams St.,929,2001-02,Penny Graves,15-28,.349,""
Adams St.,929,2000-01,Penny Graves,16-21,.432,""
Adams St.,929,1999-00,Penny Graves,14-25,.359,""
Adams St.,929,1998-99,Michelle Peterson,2-7,.222,""
Adams St.,929,1997-98,Susan Phillips,19-21,.475,""
Adams St.,929,1996-97,Susan Phillips,21-18,.538,""
Adams St.,929,1995-96,Susan Phillips,25-19,.568,""
Adams St.,929,1994-95,Susan Phillips,18-18,.500,""
Adams St.,929,1993-94,Susan Phillips,15-24,.385,""
Adams St.,929,1992-93,Susan Phillips,28-12,.700,""
Adams St.,929,1991-92,Susan Phillips,20-22,.476,""
Adelphi,3,2013-14,Breanne Nasti,27-20,.574,""
Adelphi,3,2012-13,Breanne Nasti,41-19,.683,""
Adelphi,3,2011-12,Paige Smith,35-20-1,.634,""
Adelphi,3,2010-11,Paige Smith,27-25,.519,""
Adelphi,3,2009-10,Paige Smith,32-24,.571,""
Adelphi,3,2008-09,Paige Smith,32-14,.696,""
Adelphi,3,2007-08,Paige Smith,41-21,.661,""
Adelphi,3,2006-07,Joseph Burbridge,39-13,.750,""
Adelphi,3,2005-06,Kate Whalen,33-17,.660,resigned
Adelphi,3,2004-05,Kate Whalen,25-16,.610,""
Adelphi,3,2003-04,Kate Whalen,27-21,.562,""
Adelphi,3,2002-03,Kate Whalen,35-17,.673,""
Adelphi,3,2001-02,Kate Whalen,32-18-1,.637,""
Adelphi,3,2000-01,Kate Whalen,34-21,.618,""
Adelphi,3,1999-00,Kate Whalen,27-20,.574,""
Adelphi,3,1998-99,Kate Whalen,33-18,.647,""
Adelphi,3,1997-98,Kate Whalen,22-21,.512,""
Adelphi,3,1996-97,Kate Whalen,30-18,.625,""
Adelphi,3,1995-96,Kate Whalen,26-21,.553,""
Adelphi,3,1994-95,Kate Whalen,13-27,.325,""
Adelphi,3,1993-94,Kate Whalen,0-0,.000,""
Adelphi,3,1992-93,Maddie Cunningham,13-33,.283,""
Adelphi,3,1991-92,Maddie Cunningham,17-24,.415,""
