name,year,class,team,framing
"Hackett, Lauren",2016,Sr,Robert Morris,-0.013
"Hadley, Regan",2016,Fr,Memphis,-0.007
"Hadley, Regan",2017,So,Memphis,-0.007
"Hagberg, Lindsey",2014,Fr,Harvard,-0.035
"Hagberg, Lindsey",2015,So,Harvard,-0.035
"Hagberg, Lindsey",2016,Jr,Harvard,-0.035
"Hagberg, Lindsey",2017,Sr,Harvard,-0.035
"Haley, Paige",2014,N/A,Winthrop,-0.015
"Haley, Paige",2015,So,Winthrop,-0.015
"Haley, Paige",2016,Jr,Winthrop,-0.015
"Haley, Paige",2017,Sr,Winthrop,-0.015
"Hall, Taylor",2014,Jr,UMBC,-0.001
"Hall, Taylor",2015,Sr,UMBC,-0.001
"Halstead, Paige",2016,Fr,UCLA,-0.001
"Halstead, Paige",2017,So,UCLA,-0.001
"Hamilton, A.J.",2014,So,Ga. Southern,-0.032
"Hamilton, A.J.",2015,Jr,Ga. Southern,-0.032
"Hamilton, A.J.",2016,Sr,Ga. Southern,-0.032
"Hampton, Erica",2014,Jr,Ill.-Chicago,0.026
"Hampton, Erica",2015,Sr,Ill.-Chicago,0.026
"Hampton, Kaylah",2015,Fr,Purdue,-0.119
"Hampton, Kaylah",2016,So,Purdue,-0.119
"Hampton, Kaylah",2017,Jr,Purdue,-0.119
"Hanna, Lauren",2016,Fr,Villanova,0.038
"Hanna, Lauren",2017,So,Villanova,0.038
"Hansell, D.",2017,Fr,Alabama A&M,0.014
"Hargett, Casey",2015,Jr,N.C. Central,-0.070
"Hargett, Casey",2016,Sr,N.C. Central,-0.070
"Harmon, Marley",2014,Fr,Western Ky.,0.041
"Harnish, Bekah",2015,Fr,Northern Ill.,0.005
"Harnish, Bekah",2016,So,Northern Ill.,0.005
"Harnish, Bekah",2017,Jr,Northern Ill.,0.005
"Harper, Cheyenne",2014,N/A,Utah St.,-0.017
"Harrell, Morgan",2014,Sr,Murray St.,-0.004
"Harris, Kassie",2015,Fr,Louisiana Tech,0.039
"Harris, Kassie",2016,So,Louisiana Tech,0.039
"Harris, Kassie",2017,Jr,Louisiana Tech,0.039
"Harris, Kayla",2017,Fr,Liberty,0.025
"Harris, Lindsay",2017,Fr,Presbyterian,-0.002
"Harris, Morgan",2015,Fr,Middle Tenn.,0.064
"Harris, Morgan",2016,So,Middle Tenn.,0.064
"Harris, Morgan",2017,Jr,Middle Tenn.,0.064
"Harrison, Kiley",2017,So,UNLV,0.117
"Hartley, Allye",2017,Jr,Grambling,-0.093
"Hartley, Becca",2014,N/A,Troy,-0.099
"Hartley, Becca",2015,So,Troy,-0.099
"Hartley, Becca",2016,Jr,Troy,-0.099
"Hartley, Becca",2017,Sr,Troy,-0.099
"Hartman, Rachel",2014,Fr,Iowa St.,-0.097
"Hartman, Rachel",2015,So,Iowa St.,-0.097
"Hartman, Rachel",2016,Jr,Iowa St.,-0.097
"Hartman, Rachel",2017,Sr,Iowa St.,-0.097
"Hartman, Sam",2015,Fr,Army West Point,-0.079
"Hartman, Sam",2016,So,Army West Point,-0.079
"Hartman, Sam",2017,Jr,Army West Point,-0.079
"Hart, Sydney",2014,N/A,Utah St.,-0.040
"Hart, Sydney",2015,So,Utah St.,-0.045
"Hart, Sydney",2016,Jr,Utah St.,0.032
"Hart, Sydney",2017,Sr,Utah St.,0.032
"Harvey, Rachel",2014,Fr,Maine,0.045
"Harvey, Rachel",2015,So,Maine,0.045
"Harvey, Rachel",2016,Jr,Maine,0.045
"Harvey, Rachel",2017,Sr,Maine,0.045
"Haskell, Lindsey",2014,So,Albany (NY),0.024
"Haskell, Lindsey",2015,Jr,Albany (NY),0.024
"Haskell, Lindsey",2016,Sr,Albany (NY),0.024
"Haslinger, Emily",2014,So,UNLV,-0.062
"Haslinger, Emily",2015,Jr,UNLV,-0.062
"Haslinger, Emily",2016,Sr,UNLV,-0.062
"Hassell, Cariona",2015,Fr,Tennessee St.,-0.068
"Hassell, Cariona",2016,So,Tennessee St.,-0.068
"Hatfield, Kasie",2014,Sr,Penn St.,-0.022
"Hawkins, Brandi",2014,Jr,Lehigh,0.042
"Hawkins, Brandi",2015,Sr,Lehigh,0.042
"Hawkins, Maggie",2015,Jr,North Carolina St.,-0.023
"Hawkins, Maggie",2016,Sr,North Carolina St.,-0.023
"Hawthorne, Emma",2017,Fr,Northwestern St.,0.032
"Hawthorne, Sandy",2014,So,Delaware St.,-0.111
"Hawthorne, Sandy",2015,Jr,Delaware St.,-0.111
"Hawthorne, Sandy",2016,Sr,Delaware St.,-0.111
"Hayes, Ana",2017,Fr,Fairleigh Dickinson,-0.008
"Hayes, Riley",2015,Fr,Southeast Mo. St.,0.012
"Hayes, Riley",2016,So,Southeast Mo. St.,0.012
"Hayes, Riley",2017,Jr,Southeast Mo. St.,0.012
"Hazel, Andrea",2016,Sr,Saint Mary's (CA),0.036
"Hazel, Andrea",2014,So,St. Mary's (CA),0.036
"Hazel, Andrea",2015,Jr,St. Mary's (CA),0.036
"Healey, Lyndsey",2014,Jr,Southern Utah,0.050
"Healey, Lyndsey",2015,Sr,Southern Utah,0.050
"Heen, Callee",2017,Fr,Hawaii,0.100
"Heide, Madison",2017,Fr,Notre Dame,0.012
"Heinen, Alex",2016,Fr,Boston U.,0.037
"Heinen, Alex",2017,So,Boston U.,0.037
"Heinze, Rachel",2014,Fr,Mt. St. Mary's,-0.004
"Heinze, Rachel",2015,So,Mt. St. Mary's,-0.004
"Heinze, Rachel",2016,Jr,Mt. St. Mary's,-0.004
"Heinze, Rachel",2017,Sr,Mt. St. Mary's,-0.004
"Heinz, Tabby",2015,Fr,North Dakota St.,0.093
"Heinz, Tabby",2016,So,North Dakota St.,0.093
"Heinz, Tabby",2017,Jr,North Dakota St.,0.093
"Hemphill, Bailey",2017,Fr,Alabama,0.019
"Henderson, Danielle",2014,Jr,California,0.004
"Henderson, Danielle",2015,Sr,California,0.004
"Henderson, Sam",2014,Jr,Detroit,-0.006
"Henderson, Sam",2015,Sr,Detroit,-0.006
"Henige, Chelsea",2016,Fr,Albany (NY),0.035
"Henige, Chelsea",2017,So,Albany (NY),0.035
"Hensley, Emilie",2014,So,East Tenn. St.,-0.007
"Hensley, Emilie",2015,Jr,East Tenn. St.,-0.007
"Hensley, Emilie",2016,Sr,ETSU,-0.007
"Henson, Meghan",2017,Fr,Western Ill.,0.061
"Herkowitz, Sara",2017,Fr,Binghamton,-0.094
"Herman, Melissa",2014,Jr,Houston Baptist,0.019
"Herman, Melissa",2015,Sr,Houston Baptist,0.019
"Hess, Kathryn",2014,So,Dayton,0.082
"Hess, Kathryn",2015,Jr,Dayton,0.082
"Hess, Kathryn",2016,Sr,Dayton,0.082
"Hiers, Shelby",2014,Fr,Arkansas,0.022
"Hiers, Shelby",2015,So,Arkansas,0.022
"Hiers, Shelby",2016,Jr,Arkansas,0.022
"Hiers, Shelby",2017,Sr,Arkansas,0.022
"Higgins, Lexie",2015,Fr,Samford,0.007
"Higgins, Lexie",2016,So,Samford,0.007
"Higgins, Lexie",2017,Jr,Samford,0.007
"Hignojos, Mia",2014,Jr,New Mexico,0.019
"Hignojos, Mia",2015,Sr,New Mexico,0.019
"Hildreth, Sammie",2015,Jr,Iowa St.,-0.096
"Hildreth, Sammie",2016,Sr,Iowa St.,-0.096
"Hill, Alexis",2015,Fr,Austin Peay,0.006
"Hill, Alexis",2016,So,Austin Peay,0.006
"Hill, Alexis",2017,Jr,Austin Peay,0.006
"Hill, Lyndsay",2014,Fr,Oakland,-0.021
"Hill, Lyndsay",2015,So,Oakland,-0.021
"Hill, Lyndsay",2016,Jr,Oakland,-0.021
"Hill, Lyndsay",2017,Sr,Oakland,-0.021
"Hill, Melony",2014,So,Alabama A&M,-0.079
"Hill, Melony",2015,Jr,Alabama A&M,-0.079
"Hill, Melony",2016,Sr,Alabama A&M,-0.079
"Hindi, Perry",2015,So,Alabama St.,-0.043
"Hindi, Perry",2016,Jr,Alabama St.,-0.043
"Hindi, Perry",2017,Sr,Alabama St.,-0.043
"Hinton, Hayley",2016,Fr,George Mason,-0.038
"Hinton, Hayley",2017,So,George Mason,-0.038
"Hislope, Allie",2015,Fr,Green Bay,-0.105
"Hislope, Allie",2016,So,Green Bay,-0.105
"Hislope, Allie",2017,Jr,Green Bay,-0.105
"Ho, Cassie",2017,Fr,Canisius,-0.025
"Hoffman, Holly",2014,So,Iowa,-0.119
"Hoffman, Holly",2015,Jr,Iowa,-0.119
"Hoffman, Holly",2016,Sr,Iowa,-0.119
"Holani, Destiny",2016,Fr,Canisius,-0.019
"Holani, Destiny",2017,So,Canisius,-0.019
"Holdiness, Ryan",2015,Fr,Central Ark.,-0.044
"Holdiness, Ryan",2016,So,Central Ark.,-0.044
"Holdiness, Ryan",2017,Jr,Central Ark.,-0.044
"Holley, Chelsey",2015,Fr,UC Riverside,0.002
"Holley, Chelsey",2016,So,UC Riverside,0.002
"Holley, Chelsey",2017,Jr,UC Riverside,0.002
"Holmes, K.",2014,N/A,Nicholls St.,0.008
"Holton, Kylie",2017,Jr,Morehead St.,0.031
"Holzman, Alex",2017,Jr,Monmouth,0.004
"Honaker, Megan",2014,So,Radford,-0.037
"Honaker, Megan",2015,Jr,Radford,-0.037
"Hooper, Katie",2014,Fr,CSUN,0.021
"Hooper, Katie",2015,So,CSUN,0.021
"Hooper, Katie",2016,Jr,CSUN,0.021
"Hooper, Katie",2017,Sr,CSUN,0.021
"Hooper, Marissa",2015,Fr,Incarnate Word,0.072
"Hooper, Marissa",2016,So,Incarnate Word,0.072
"Hooper, Marissa",2017,Jr,Incarnate Word,0.072
"Hoover, Cara",2014,So,Abilene Christian,-0.019
"Hoover, Cara",2015,Jr,Abilene Christian,-0.019
"Hoover, Cara",2016,Sr,Abilene Christian,-0.019
"Hoover, Taylor",2017,Fr,Saint Francis (PA),0.005
"Horne, Molly",2015,Fr,Weber St.,0.022
"Horne, Molly",2016,So,Weber St.,0.022
"Horne, Molly",2017,Jr,Weber St.,0.022
"Horner, Catherine",2014,So,Tulsa,0.098
"Horner, Catherine",2015,Jr,Tulsa,0.098
"Horner, Catherine",2016,Sr,Tulsa,0.098
"Hosack, Clare",2014,Sr,Baylor,0.100
"Ho, Sarah",2016,Fr,Siena,-0.013
"Ho, Sarah",2017,So,Siena,-0.013
"House, Sydney",2014,Jr,CSUN,0.005
"Huckaby, Kashmir",2016,Jr,Col. of Charleston,-0.104
"Huckaby, Kashmir",2017,Sr,Col. of Charleston,-0.104
"Huckaby, Kashmir",2014,Fr,Nevada,0.088
"Huckaby, Kashmir",2015,So,Nevada,0.088
"Hudson, Nicole",2014,Jr,Northern Colo.,-0.037
"Hudson, Nicole",2015,Sr,Northern Colo.,-0.037
"Huenink, Taylor",2014,So,Niagara,0.024
"Huffman, Olivia",2017,So,Ball St.,0.032
"Hull, Lex",2016,Fr,South Carolina,-0.040
"Hull, Lex",2017,So,South Carolina,-0.040
"Hunt, Amy",2014,Fr,SIUE,0.023
"Hunt, Amy",2015,So,SIUE,0.023
"Hunt, Amy",2016,Jr,SIUE,0.023
"Hunt, Amy",2017,Sr,SIUE,0.023
"Hunt, Kaitlynn",2017,Fr,Omaha,-0.001
"Hussey, Kaylee",2016,Fr,Troy,-0.041
"Hussey, Kaylee",2017,So,Troy,-0.041
"Hutchens, Jessie",2014,Sr,Radford,0.004
"Hutchison, Molly",2014,Fr,North Carolina St.,0.004
"Hutchison, Molly",2015,So,North Carolina St.,0.004
"Hutchison, Molly",2016,Jr,North Carolina St.,0.004
"Hutchison, Molly",2017,Sr,North Carolina St.,0.004
"Iannucci, Leanne",2014,So,Cornell,-0.032
"Iannucci, Leanne",2015,Jr,Cornell,-0.032
"Iannucci, Leanne",2016,Sr,Cornell,-0.032
"Ingersoll, Chelsea",2014,Sr,Charlotte,-0.008
"Irby, Virginia",2017,Fr,Colgate,-0.002
"Irvin, Mahaila",2014,Fr,Gardner-Webb,-0.099
"Irvin, Mahaila",2015,So,Gardner-Webb,-0.099
"Irvin, Mahaila",2016,Jr,Gardner-Webb,-0.099
"Isenberg, Katie",2017,Fr,Robert Morris,0.003
"Jackson, Brett",2017,Fr,Austin Peay,-0.041
"Jackson, Kathryn",2017,Fr,Samford,0.038
"Jackson, Sarah",2015,Fr,Eastern Ky.,-0.041
"Jackson, Sarah",2016,So,Eastern Ky.,-0.041
"Jackson, Sarah",2017,Jr,Eastern Ky.,-0.041
"Jaegers, Melanie",2014,Jr,Wichita St.,-0.021
"Jaegers, Melanie",2015,Sr,Wichita St.,-0.021
"James, Kate",2015,Jr,Arkansas,-0.023
"Jansson, Katie",2014,Sr,Iona,0.011
"Jaquez, Heidi",2017,Fr,Houston Baptist,-0.106
"Jaquish, Sahvanna",2014,Fr,LSU,0.062
"Jaquish, Sahvanna",2015,So,LSU,0.062
"Jaquish, Sahvanna",2016,Jr,LSU,0.062
"Jaquish, Sahvanna",2017,Sr,LSU,0.062
"Jelenicki, Maddy",2015,Fr,UCLA,0.014
"Jelenicki, Madeline",2016,So,UCLA,0.014
"Jelenicki, Madeline",2017,Jr,UCLA,0.014
"Jenkins, Alston",2017,Fr,South Carolina St.,-0.017
"Jerpbak, Skye",2014,So,Princeton,-0.020
"Jerpbak, Skye",2015,Jr,Princeton,-0.020
"Jerpbak, Skye",2016,Sr,Princeton,-0.020
"Johnson, Abbi",2017,Fr,UMKC,-0.026
"Johnson, Brianna",2015,Fr,Mississippi Val.,-0.041
"Johnson, Brianna",2016,So,Mississippi Val.,-0.041
"Johnson, Brianna",2017,Jr,Mississippi Val.,-0.041
"Johnson, Chelsea",2015,Fr,New Mexico,0.038
"Johnson, Chelsea",2016,So,New Mexico,0.038
"Johnson, Chelsea",2017,Jr,New Mexico,0.038
"Johnson, Donelle",2016,Fr,Abilene Christian,-0.061
"Johnson, Donelle",2017,So,Abilene Christian,-0.061
"Johnson, Erica",2014,Jr,Campbell,-0.005
"Johnson, Erica",2015,Sr,Campbell,-0.005
"Johnson, Gaylan",2014,Fr,Jackson St.,-0.076
"Johnson, Gaylan",2015,So,Jackson St.,-0.076
"Johnson, Gaylan",2016,Jr,Jackson St.,-0.076
"Johnson, Gaylan",2017,Sr,Jackson St.,-0.076
"Johnson, Kimberly",2014,Sr,Belmont,-0.023
"Johnson, Maddi",2017,Jr,Gardner-Webb,0.016
"Johnston, Heather",2014,N/A,Troy,0.114
"Johnston, Heather",2015,Jr,Troy,0.114
"Johnston, Heather",2016,Sr,Troy,0.114
"Johson, Ashley",2014,So,UAB,-0.019
"Johson, Ashley",2015,Jr,UAB,-0.019
"Johson, Ashley",2016,Sr,UAB,-0.019
"Joiner, Griffin",2014,Jr,Kentucky,0.103
"Joiner, Griffin",2015,Sr,Kentucky,0.103
"Jonas, Gabbie",2016,Fr,Drake,-0.087
"Jonas, Gabbie",2017,So,Drake,-0.087
"Jones, Miranda",2017,Fr,Jackson St.,-0.017
"Jones, Sydney",2015,Fr,Southern Ill.,-0.122
"Jones, Sydney",2016,So,Southern Ill.,-0.122
"Jones, Sydney",2017,Jr,Southern Ill.,-0.122
"Jones, Victoria",2014,Sr,California,-0.192
"Jordan, Annie",2014,So,Grand Canyon,-0.101
"Jordan, Annie",2015,Jr,Grand Canyon,-0.101
"Jordan, Jenna",2016,So,Louisville,0.010
"Jordan, Jenna",2017,Jr,Louisville,0.010
"Jordan, Jenna",2015,N/A,Northern Colo.,-0.007
"Jorth, Baillie",2016,Fr,Colgate,-0.028
"Jorth, Baillie",2017,So,Colgate,-0.028
"Josselet, Catie",2016,Fr,Mercer,0.073
"Josselet, Catie",2017,So,Mercer,0.073
"Joyner, Jurie",2015,Fr,Penn,-0.040
"Joyner, Jurie",2016,So,Penn,-0.040
"Joyner, Jurie",2017,Jr,Penn,-0.040
"Kale, Rebecca",2015,Fr,UNCG,-0.028
"Kale, Rebecca",2016,So,UNCG,-0.028
"Kale, Rebecca",2017,Jr,UNCG,-0.028
"Kalina, Maison",2015,Fr,Central Mich.,0.018
"Kalina, Maison",2016,So,Central Mich.,0.018
"Kalina, Maison",2017,Jr,Central Mich.,0.018
"Kane, Kayla",2014,Fr,Detroit,-0.047
"Kane, Kayla",2015,So,Detroit,-0.047
"Kane, Kayla",2016,Jr,Detroit Mercy,-0.047
"Kasubke, Katie",2016,Fr,Loyola Chicago,0.056
"Kasubke, Katie",2017,So,Loyola Chicago,0.056
"Keegan, Megan",2014,So,North Dakota,0.066
"Keegan, Megan",2015,Jr,North Dakota,0.066
"Keegan, Megan",2016,Sr,North Dakota,0.066
"Kennedy, Kelly",2015,So,Tennessee Tech,-0.011
"Kennedy, Kelly",2016,Jr,Tennessee Tech,-0.011
"Kennedy, Kelly",2017,Sr,Tennessee Tech,-0.011
"Keough, Alicia",2014,So,Central Conn. St.,-0.109
"Keough, Alicia",2015,Sr,Central Conn. St.,-0.109
"Kerns, Chloe",2017,Fr,UConn,0.005
"Kilpatrick, Mckenzie",2014,Jr,Auburn,0.007
"Kilpatrick, Mckenzie",2015,Sr,Auburn,0.007
"Kim, Maddie",2016,N/A,Army West Point,-0.028
"Kim, Maddie",2017,So,Army West Point,-0.028
"King, Brianna",2014,So,Iona,0.081
"King, Brianna",2015,Jr,Iona,0.081
"King, Brianna",2016,Sr,Iona,0.081
"King, Melissa",2014,Jr,UMass Lowell,-0.069
"King, Melissa",2015,Sr,UMass Lowell,-0.069
"Kipp, Alayna",2014,Jr,Louisiana Tech,-0.017
"Kitterman, Sarah",2014,Jr,Providence,-0.021
"Kitterman, Sarah",2015,Sr,Providence,-0.021
"Kitts, Katie",2014,So,George Mason,0.015
"Kitts, Katie",2015,Jr,George Mason,0.015
"Kitts, Katie",2016,Sr,George Mason,0.015
"Kleinsmith, Jackie",2014,Jr,Charlotte,-0.098
"Kleinsmith, Jackie",2015,Sr,Charlotte,-0.098
"Kliebenstein, Sharla",2014,Sr,Hawaii,-0.038
"Klingler, Courtney",2014,So,Campbell,0.026
"Kloss, Kellsi",2014,So,LSU,0.062
"Kloss, Kellsi",2015,Jr,LSU,0.062
"Kloss, Kellsi",2016,Sr,LSU,0.062
"Knopp, Allison",2016,So,Texas Tech,-0.030
"Knopp, Allison",2017,Jr,Texas Tech,-0.030
"Kobziak, Haylee",2017,Fr,North Carolina St.,0.103
"Kolar, Dara",2014,Fr,Idaho St.,-0.013
"Kolar, Dara",2015,So,Idaho St.,-0.013
"Kolar, Dara",2016,Jr,Idaho St.,-0.013
"Kollas, Sarah",2016,Fr,Hampton,0.011
"Kollas, Sarah",2017,So,Hampton,0.011
"Koons, Jolene",2014,Jr,Utah St.,0.065
"Korth, Annie",2014,Jr,Loyola Chicago,-0.058
"Korth, Annie",2015,Sr,Loyola Chicago,-0.058
"Kramer, Katherine",2016,Jr,Portland St.,0.003
"Kramer, Katherine",2017,Sr,Portland St.,0.003
"Kuchta, Sabrina",2015,Fr,DePaul,-0.033
"Kuchta, Sabrina",2016,So,DePaul,-0.033
"Kuchta, Sabrina",2017,Jr,DePaul,-0.033
"Kuhlman, Rachel",2017,Jr,Rhode Island,-0.056
"Kulback, Jenna",2014,So,Lafayette,-0.003
"Kuroda, Gabriela",2015,Jr,Drexel,-0.018
"Kuroda, Gabriela",2016,Sr,Drexel,-0.018
"Lacatena, Maria",2014,Fr,Youngstown St.,0.007
"Lacatena, Maria",2015,So,Youngstown St.,0.007
"Lacatena, Maria",2016,Jr,Youngstown St.,0.007
"Lacatena, Maria",2017,Sr,Youngstown St.,0.007
"LaCivita, Katy",2014,So,Loyola Chicago,-0.166
"LaCivita, Katy",2015,Jr,Loyola Chicago,-0.166
"LaCivita, Katy",2016,Sr,Loyola Chicago,-0.166
"Lack, Ranel",2015,Fr,Hawaii,-0.014
"Lack, Ranel",2016,So,Hawaii,-0.014
"Lacy, Ragan",2017,Fr,Alabama St.,-0.009
"Lamb, Morgan",2016,Fr,Boise St.,-0.011
"Lamb, Morgan",2017,So,Boise St.,-0.011
"Lam, Olivia",2016,N/A,Cornell,-0.114
"Lam, Olivia",2017,So,Cornell,-0.114
"Landrith, Robin",2014,So,Baylor,0.057
"Landrith, Robin",2015,Jr,Baylor,0.057
"Landrith, Robin",2016,Sr,Baylor,0.057
"Landry, Amber",2017,Jr,SFA,-0.102
"Lane, Megan",2016,Fr,Mercer,-0.048
"Lane, Megan",2017,So,Mercer,-0.048
"Lane, Tisha",2017,Jr,Jackson St.,0.006
"Lang, Abigail",2014,Jr,Holy Cross,-0.010
"Lang, Abigail",2015,Sr,Holy Cross,-0.010
"Lang, Kari",2014,Sr,Northern Ky.,-0.056
"Lanier, Emily",2014,Sr,FGCU,0.030
"Lara, D",2014,N/A,Morgan St.,-0.010
"Lara, D",2015,Fr,Morgan St.,-0.010
"Lara, D",2016,So,Morgan St.,-0.010
"Lara, D",2017,Jr,Morgan St.,-0.010
"Larios, Jo",2015,So,Bakersfield,-0.182
"Larios, Jo",2016,Jr,CSU Bakersfield,-0.182
"Larios, Jo",2017,Sr,CSU Bakersfield,-0.182
"LaRosa, Stephany",2014,Jr,UCLA,-0.012
"LaRosa, Stephany",2015,Sr,UCLA,-0.012
"Larrabee,",2015,N/A,Bucknell,-0.041
"Larsen, Samantha",2014,N/A,Utah St.,-0.057
"Laudano, Faith",2014,So,Seton Hall,-0.066
"Laudano, Faith",2015,Jr,Seton Hall,-0.066
"Laudano, Faith",2016,Sr,Seton Hall,-0.066
"Lawrence, Olivia",2014,Jr,South Carolina,-0.059
"Lawrence, Olivia",2015,Sr,South Carolina,-0.059
"Laxamana, Alleah",2014,Fr,California,-0.051
"Laxamana, Alleah",2015,So,California,-0.051
"Laxamana, Alleah",2016,Jr,California,-0.051
"Laxamana, Alleah",2017,Sr,California,-0.051
"Leahy, Randel",2015,Fr,Texas,0.042
"Leahy, Randel",2016,So,Texas,0.042
"Leahy, Randel",2017,Jr,Texas,0.042
"Leckinger, Kara",2017,Fr,Miami (OH),0.039
"Ledbetter, Kayla",2014,Sr,Miami (OH),0.033
"Lee, Brittany",2014,Fr,Texas Tech,0.040
"Lee, Brittany",2015,So,Texas Tech,0.040
"Lee, Kat",2015,Fr,Miami (OH),0.010
"Lee, Kat",2016,So,Miami (OH),0.010
"Lee, Kat",2017,Jr,Miami (OH),0.010
"Lee, Madison",2016,N/A,Ball St.,-0.038
"Lee, Madison",2017,So,Ball St.,-0.038
"Lee, Madison",2016,Fr,Marist,-0.011
"Lee, Madison",2017,So,Marist,-0.011
"Lee, Stephanie",2014,So,St. Mary's (CA),-0.029
"Lee, Stephanie",2015,Jr,St. Mary's (CA),-0.029
"Lee, Taylor",2014,Fr,Drexel,0.033
"Lee, Taylor",2015,So,Drexel,0.033
"Lee, Taylor",2016,Jr,Drexel,0.033
"Lee, Taylor",2017,Sr,Drexel,0.033
"Leichty, Maria",2014,Jr,Butler,-0.059
"Leichty, Maria",2015,Sr,Butler,-0.059
"Leighton, Robyn",2015,Fr,Morehead St.,0.011
"Leighton, Robyn",2016,So,Morehead St.,0.011
"Leighton, Robyn",2017,Jr,Morehead St.,0.011
"LeMay, Taylor",2014,So,Minnesota,0.116
"LeMay, Taylor",2015,Jr,Minnesota,0.116
"LeMay, Taylor",2016,Sr,Minnesota,0.116
"Lenahan, Sam",2014,Sr,Mississippi St.,-0.059
"Leonard, Erika",2014,So,Ohio St.,0.013
"Leonard, Erika",2015,Jr,Ohio St.,0.013
"Leonard, Erika",2016,Sr,Ohio St.,0.013
"Leonard, Morgan",2016,Jr,Southern Utah,-0.026
"Leonard, Morgan",2017,Sr,Southern Utah,-0.026
"Letourneau, Hollie",2014,Fr,La.-Monroe,-0.124
"Letourneau, Hollie",2015,So,La.-Monroe,-0.124
"Lewis, Bailey",2016,Fr,Utah St.,0.005
"Lewis, Bailey",2017,So,Utah St.,0.005
"Lindahl, Amber",2014,Sr,Memphis,-0.140
"Lindaman, Kendyl",2017,Fr,Minnesota,0.120
"Lindvall, Janelle",2014,So,Oregon,0.144
"Lindvall, Janelle",2015,Jr,Oregon,0.144
"Lindvall, Janelle",2016,Sr,Oregon,0.144
"Lingl, Bri",2014,Jr,Creighton,0.048
"Lisenby, Christy",2014,Fr,Baylor,-0.006
"Lisenby, Christy",2015,So,Baylor,-0.006
"Liseth, Lauren",2014,Sr,Fairfield,0.057
"Lockman, Abby",2016,Fr,Tennessee,-0.018
"Lockman, Abby",2017,So,Tennessee,-0.018
"Lockwood, Jenae",2017,Jr,UC Riverside,-0.002
"Lombardi, Lauren",2014,Fr,Long Beach St.,-0.004
"Lombardi, Lauren",2015,So,Long Beach St.,-0.004
"Lombardi, Lauren",2016,Jr,Long Beach St.,-0.004
"Lombardi, Lauren",2017,Jr,Long Beach St.,-0.004
"Lombardo, Kayla",2014,Jr,Fordham,-0.024
"Lombardo, Kayla",2015,Sr,Fordham,-0.024
"Long, J.",2014,N/A,Prairie View,0.059
"Long, J.",2015,Fr,Prairie View,0.059
"Long, J.",2016,So,Prairie View,0.059
"Long, J.",2017,Jr,Prairie View,0.059
"Long, Jessica",2014,Sr,Lehigh,-0.026
"Lopez, Aleima",2014,So,FIU,0.150
"Lopez, Aleima",2015,Jr,FIU,0.150
"Lopez, Aleima",2016,Sr,FIU,0.150
"Lopez, Kylee",2016,Fr,Norfolk St.,-0.056
"Lopez, Kylee",2017,So,Norfolk St.,-0.056
"Lopez, Shontel",2014,Sr,Prairie View,-0.088
"Lopez, Shontel",2015,N/A,Prairie View,-0.081
"Lopez, Shontel",2016,Fr,Prairie View,-0.088
"Lopez, Shontel",2017,So,Prairie View,-0.088
"Low, Megan",2014,Jr,UTSA,0.001
"Low, Megan",2015,Sr,UTSA,0.001
"Lucas, Katalin",2014,So,Marshall,-0.143
"Lucas, Katalin",2015,Jr,Marshall,-0.143
"Lucas, Katalin",2016,Sr,Marshall,-0.143
"Luety, Gabby",2014,Sr,Fordham,-0.030
"Lujan, Samantha",2015,Fr,UC Santa Barbara,-0.014
"Lujan, Samantha",2016,So,UC Santa Barbara,-0.014
"Lujan, Samantha",2017,Jr,UC Santa Barbara,-0.014
"Luna, Alexandra",2016,Fr,San Jose St.,-0.056
"Luna, Alexandra",2017,So,San Jose St.,-0.056
"Lundstrom, Nicole",2015,So,Providence,-0.082
"Lundstrom, Nicole",2016,Jr,Providence,-0.082
"Lundstrom, Nicole",2017,Sr,Providence,-0.082
"Lundstrom, Nicole",2014,Fr,Syracuse,0.003
"Lutticken, Morgan",2017,Fr,South Ala.,0.070
"Ly, Jenny",2014,Jr,Howard,0.064
"Ly, Jenny",2015,Sr,Howard,0.064
"Mack, Kirsten",2014,Fr,Missouri,-0.025
"Mack, Kirsten",2015,So,Missouri,-0.025
"Mack, Kirsten",2016,Jr,Missouri,-0.025
"Mack, Kirsten",2017,Sr,Missouri,-0.025
"MacLeod, Laruen",2015,Fr,Long Beach St.,0.013
"MacLeod, Laruen",2016,So,Long Beach St.,0.013
"MacLeod, Laruen",2017,Jr,Long Beach St.,0.013
"Maddox, Sierra",2015,Fr,Rutgers,0.026
"Maddox, Sierra",2016,So,Rutgers,0.026
"Maddox, Sierra",2017,Jr,Rutgers,0.026
"Mahar, Alina",2015,Fr,Northern Ky.,-0.002
"Mahar, Alina",2016,So,Northern Ky.,-0.002
"Mahar, Alina",2017,Jr,Northern Ky.,-0.002
"Maiden, Brianna",2014,Jr,Grambling,-0.001
"Maiden, Brianna",2015,Sr,Grambling,-0.001
"Maioran, Angela",2014,Jr,George Mason,0.041
"Maioran, Angela",2015,Sr,George Mason,0.041
"Mann, Brooke",2017,So,Indiana St.,-0.089
"Manno, Jordan",2016,Fr,Detroit Mercy,0.060
"Manno, Jordan",2017,So,Detroit Mercy,0.060
"Manzanares, Jaelyn",2014,So,Colorado St.,-0.013
"Manzanares, Jaelyn",2015,Jr,Colorado St.,-0.013
