pitcher_id,catcher_id,count,balls,called_strikes
1192962,1531904,2-2,12,6
1192962,1531904,3-0,8,0
1192962,1531904,3-1,3,1
1192962,1531904,3-2,6,3
1193082,1193085,0-1,0,1
1193082,1193085,1-0,4,0
1193082,1193085,1-1,1,0
1193082,1193085,1-2,7,7
1193082,1193085,2-0,2,0
1193082,1193085,2-2,8,5
1193082,1193085,3-0,4,0
1193082,1309824,0-1,0,21
1193082,1309824,0-2,0,5
1193082,1309824,1-0,29,0
1193082,1309824,1-1,35,15
1193082,1309824,1-2,24,32
1193082,1309824,2-0,26,0
1193082,1309824,2-1,30,7
1193082,1309824,2-2,42,17
1193082,1309824,3-0,15,0
1193082,1309824,3-1,31,6
1193082,1309824,3-2,93,22
1193082,1420506,0-1,0,3
1193082,1420506,1-0,3,0
1193082,1420506,1-1,4,3
1193082,1420506,1-2,1,1
1193082,1420506,2-0,4,0
1193082,1420506,2-1,6,0
1193082,1420506,2-2,2,2
1193082,1420506,3-2,14,5
1193112,1539443,0-1,0,3
1193112,1539443,1-1,4,1
1193112,1539443,1-2,1,0
1193112,1539443,2-0,2,0
1193112,1539443,2-2,12,7
1193112,1539443,3-0,4,0
1193112,1539443,3-1,8,2
1193112,1539443,3-2,3,1
1193112,1539444,0-1,0,2
1193112,1539444,0-2,0,11
1193112,1539444,1-0,2,0
1193112,1539444,1-1,4,1
1193112,1539444,1-2,12,18
1193112,1539444,2-0,12,0
1193112,1539444,2-1,6,1
1193112,1539444,2-2,30,13
1193112,1539444,3-0,8,0
1193112,1539444,3-1,14,3
1193112,1539444,3-2,33,8
1193322,1421517,0-1,0,2
1193322,1421517,0-2,0,2
1193322,1421517,1-0,7,0
1193322,1421517,1-1,2,2
1193322,1421517,1-2,3,4
1193322,1421517,2-0,4,0
1193322,1421517,2-1,8,3
1193322,1421517,2-2,4,1
1193322,1421517,3-1,6,2
1193341,1431667,1-0,4,0
1193341,1431667,1-1,3,0
1193341,1431667,1-2,1,0
1193341,1431667,2-0,2,0
1193341,1431667,2-1,4,0
1193341,1431667,2-2,4,0
1193341,1431667,3-0,3,0
1193341,1431667,3-1,6,0
1193342,1431667,0-1,0,1
1193342,1431667,1-0,4,0
1193342,1431667,1-1,8,6
1193342,1431667,1-2,9,8
1193342,1431667,2-0,2,0
1193342,1431667,2-1,14,4
1193342,1431667,2-2,12,6
1193342,1431667,3-1,13,4
1193342,1431667,3-2,22,7
1193436,1526620,0-1,0,2
1193436,1526620,0-2,0,5
1193436,1526620,1-0,3,0
1193436,1526620,1-1,6,3
1193436,1526620,1-2,11,9
1193436,1526620,2-0,2,0
1193436,1526620,2-1,6,2
1193436,1526620,2-2,27,14
1193436,1526620,3-1,3,0
1193436,1526620,3-2,33,9
1193509,1534829,0-1,0,17
1193509,1534829,0-2,0,37
1193509,1534829,1-0,30,0
1193509,1534829,1-1,27,13
1193509,1534829,1-2,52,40
1193509,1534829,2-0,18,0
1193509,1534829,2-1,30,9
1193509,1534829,2-2,110,50
1193509,1534829,3-0,16,0
1193509,1534829,3-1,36,6
1193509,1534829,3-2,142,42
1193810,1193809,0-1,0,1
1193810,1193809,1-1,4,3
1193810,1193809,1-2,5,3
1193810,1193809,2-0,4,0
1193810,1193809,2-1,8,3
1193810,1193809,2-2,6,2
1193810,1193809,3-0,19,0
1193810,1193809,3-1,9,3
1193810,1193809,3-2,11,4
1193821,1428212,0-1,0,7
1193821,1428212,0-2,0,1
1193821,1428212,1-0,4,0
1193821,1428212,1-1,4,1
1193821,1428212,1-2,1,1
1193821,1428212,2-0,2,0
1193821,1428212,2-1,2,1
1193821,1428212,2-2,8,4
1193821,1428212,3-0,8,0
1193821,1428212,3-1,4,1
1193821,1428212,3-2,10,6
1193877,1541224,0-1,0,4
1193877,1541224,0-2,0,6
1193877,1541224,1-0,4,0
1193877,1541224,1-1,6,5
1193877,1541224,1-2,6,7
1193877,1541224,2-0,6,0
1193877,1541224,2-1,6,3
1193877,1541224,2-2,10,4
1193877,1541224,3-0,4,0
1193877,1541224,3-1,11,3
1193877,1541224,3-2,33,10
1193877,1541683,0-1,0,14
1193877,1541683,0-2,0,7
1193877,1541683,1-0,23,0
1193877,1541683,1-1,18,14
1193877,1541683,1-2,25,32
1193877,1541683,2-0,18,0
1193877,1541683,2-1,22,10
1193877,1541683,2-2,44,19
1193877,1541683,3-0,16,0
1193877,1541683,3-1,69,15
1193877,1541683,3-2,79,22
1193956,1193959,0-1,0,2
1193956,1193959,0-2,0,1
1193956,1193959,1-0,3,0
1193956,1193959,1-1,6,2
1193956,1193959,1-2,11,7
1193956,1193959,2-0,2,0
1193956,1193959,2-1,10,3
1193956,1193959,2-2,12,3
1193956,1193959,3-0,4,0
1193956,1193959,3-1,30,5
1193956,1193959,3-2,31,7
1193956,1301623,0-1,0,8
1193956,1301623,0-2,0,7
1193956,1301623,1-0,11,0
1193956,1301623,1-1,18,9
1193956,1301623,1-2,20,10
1193956,1301623,2-0,8,0
1193956,1301623,2-1,22,6
1193956,1301623,2-2,48,26
1193956,1301623,3-0,24,0
1193956,1301623,3-1,57,9
1193956,1301623,3-2,60,16
1193956,1533500,0-2,0,1
1193956,1533500,1-0,2,0
1193956,1533500,1-1,2,1
1193956,1533500,1-2,5,7
1193956,1533500,2-2,6,3
1193956,1533500,3-0,4,0
1193956,1533500,3-2,22,4
1193960,1301623,0-1,0,1
1193960,1301623,1-0,1,0
1193960,1301623,1-1,7,1
1193960,1301623,1-2,6,2
1193960,1301623,2-1,4,0
1193960,1301623,2-2,4,0
1193960,1301623,3-0,4,0
1193960,1301623,3-1,10,1
1193960,1301623,3-2,4,1
1193960,1547890,0-1,0,2
1193960,1547890,0-2,0,4
1193960,1547890,1-0,2,0
1193960,1547890,1-1,1,1
1193960,1547890,1-2,2,1
1193960,1547890,2-0,2,0
1193960,1547890,2-1,6,3
1193960,1547890,2-2,4,1
1193960,1547890,3-0,4,0
1193960,1547890,3-1,7,1
1193960,1547890,3-2,16,4
1193980,1417101,0-1,0,6
1193980,1417101,0-2,0,3
1193980,1417101,1-0,3,0
1193980,1417101,1-1,11,6
1193980,1417101,1-2,8,5
1193980,1417101,2-0,6,0
1193980,1417101,2-1,14,4
1193980,1417101,2-2,16,12
1193980,1417101,3-0,16,0
1193980,1417101,3-1,43,9
1193980,1417101,3-2,39,15
1193987,1301589,0-1,0,3
1193987,1301589,0-2,0,2
1193987,1301589,1-0,4,0
1193987,1301589,1-1,3,2
1193987,1301589,1-2,6,5
1193987,1301589,2-0,4,0
1193987,1301589,2-1,2,1
1193987,1301589,2-2,16,5
1193987,1301589,3-0,8,0
1193987,1301589,3-1,8,1
1193987,1301589,3-2,9,2
1194111,1416309,0-1,0,7
1194111,1416309,0-2,0,12
1194111,1416309,1-0,11,0
1194111,1416309,1-1,13,9
1194111,1416309,1-2,20,23
1194111,1416309,2-0,2,0
1194111,1416309,2-1,10,3
1194111,1416309,2-2,22,10
1194111,1416309,3-1,16,4
1194111,1416309,3-2,47,16
1194111,1416310,0-1,0,7
1194111,1416310,0-2,0,4
1194111,1416310,1-0,18,0
1194111,1416310,1-1,12,5
1194111,1416310,1-2,14,13
1194111,1416310,2-0,10,0
1194111,1416310,2-1,8,3
1194111,1416310,2-2,18,8
1194111,1416310,3-0,12,0
1194111,1416310,3-1,33,5
1194111,1416310,3-2,39,12
1194120,1302842,0-1,0,4
1194120,1302842,0-2,0,4
1194120,1302842,1-0,4,0
1194120,1302842,1-1,4,2
1194120,1302842,1-2,1,2
1194120,1302842,2-0,8,0
1194120,1302842,2-1,6,2
1194120,1302842,2-2,12,9
1194120,1302842,3-0,4,0
1194120,1302842,3-1,14,4
1194120,1302842,3-2,22,5
1194120,1418470,0-1,0,2
1194120,1418470,0-2,0,4
1194120,1418470,1-0,8,0
1194120,1418470,1-1,8,4
1194120,1418470,1-2,7,5
1194120,1418470,2-1,8,3
1194120,1418470,2-2,18,7
1194120,1418470,3-0,7,0
1194120,1418470,3-1,12,1
1194120,1418470,3-2,32,9
1194184,1426041,0-1,0,2
1194184,1426041,1-0,2,0
1194184,1426041,1-1,5,1
1194184,1426041,1-2,2,3
1194184,1426041,2-0,2,0
1194184,1426041,2-1,8,1
1194184,1426041,2-2,10,7
1194184,1426041,3-0,4,0
1194184,1426041,3-1,3,1
1194184,1426041,3-2,18,4
1194184,1543656,0-1,0,2
1194184,1543656,0-2,0,3
1194184,1543656,1-0,9,0
1194184,1543656,1-1,7,5
1194184,1543656,1-2,8,11
1194184,1543656,2-0,8,0
1194184,1543656,2-1,10,3
1194184,1543656,2-2,20,12
1194184,1543656,3-0,4,0
1194184,1543656,3-1,37,9
1194184,1543656,3-2,47,16
1194296,1416046,0-1,0,8
1194296,1416046,0-2,0,7
1194296,1416046,1-0,5,0
1194296,1416046,1-1,2,0
1194296,1416046,1-2,6,8
1194296,1416046,2-0,2,0
1194296,1416046,2-1,6,3
1194296,1416046,2-2,10,3
1194296,1416046,3-0,8,0
1194296,1416046,3-1,11,2
1194296,1416046,3-2,10,5
1194296,1416048,0-1,0,21
1194296,1416048,0-2,0,44
1194296,1416048,1-0,30,0
1194296,1416048,1-1,34,19
1194296,1416048,1-2,58,67
1194296,1416048,2-0,18,0
1194296,1416048,2-1,54,16
1194296,1416048,2-2,136,83
1194296,1416048,3-0,24,0
1194296,1416048,3-1,34,7
1194296,1416048,3-2,132,53
1194313,1422176,0-1,0,19
1194313,1422176,0-2,0,17
1194313,1422176,1-0,10,0
1194313,1422176,1-1,12,10
1194313,1422176,1-2,52,59
1194313,1422176,2-0,10,0
1194313,1422176,2-1,20,8
1194313,1422176,2-2,76,39
1194313,1422176,3-0,15,0
1194313,1422176,3-1,30,7
1194313,1422176,3-2,133,53
1194313,1529438,0-1,0,11
1194313,1529438,0-2,0,17
1194313,1529438,1-0,18,0
1194313,1529438,1-1,18,7
1194313,1529438,1-2,43,46
1194313,1529438,2-1,20,8
1194313,1529438,2-2,42,22
1194313,1529438,3-0,4,0
1194313,1529438,3-1,41,8
1194313,1529438,3-2,98,27
1194315,1304638,0-1,0,2
1194315,1304638,1-0,1,0
1194315,1304638,1-1,1,1
1194315,1304638,1-2,3,4
1194315,1304638,2-0,2,0
1194315,1304638,2-2,8,6
1194315,1304638,3-0,17,0
1194315,1304638,3-1,14,4
1194315,1304638,3-2,31,12
1194315,1535393,1-0,2,0
1194315,1535393,1-1,2,0
1194315,1535393,1-2,3,2
1194315,1535393,2-0,2,0
1194315,1535393,2-1,2,1
1194315,1535393,2-2,14,5
1194315,1535393,3-0,4,0
1194315,1535393,3-1,9,3
1194315,1535393,3-2,20,8
1194394,1528402,0-1,0,1
1194394,1528402,0-2,0,1
1194394,1528402,1-0,4,0
1194394,1528402,1-1,1,1
1194394,1528402,1-2,4,6
1194394,1528402,2-0,4,0
1194394,1528402,2-1,4,2
1194394,1528402,2-2,8,4
1194394,1528402,3-0,4,0
1194394,1528402,3-1,3,0
1194394,1528402,3-2,21,7
1194394,1528403,0-1,0,2
1194394,1528403,0-2,0,2
1194394,1528403,1-0,1,0
1194394,1528403,1-1,4,2
1194394,1528403,1-2,3,5
1194394,1528403,2-2,8,6
1194394,1528403,3-0,4,0
1194394,1528403,3-1,7,1
1194394,1528403,3-2,32,13
1194482,1419068,0-1,0,3
1194482,1419068,0-2,0,4
1194482,1419068,1-0,5,0
1194482,1419068,1-1,4,2
1194482,1419068,1-2,14,15
1194482,1419068,2-0,4,0
1194482,1419068,2-1,2,0
1194482,1419068,2-2,14,8
1194482,1419068,3-0,8,0
1194482,1419068,3-1,17,3
1194482,1419068,3-2,19,3
1194482,1535099,0-1,0,1
1194482,1535099,0-2,0,3
1194482,1535099,1-0,3,0
1194482,1535099,1-1,6,2
1194482,1535099,1-2,1,2
1194482,1535099,2-1,2,0
1194482,1535099,2-2,4,3
1194482,1535099,3-0,4,0
1194482,1535099,3-1,15,3
1194482,1535099,3-2,14,7
1194490,1312061,0-1,0,2
1194490,1312061,0-2,0,1
1194490,1312061,1-0,8,0
1194490,1312061,1-1,4,4
1194490,1312061,1-2,3,4
1194490,1312061,2-1,2,0
1194490,1312061,2-2,6,5
1194490,1312061,3-0,8,0
1194490,1312061,3-1,14,3
1194490,1312061,3-2,29,7
1194490,1533686,0-1,0,1
1194490,1533686,1-0,5,0
1194490,1533686,1-1,5,5
1194490,1533686,1-2,3,4
1194490,1533686,2-0,6,0
1194490,1533686,2-1,4,1
1194490,1533686,2-2,12,6
1194490,1533686,3-0,8,0
1194490,1533686,3-1,21,4
1194490,1533686,3-2,37,10
1194534,1310576,0-1,0,26
1194534,1310576,0-2,0,46
1194534,1310576,1-0,22,0
1194534,1310576,1-1,31,19
1194534,1310576,1-2,90,99
1194534,1310576,2-0,20,0
1194534,1310576,2-1,30,8
1194534,1310576,2-2,160,85
1194534,1310576,3-0,19,0
1194534,1310576,3-1,73,12
1194534,1310576,3-2,126,44
1194679,1530105,0-1,0,3
1194679,1530105,0-2,0,5
1194679,1530105,1-0,3,0
1194679,1530105,1-1,6,4
1194679,1530105,1-2,3,3
1194679,1530105,2-1,10,3
1194679,1530105,2-2,6,4
1194679,1530105,3-1,16,3
1194679,1530105,3-2,29,10
1194700,1314919,0-1,0,11
1194700,1314919,0-2,0,38
1194700,1314919,1-0,27,0
1194700,1314919,1-1,29,13
1194700,1314919,1-2,61,49
1194700,1314919,2-0,14,0
1194700,1314919,2-1,32,9
1194700,1314919,2-2,110,51
1194700,1314919,3-0,39,0
1194700,1314919,3-1,57,11
1194700,1314919,3-2,144,53
1194700,1530940,0-1,0,12
1194700,1530940,0-2,0,40
1194700,1530940,1-0,41,0
1194700,1530940,1-1,45,25
1194700,1530940,1-2,100,91
1194700,1530940,2-0,24,0
1194700,1530940,2-1,54,14
1194700,1530940,2-2,130,62
1194700,1530940,3-0,72,0
1194700,1530940,3-1,66,12
1194700,1530940,3-2,183,59
1194805,1314149,0-1,0,2
1194805,1314149,0-2,0,7
1194805,1314149,1-0,12,0
1194805,1314149,1-1,10,5
1194805,1314149,1-2,25,21
1194805,1314149,2-0,2,0
1194805,1314149,2-1,16,5
1194805,1314149,2-2,58,22
1194805,1314149,3-0,32,0
1194805,1314149,3-1,31,1
1194805,1314149,3-2,107,29
1194886,1447511,0-1,0,2
1194886,1447511,1-0,5,0
1194886,1447511,1-2,2,2
1194886,1447511,2-2,6,4
1194886,1447511,3-0,4,0
1194886,1447511,3-1,8,2
1194886,1447511,3-2,10,3
1194887,1551517,0-1,0,2
1194887,1551517,1-1,6,4
1194887,1551517,1-2,2,2
1194887,1551517,2-0,4,0
1194887,1551517,2-1,2,1
1194887,1551517,3-0,4,0
1194887,1551517,3-2,9,3
1194887,1653212,0-1,0,1
1194887,1653212,0-2,0,5
1194887,1653212,1-0,3,0
1194887,1653212,1-1,1,0
1194887,1653212,1-2,4,1
1194887,1653212,2-1,6,1
1194887,1653212,2-2,8,5
1194887,1653212,3-0,4,0
1194887,1653212,3-2,17,8
1194887,1764828,0-1,0,5
1194887,1764828,0-2,0,5
1194887,1764828,1-0,6,0
1194887,1764828,1-1,5,2
1194887,1764828,1-2,8,8
1194887,1764828,2-0,2,0
1194887,1764828,2-1,2,0
1194887,1764828,2-2,14,8
1194887,1764828,3-1,7,1
1194887,1764828,3-2,35,11
1194953,1425206,0-1,0,15
1194953,1425206,0-2,0,15
1194953,1425206,1-0,22,0
1194953,1425206,1-1,25,10
1194953,1425206,1-2,35,37
1194953,1425206,2-0,26,0
1194953,1425206,2-1,28,9
1194953,1425206,2-2,46,23
1194953,1425206,3-0,63,0
1194953,1425206,3-1,49,10
1194953,1425206,3-2,142,40
1195026,1422485,0-1,0,2
1195026,1422485,0-2,0,1
1195026,1422485,1-0,6,0
1195026,1422485,1-1,1,1
1195026,1422485,1-2,3,3
1195026,1422485,2-1,2,0
1195026,1422485,2-2,2,1
1195026,1422485,3-1,3,1
1195026,1422485,3-2,9,2
1195033,1302603,0-1,0,4
1195033,1302603,0-2,0,3
1195033,1302603,1-0,7,0
1195033,1302603,1-1,8,7
1195033,1302603,1-2,11,14
1195033,1302603,2-1,20,8
1195033,1302603,2-2,24,20
1195033,1302603,3-1,15,4
1195033,1302603,3-2,35,18
1195034,1302603,0-1,0,4
1195034,1302603,0-2,0,4
1195034,1302603,1-1,2,0
1195034,1302603,1-2,3,3
1195034,1302603,2-1,4,2
1195034,1302603,2-2,6,2
1195034,1302603,3-2,6,2
1195630,1556718,0-1,0,2
1195630,1556718,0-2,0,5
1195630,1556718,1-0,7,0
1195630,1556718,1-1,1,0
1195630,1556718,1-2,6,9
1195630,1556718,2-0,4,0
1195630,1556718,2-1,10,4
1195630,1556718,2-2,14,11
1195630,1556718,3-0,8,0
1195630,1556718,3-1,32,5
1195630,1556718,3-2,38,17
1195746,1421937,0-1,0,8
1195746,1421937,0-2,0,21
1195746,1421937,1-0,6,0
1195746,1421937,1-1,8,5
1195746,1421937,1-2,25,17
1195746,1421937,2-0,8,0
1195746,1421937,2-1,14,0
1195746,1421937,2-2,62,22
1195746,1421937,3-0,16,0
1195746,1421937,3-1,16,1
1195746,1421937,3-2,63,21
1195843,1302958,0-1,0,7
1195843,1302958,0-2,0,27
1195843,1302958,1-0,16,0
1195843,1302958,1-1,16,10
1195843,1302958,1-2,24,27
1195843,1302958,2-0,6,0
1195843,1302958,2-1,16,4
1195843,1302958,2-2,48,22
1195843,1302958,3-0,8,0
1195843,1302958,3-1,49,11
1195843,1302958,3-2,118,42
1195853,1538105,0-1,0,2
1195853,1538105,1-0,3,0
1195853,1538105,1-1,1,0
1195853,1538105,1-2,3,3
1195853,1538105,2-2,2,2
1195853,1538105,3-2,13,3
1195859,1315669,0-1,0,13
1195859,1315669,0-2,0,16
1195859,1315669,1-0,31,0
1195859,1315669,1-1,30,18
1195859,1315669,1-2,38,35
1195859,1315669,2-0,22,0
1195859,1315669,2-1,20,3
1195859,1315669,2-2,56,23
1195859,1315669,3-0,27,0
1195859,1315669,3-1,55,10
1195859,1315669,3-2,90,27
1195859,1545887,0-1,0,16
1195859,1545887,0-2,0,33
1195859,1545887,1-0,16,0
1195859,1545887,1-1,29,7
1195859,1545887,1-2,55,34
1195859,1545887,2-0,10,0
1195859,1545887,2-1,24,4
1195859,1545887,2-2,56,19
1195859,1545887,3-0,24,0
1195859,1545887,3-1,35,6
1195859,1545887,3-2,108,21
1195859,1545888,0-1,0,3
1195859,1545888,0-2,0,4
1195859,1545888,1-0,3,0
1195859,1545888,1-1,1,0
1195859,1545888,1-2,5,4
1195859,1545888,2-1,8,1
1195859,1545888,2-2,8,3
1195859,1545888,3-0,4,0
1195859,1545888,3-2,3,0
1195890,1421666,0-1,0,3
1195890,1421666,0-2,0,5
1195890,1421666,1-0,9,0
1195890,1421666,1-1,2,1
1195890,1421666,1-2,5,5
1195890,1421666,2-0,12,0
1195890,1421666,2-1,12,4
1195890,1421666,2-2,10,3
1195890,1421666,3-0,12,0
1195890,1421666,3-1,9,3
1195890,1421666,3-2,14,4
1195890,1529246,0-2,0,2
1195890,1529246,1-0,5,0
1195890,1529246,1-1,1,1
1195890,1529246,1-2,3,2
1195890,1529246,2-0,4,0
1195890,1529246,2-1,2,1
1195890,1529246,2-2,4,0
1195890,1529246,3-0,4,0
1195890,1529246,3-1,3,0
1195890,1529246,3-2,3,0
1196114,1525958,0-1,0,9
1196114,1525958,0-2,0,19
1196114,1525958,1-0,26,0
1196114,1525958,1-1,20,15
1196114,1525958,1-2,46,42
1196114,1525958,2-0,10,0
1196114,1525958,2-1,32,9
1196114,1525958,2-2,136,45
1196114,1525958,3-0,64,0
1196114,1525958,3-1,80,18
1196114,1525958,3-2,160,39
1196198,1307521,0-1,0,19
1196198,1307521,0-2,0,24
1196198,1307521,1-0,56,0
1196198,1307521,1-1,54,22
1196198,1307521,1-2,64,54
1196198,1307521,2-0,44,0
1196198,1307521,2-1,52,12
1196198,1307521,2-2,162,76
1196198,1307521,3-0,27,0
1196198,1307521,3-1,104,17
1196198,1307521,3-2,261,71
1196280,1444453,0-1,0,2
1196280,1444453,0-2,0,3
1196280,1444453,1-0,4,0
1196280,1444453,1-1,8,7
1196280,1444453,1-2,2,3
1196280,1444453,2-0,2,0
1196280,1444453,2-1,4,1
1196280,1444453,2-2,10,4
1196280,1444453,3-0,4,0
1196280,1444453,3-1,8,2
1196280,1444453,3-2,9,3
1196280,1543151,0-1,0,1
1196280,1543151,0-2,0,2
1196280,1543151,1-2,4,3
1196280,1543151,2-1,2,0
1196280,1543151,2-2,8,4
1196280,1543151,3-1,3,1
1196374,1300520,0-1,0,1
1196374,1300520,1-0,2,0
1196374,1300520,1-1,2,0
1196374,1300520,1-2,6,9
1196374,1300520,2-1,2,0
1196374,1300520,2-2,6,3
1196374,1300520,3-1,4,1
1196374,1300520,3-2,22,7
1196468,1444000,0-1,0,3
1196468,1444000,0-2,0,4
1196468,1444000,1-0,5,0
1196468,1444000,1-1,2,2
1196468,1444000,1-2,2,4
1196468,1444000,2-0,4,0
1196468,1444000,2-1,4,1
1196468,1444000,2-2,12,9
1196468,1444000,3-0,8,0
1196468,1444000,3-1,3,1
1196468,1444000,3-2,15,5
1196468,1533839,0-1,0,2
1196468,1533839,1-0,2,0
1196468,1533839,1-1,1,1
1196468,1533839,1-2,1,0
1196468,1533839,2-0,2,0
1196468,1533839,2-1,2,0
1196468,1533839,2-2,14,9
1196468,1533839,3-1,8,1
1196468,1533839,3-2,16,7
1196562,1420851,0-1,0,1
1196562,1420851,0-2,0,1
1196562,1420851,1-0,1,0
1196562,1420851,1-1,2,1
1196562,1420851,1-2,3,6
1196562,1420851,2-0,2,0
1196562,1420851,2-1,2,1
1196562,1420851,2-2,12,4
1196562,1420851,3-0,4,0
1196562,1420851,3-1,6,1
1196562,1420851,3-2,13,2
1196613,1196614,0-1,0,12
1196613,1196614,0-2,0,15
1196613,1196614,1-0,12,0
1196613,1196614,1-1,12,9
1196613,1196614,1-2,22,25
1196613,1196614,2-0,8,0
1196613,1196614,2-1,16,6
1196613,1196614,2-2,58,42
1196613,1196614,3-0,8,0
1196613,1196614,3-1,14,3
1196613,1196614,3-2,39,13
1196613,1302493,0-1,0,10
1196613,1302493,0-2,0,11
1196613,1302493,1-0,7,0
1196613,1302493,1-1,6,4
1196613,1302493,1-2,23,23
1196613,1302493,2-0,8,0
1196613,1302493,2-1,26,11
1196613,1302493,2-2,42,22
1196613,1302493,3-0,8,0
1196613,1302493,3-1,44,10
1196613,1302493,3-2,52,14
1196629,1422917,0-1,0,8
1196629,1422917,0-2,0,13
1196629,1422917,1-0,10,0
1196629,1422917,1-1,11,4
1196629,1422917,1-2,19,24
1196629,1422917,2-1,12,2
1196629,1422917,2-2,34,14
1196629,1422917,3-0,8,0
1196629,1422917,3-1,13,4
1196629,1422917,3-2,38,16
1197001,1555832,0-1,0,2
1197001,1555832,0-2,0,3
1197001,1555832,1-0,3,0
1197001,1555832,1-1,3,2
1197001,1555832,1-2,3,3
1197001,1555832,2-1,2,1
1197001,1555832,2-2,10,8
1197001,1555832,3-1,4,0
1197001,1555832,3-2,9,6
1197092,1197088,0-1,0,1
1197092,1197088,0-2,0,4
1197092,1197088,1-0,1,0
1197092,1197088,1-1,5,3
1197092,1197088,1-2,7,7
1197092,1197088,2-0,2,0
1197092,1197088,2-1,4,2
1197092,1197088,2-2,24,3
1197092,1197088,3-0,4,0
