rk,school,div,str,park,ofs,dfs,sos
39,USC Upstate,D1,2.127,0.971,1.124,0.529,1.008
41,Saint Leo,D2,2.077,0.999,1.795,0.481,0.964
42,Angelo St.,D2,2.063,0.924,1.650,0.445,0.890
43,West Tex. A&M,D2,2.038,1.137,1.911,0.521,0.865
44,Fordham,D1,2.026,0.987,1.469,0.725,0.981
45,SIUE,D1,2.017,0.919,1.272,0.630,1.020
46,FIU,D1,2.002,0.986,1.221,0.610,1.070
47,Marshall,D1,1.999,1.035,1.438,0.719,1.045
48,Minnesota St.,D2,1.994,0.971,1.589,0.443,0.817
49,Oklahoma St.,D1,1.987,1.038,1.612,0.811,1.288
50,Cal Poly,D1,1.960,0.871,1.029,0.525,1.120
51,North Carolina,D1,1.932,1.080,1.394,0.721,1.190
52,San Diego St.,D1,1.905,0.900,1.777,0.933,1.162
53,Fresno St.,D1,1.901,0.884,1.586,0.834,1.209
54,Syracuse,D1,1.890,1.125,1.411,0.747,1.047
55,Fla. Atlantic,D1,1.887,0.924,1.285,0.681,1.119
56,Notre Dame,D1,1.884,1.047,1.400,0.743,1.239
57,Central Okla.,D2,1.879,1.049,1.605,0.475,0.862
58,Texas-Tyler,D3,1.846,0.983,2.566,0.332,0.682
59,CSUN,D1,1.841,0.938,1.385,0.752,1.149
60,West Florida,D2,1.825,0.950,1.819,0.554,0.986
61,Hawaii,D1,1.821,0.871,1.233,0.677,1.138
62,Harding,D2,1.799,0.970,1.455,0.450,0.860
63,Pittsburgh,D1,1.798,1.061,1.396,0.776,1.221
64,Lipscomb,D1,1.794,0.990,1.174,0.654,1.091
65,Winona St.,D2,1.785,0.935,1.491,0.465,0.799
66,Wichita St.,D1,1.764,1.083,1.399,0.793,1.112
67,Louisville,D1,1.754,0.956,1.455,0.830,1.182
68,Saint Francis (PA),D1,1.744,1.104,1.331,0.763,0.906
69,Boston College,D1,1.729,1.023,1.124,0.650,1.122
70,UNI,D1,1.725,1.086,1.214,0.704,1.068
71,South Ala.,D1,1.716,0.999,1.040,0.606,1.133
72,Kennesaw St.,D1,1.696,0.943,1.495,0.881,1.079
73,Utah St.,D1,1.682,1.221,1.249,0.742,1.064
74,Central Mich.,D1,1.677,1.007,1.115,0.665,0.989
74,Northwestern,D1,1.677,1.106,1.377,0.821,1.317
76,Southern Ind.,D2,1.655,0.954,1.551,0.521,0.857
77,Valdosta St.,D2,1.651,0.999,1.964,0.662,0.985
78,Ala.-Huntsville,D2,1.645,1.008,1.515,0.512,0.950
79,Armstrong St.,D2,1.644,0.964,1.849,0.626,0.954
79,San Jose St.,D1,1.644,0.893,1.219,0.741,1.079
81,Liberty,D1,1.642,1.094,1.187,0.723,0.986
82,Houston,D1,1.636,0.979,1.298,0.793,1.142
83,Illinois St.,D1,1.623,1.023,1.463,0.901,1.144
84,Indiana,D1,1.581,1.115,1.167,0.738,1.224
85,Missouri St.,D1,1.579,0.979,1.042,0.660,1.048
86,Ohio,D1,1.576,0.983,1.086,0.689,1.006
87,Colorado St.,D1,1.571,1.142,1.178,0.750,1.128
88,Georgia St.,D1,1.549,1.102,1.402,0.905,1.138
89,Grand Canyon,D1,1.548,1.062,1.181,0.763,1.086
90,Nicholls St.,D1,1.541,0.967,1.091,0.708,0.979
91,Boise St.,D1,1.531,1.086,1.268,0.828,1.027
92,Colorado Mesa,D2,1.521,1.022,1.677,0.613,0.720
93,Abilene Christian,D1,1.513,1.083,1.216,0.804,1.016
94,Southern Ark.,D2,1.507,0.942,1.619,0.597,0.867
95,Cal St. Monterey Bay,D2,1.503,0.989,1.538,0.569,0.856
95,California Baptist,D2,1.503,0.928,1.503,0.556,0.806
97,Cal St. Fullerton,D1,1.502,0.972,1.081,0.720,1.209
98,Va. Wesleyan,D3,1.478,0.955,2.180,0.352,0.659
99,Young Harris,D2,1.461,1.032,1.464,0.558,0.868
100,St. Mary's (TX),D2,1.450,0.933,1.514,0.581,0.918
101,La.-Monroe,D1,1.448,0.937,1.033,0.713,1.106
102,North Florida,D1,1.445,1.045,1.166,0.807,1.083
103,Michigan St.,D1,1.441,0.984,1.590,1.103,1.113
104,Ball St.,D1,1.413,1.052,1.102,0.780,1.001
105,St. John's (NY),D1,1.410,0.991,1.282,0.909,0.979
106,UT Martin,D1,1.400,0.900,1.379,0.985,0.965
107,Murray St.,D1,1.396,0.960,1.245,0.892,1.010
108,Shorter,D2,1.386,0.913,1.764,0.708,1.010
109,Col. of Charleston,D1,1.381,0.896,1.297,0.940,1.038
110,Kansas,D1,1.380,1.018,1.151,0.834,1.117
111,Tampa,D2,1.377,1.006,1.384,0.559,0.945
112,Weber St.,D1,1.374,1.073,1.231,0.896,1.013
113,UNCW,D1,1.366,1.047,1.009,0.739,0.961
114,Mo.-St. Louis,D2,1.361,0.969,1.519,0.621,0.896
115,Berry,D3,1.353,1.020,2.307,0.407,0.646
116,Lenoir-Rhyne,D2,1.342,1.069,1.558,0.646,0.762
117,Texas Tech,D1,1.335,1.128,1.371,1.027,1.206
118,Stanford,D1,1.334,0.940,1.417,1.063,1.369
119,UCF,D1,1.328,0.958,1.230,0.926,1.200
120,Hofstra,D1,1.295,1.007,1.122,0.867,1.073
121,Lamar University,D1,1.293,0.921,1.220,0.944,1.097
122,Long Beach St.,D1,1.289,0.804,1.069,0.829,1.278
123,UT Arlington,D1,1.287,0.936,1.207,0.938,1.131
124,UC Davis,D1,1.286,0.902,1.243,0.966,1.150
125,North Ala.,D2,1.282,0.981,1.460,0.634,0.999
125,South Fla.,D1,1.282,0.973,1.136,0.886,1.163
127,Southern Ill.,D1,1.279,0.943,1.078,0.843,1.058
128,Coastal Caro.,D1,1.278,1.001,1.031,0.807,1.055
129,Limestone,D2,1.276,0.984,1.316,0.574,0.802
130,New Mexico St.,D1,1.268,1.241,1.138,0.898,1.114
131,Troy,D1,1.267,0.925,1.238,0.977,1.205
131,Lee,D2,1.267,1.078,1.582,0.694,0.980
133,Dixie St.,D2,1.263,1.198,1.450,0.639,0.815
134,Tex. A&M-Commerce,D2,1.259,0.921,1.750,0.773,0.882
135,Nebraska,D1,1.254,1.016,1.280,1.021,1.301
136,Ill.-Chicago,D1,1.240,1.008,0.920,0.742,0.908
137,Saginaw Valley,D2,1.226,1.008,1.519,0.689,0.842
138,Carson-Newman,D2,1.216,1.031,1.327,0.607,0.797
139,Tarleton St.,D2,1.214,1.008,1.377,0.631,0.878
139,Southern Miss.,D1,1.214,0.948,1.040,0.857,1.088
141,Mississippi Col.,D2,1.212,0.934,1.641,0.753,0.990
142,Wayne St. (MI),D2,1.210,1.032,1.178,0.541,0.793
142,Nevada,D1,1.210,1.116,1.213,1.003,1.092
144,UC Santa Barbara,D1,1.206,0.961,1.228,1.019,1.136
145,Belmont,D1,1.205,1.000,1.188,0.986,0.967
146,Palm Beach Atl.,D2,1.199,0.970,1.417,0.657,1.010
147,Northern Ill.,D1,1.198,1.071,1.235,1.031,1.000
148,Sacramento St.,D1,1.197,0.924,1.057,0.884,1.050
149,Truman,D2,1.191,0.927,1.527,0.713,0.856
149,Pittsburg St.,D2,1.191,1.042,1.250,0.584,0.867
149,AUM,D2,1.191,1.040,1.559,0.727,0.930
152,DePaul,D1,1.190,1.037,1.163,0.978,0.989
153,Humboldt St.,D2,1.189,1.139,1.383,0.647,0.858
154,Luther,D3,1.185,1.041,1.882,0.379,0.628
155,Flagler,D2,1.170,0.947,1.336,0.635,0.961
156,Chico St.,D2,1.169,0.957,1.182,0.562,0.882
157,Western Ky.,D1,1.164,1.052,0.985,0.846,1.105
158,Texas Lutheran,D3,1.163,0.916,1.943,0.398,0.623
158,Ga. Southern,D1,1.163,1.010,1.221,1.050,1.124
160,Memphis,D1,1.162,0.956,1.082,0.931,1.103
160,Montana,D1,1.162,0.958,1.202,1.034,1.031
162,Eastern Ill.,D1,1.159,0.851,0.984,0.850,0.974
163,Coker,D2,1.147,1.031,1.334,0.647,0.855
164,East Carolina,D1,1.146,0.954,1.192,1.040,1.065
165,Central Wash.,D2,1.144,1.069,1.519,0.738,0.799
166,Furman,D1,1.139,1.031,0.865,0.760,0.924
167,Northwestern St.,D1,1.135,0.923,1.298,1.144,1.069
168,Charlotte,D1,1.133,1.089,1.083,0.956,1.054
169,Arkansas Tech,D2,1.124,0.892,1.166,0.577,0.896
170,Miami (OH),D1,1.123,0.973,1.206,1.075,0.973
171,Iowa,D1,1.119,0.985,0.840,0.750,1.216
172,FGCU,D1,1.118,0.914,1.032,0.923,1.116
173,Kent St.,D1,1.110,1.126,1.051,0.947,1.042
174,Lehigh,D1,1.108,0.948,0.954,0.861,0.973
174,North Dakota St.,D1,1.108,1.037,0.862,0.778,1.065
176,Trine,D3,1.102,1.059,2.082,0.451,0.680
177,Penn St.,D1,1.083,1.040,0.985,0.909,1.181
178,Lynn,D2,1.076,0.913,1.229,0.635,0.959
178,Middle Tenn.,D1,1.076,0.987,0.923,0.857,1.056
180,North Texas,D1,1.066,1.081,0.991,0.930,1.187
181,Newberry,D2,1.055,0.917,1.377,0.726,0.865
182,Bradley,D1,1.054,0.976,1.115,1.058,1.097
183,Elon,D1,1.046,0.958,1.010,0.966,0.961
184,Spring Hill,D2,1.044,0.872,1.171,0.624,0.743
185,North Carolina St.,D1,1.043,1.014,1.218,1.168,1.268
186,Florida Tech,D2,1.042,1.239,1.319,0.704,1.046
187,Evansville,D1,1.041,0.997,1.109,1.066,1.102
188,Loyola Marymount,D1,1.038,0.962,1.084,1.044,1.144
188,Concordia (CA),D2,1.038,1.004,1.146,0.614,0.845
190,Lubbock Christian,D2,1.034,1.107,1.266,0.681,0.856
191,Southeast Mo. St.,D1,1.033,1.052,1.031,0.998,0.986
191,Cal St. San B'dino,D2,1.033,1.291,1.038,0.559,0.887
193,Mercer,D1,1.032,0.998,1.030,0.998,0.988
194,Ark.-Monticello,D2,1.031,0.920,1.088,0.587,0.899
195,Augustana (SD),D2,1.029,1.000,1.445,0.781,0.826
196,Stetson,D1,1.027,1.016,1.112,1.083,1.001
196,Pfeiffer,D2,1.027,0.961,1.375,0.745,0.730
198,Eastern Ky.,D1,1.026,1.009,1.092,1.064,0.990
199,Utah Valley,D1,1.025,1.035,1.169,1.140,0.999
200,Grand Valley St.,D2,1.024,0.993,1.115,0.605,0.840
201,Sam Houston St.,D1,1.023,0.921,0.919,0.898,0.985
202,Rockhurst,D2,1.022,0.927,1.212,0.660,0.889
203,Anderson (SC),D2,1.020,1.038,1.319,0.719,0.800
204,UTSA,D1,1.017,1.101,1.111,1.092,1.136
205,Princeton,D1,1.010,1.015,1.063,1.053,0.884
206,Campbell,D1,1.009,0.956,1.273,1.262,0.932
206,Southeastern La.,D1,1.009,0.969,1.095,1.086,1.048
208,Pacific,D1,1.008,0.960,1.024,1.015,1.076
208,Jacksonville,D1,1.008,1.003,1.090,1.081,0.988
210,West Ga.,D2,1.007,1.054,1.444,0.797,0.957
210,McKendree,D2,1.007,0.925,1.262,0.697,0.886
212,Virginia Tech,D1,1.006,1.131,1.093,1.086,1.126
212,Radford,D1,1.006,1.021,0.991,0.985,0.921
212,UNLV,D1,1.006,1.098,0.925,0.920,1.124
215,West Va. Wesleyan,D2,1.002,0.989,1.274,0.707,0.694
216,Seattle U,D1,1.000,0.996,1.079,1.079,1.030
216,Towson,D1,1.000,0.924,1.104,1.104,0.938
218,SFA,D1,0.999,0.941,0.850,0.851,1.105
219,Northwest Mo. St.,D2,0.997,0.999,1.319,0.736,0.872
220,Purdue,D1,0.995,0.927,1.010,1.015,1.190
221,Sonoma St.,D2,0.990,0.901,1.402,0.787,0.889
222,Coe,D3,0.988,1.066,1.808,0.436,0.680
223,Rollins,D2,0.987,0.961,1.469,0.828,0.952
224,Francis Marion,D2,0.984,0.978,1.405,0.794,0.864
225,Minn. Duluth,D2,0.983,0.970,1.192,0.674,0.844
226,Azusa Pacific,D2,0.981,0.989,1.193,0.676,0.840
227,North Greenville,D2,0.978,0.988,1.139,0.648,0.812
228,New Mexico,D1,0.969,1.233,1.007,1.039,1.100
229,Saint Joseph's,D1,0.966,1.037,0.851,0.881,0.927
230,Nova Southeastern,D2,0.961,0.986,1.198,0.693,1.012
230,UIndy,D2,0.961,0.981,1.107,0.641,0.869
232,Massachusetts,D1,0.959,0.978,0.919,0.958,0.978
233,Georgia Tech,D1,0.956,1.055,1.157,1.210,1.200
234,St. John Fisher,D3,0.954,0.998,1.548,0.387,0.596
234,Embry-Riddle (FL),D2,0.954,0.998,1.041,0.607,0.992
236,Moravian,D3,0.952,0.890,1.573,0.394,0.547
236,UC Riverside,D1,0.952,0.989,0.970,1.019,1.070
238,Central Ark.,D1,0.950,1.048,0.936,0.985,1.082
239,Cameron,D2,0.949,1.022,1.353,0.793,0.920
239,Rowan,D3,0.949,1.008,1.641,0.412,0.656
241,Georgia College,D2,0.940,0.956,1.659,0.981,0.918
242,Loyola Chicago,D1,0.938,1.003,0.734,0.782,0.999
243,Bucknell,D1,0.935,0.957,0.912,0.975,0.800
244,Barry,D2,0.932,0.894,1.417,0.845,1.011
245,Western Ill.,D1,0.931,1.096,0.971,1.042,0.956
246,West Chester,D2,0.930,0.965,1.193,0.713,0.708
246,Southwest Baptist,D2,0.930,0.940,0.879,0.526,0.826
248,Idaho St.,D1,0.928,1.039,1.123,1.210,1.058
248,East Tex. Baptist,D3,0.928,0.901,1.976,0.508,0.726
250,Boston U.,D1,0.927,0.927,1.039,1.121,0.935
251,Mo. Western St.,D2,0.925,0.928,1.411,0.848,0.854
252,Charleston (WV),D2,0.923,0.901,1.305,0.786,0.731
253,Iowa St.,D1,0.922,1.163,0.957,1.038,1.104
254,Fla. Southern,D2,0.919,1.016,1.053,0.637,0.984
255,UAB,D1,0.917,0.952,0.911,0.994,1.153
256,Emporia St.,D2,0.913,0.948,1.189,0.724,0.861
257,Ill.-Springfield,D2,0.912,0.997,1.222,0.746,0.884
257,Maryland,D1,0.912,1.041,1.008,1.105,1.241
259,Union (TN),D2,0.911,1.105,1.256,0.766,0.909
259,Drake,D1,0.911,1.024,0.918,1.007,1.101
261,Davenport,D2,0.909,1.002,1.243,0.761,0.753
262,Longwood,D1,0.901,1.006,0.784,0.870,1.010
263,Bowling Green,D1,0.898,0.930,0.857,0.955,0.949
264,UNCG,D1,0.891,1.020,1.053,1.181,0.959
265,Chris. Newport,D3,0.890,1.033,2.140,0.573,0.705
266,Rutgers,D1,0.887,1.066,1.241,1.398,1.137
266,Toledo,D1,0.887,0.957,1.032,1.163,1.021
268,Morehead St.,D1,0.883,0.965,0.748,0.847,0.957
269,Manhattan,D1,0.880,0.930,0.910,1.033,0.745
270,Texas-Dallas,D3,0.879,1.023,1.969,0.534,0.715
271,Dayton,D1,0.878,0.931,0.953,1.085,0.909
271,San Diego,D1,0.878,0.887,1.085,1.236,1.046
273,Western Mich.,D1,0.876,0.961,0.886,1.012,0.949
274,Cal St. East Bay,D2,0.875,1.005,1.436,0.913,0.853
275,Linfield,D3,0.872,0.958,1.731,0.474,0.694
275,Saint Louis,D1,0.872,0.938,0.932,1.069,0.898
277,Texas Woman's,D2,0.871,0.990,1.453,0.928,0.893
278,North Dakota,D1,0.865,0.956,0.858,0.992,0.959
279,South Dakota,D1,0.862,1.079,0.984,1.141,1.032
279,MSU Denver,D2,0.862,0.962,1.331,0.859,0.749
281,Virginia,D1,0.861,1.040,1.041,1.209,1.122
282,Ramapo,D3,0.858,0.943,1.576,0.438,0.655
283,Kean,D3,0.854,0.989,1.636,0.457,0.645
284,Villanova,D1,0.848,0.935,0.982,1.158,0.847
285,ETSU,D1,0.847,0.977,1.002,1.183,0.910
286,Omaha,D1,0.845,0.985,0.973,1.151,1.056
287,Winthrop,D1,0.844,1.045,0.944,1.119,1.011
288,George Washington,D1,0.843,0.946,1.077,1.277,0.878
289,Emory,D3,0.842,0.990,1.864,0.528,0.741
290,UConn,D1,0.841,1.141,0.745,0.885,1.056
291,New Haven,D2,0.840,0.903,1.228,0.812,0.713
292,UC San Diego,D2,0.834,1.051,1.110,0.740,0.905
293,Samford,D1,0.830,1.054,0.992,1.196,1.002
294,St. Thomas (MN),D3,0.829,0.896,1.864,0.536,0.636
295,Delta St.,D2,0.826,0.958,1.158,0.780,0.982
296,Messiah,D3,0.816,1.017,1.539,0.450,0.625
297,Central (IA),D3,0.815,0.925,1.764,0.516,0.649
298,Western Wash.,D2,0.814,0.878,1.138,0.777,0.806
298,Lincoln Memorial,D2,0.814,1.006,1.281,0.875,0.834
300,Tennessee Tech,D1,0.812,0.865,0.945,1.165,1.040
301,Mercy,D2,0.811,1.038,1.344,0.922,0.695
302,Lander,D2,0.810,1.002,1.097,0.753,0.938
302,Charleston So.,D1,0.810,0.962,0.966,1.193,0.994
304,Rogers St.,D2,0.807,1.065,1.214,0.837,0.800
305,Maine,D1,0.802,0.934,1.049,1.309,0.932
305,Tex. A&M-Kingsville,D2,0.802,0.949,1.341,0.930,0.913
307,Marist,D1,0.797,0.892,0.859,1.077,0.759
308,Okla. Christian,D2,0.794,1.091,0.964,0.675,0.860
308,LIU Brooklyn,D1,0.794,1.041,1.000,1.260,0.963
310,Stanislaus St.,D2,0.792,0.976,1.171,0.822,0.909
311,Columbus St.,D2,0.789,1.014,1.185,0.835,0.907
312,Montevallo,D2,0.787,1.074,1.256,0.887,0.967
312,Wingate,D2,0.787,1.044,1.053,0.744,0.845
314,Seton Hall,D1,0.783,1.004,0.930,1.188,0.908
315,Binghamton,D1,0.780,1.027,1.069,1.371,0.920
316,Indiana St.,D1,0.779,1.024,1.008,1.295,0.996
317,King (TN),D2,0.778,0.964,1.243,0.889,0.798
318,Mary Hardin-Baylor,D3,0.775,0.871,2.483,0.764,0.728
319,Delaware,D1,0.774,0.944,1.131,1.461,1.010
320,Harvard,D1,0.773,1.033,0.958,1.239,0.869
321,Austin Peay,D1,0.771,1.021,0.946,1.226,1.026
322,Alma,D3,0.770,0.972,1.530,0.474,0.616
323,Wittenberg,D3,0.768,1.029,1.242,0.386,0.635
324,Manhattanville,D3,0.767,0.947,1.648,0.512,0.599
325,Akron,D1,0.766,0.981,0.784,1.023,0.902
325,Army West Point,D1,0.766,0.936,0.821,1.071,0.846
327,Sioux Falls,D2,0.765,1.007,1.255,0.912,0.840
328,Providence,D1,0.764,1.029,1.077,1.410,0.918
329,Creighton,D1,0.760,1.043,0.932,1.226,0.998
330,Northern Colo.,D1,0.759,1.187,0.876,1.154,1.005
331,UNC Pembroke,D2,0.758,1.042,1.122,0.823,0.827
332,Maryville (MO),D2,0.753,1.020,1.003,0.741,0.863
333,Western Ore.,D2,0.751,0.940,1.217,0.901,0.787
334,Wis.-Eau Claire,D3,0.750,1.025,1.644,0.523,0.646
335,West Ala.,D2,0.748,1.003,1.255,0.933,0.964
336,Birmingham-So.,D3,0.744,0.934,1.700,0.545,0.705
337,Washington-St. Louis,D3,0.743,0.946,1.530,0.491,0.713
338,St. Catherine,D3,0.742,0.957,1.537,0.494,0.665
338,Saint Mary's (CA),D1,0.742,0.933,0.729,0.983,1.025
340,Eckerd,D2,0.740,1.041,0.993,0.747,1.043
341,Adelphi,D2,0.739,0.916,1.154,0.868,0.731
342,Whitworth,D3,0.735,0.921,1.637,0.531,0.689
343,Wis.-Whitewater,D3,0.733,0.980,1.755,0.571,0.668
343,Iona,D1,0.733,0.974,0.884,1.206,0.837
345,UVa-Wise,D2,0.731,1.058,0.913,0.695,0.738
346,SUNY Cortland,D3,0.727,0.958,1.785,0.585,0.657
346,UTEP,D1,0.727,1.222,0.998,1.373,1.093
346,Henderson St.,D2,0.727,0.934,1.052,0.805,0.884
349,Wilmington (DE),D2,0.725,0.951,0.960,0.736,0.704
350,Mo. Southern St.,D2,0.724,0.904,1.342,1.030,0.874
351,UMass Lowell,D1,0.723,1.022,0.922,1.275,0.891
351,Amherst,D3,0.723,0.959,1.742,0.575,0.646
353,Washburn,D2,0.719,1.020,1.110,0.859,0.893
353,Bloomsburg,D2,0.719,0.993,1.021,0.789,0.679
355,Lewis,D2,0.717,1.012,1.153,0.894,0.875
355,Bemidji St.,D2,0.717,0.934,1.112,0.862,0.780
357,Colo. Sch. of Mines,D2,0.715,1.026,0.989,0.768,0.749
358,Caldwell,D2,0.714,1.025,1.207,0.940,0.703
358,Saint Martin's,D2,0.714,0.930,1.434,1.117,0.818
360,Wis.-Oshkosh,D3,0.712,1.036,1.485,0.497,0.628
361,Penn,D1,0.711,0.990,0.910,1.280,0.839
362,Kutztown,D2,0.710,0.920,1.030,0.807,0.735
363,Louisiana Col.,D3,0.709,0.870,1.480,0.498,0.722
363,Bethune-Cookman,D1,0.709,0.957,0.986,1.391,0.892
365,Youngstown St.,D1,0.708,0.996,0.759,1.073,0.855
366,California (PA),D2,0.707,1.016,0.983,0.772,0.728
367,Western Caro.,D1,0.705,1.149,0.854,1.212,0.920
367,IUPUI,D1,0.705,1.039,0.977,1.386,0.950
369,Ithaca,D3,0.702,0.908,1.540,0.523,0.632
370,Merrimack,D2,0.697,1.003,1.161,0.926,0.676
371,Hawaii Pacific,D2,0.696,0.903,1.180,0.943,0.790
372,Randolph-Macon,D3,0.694,1.010,1.538,0.529,0.670
373,Butler,D1,0.691,0.984,0.880,1.274,0.976
374,Houston Baptist,D1,0.688,0.858,0.990,1.438,0.975
375,Hillsdale,D2,0.686,1.025,1.215,0.984,0.869
376,Wm. Paterson,D3,0.685,0.969,1.421,0.495,0.663
376,Guilford,D3,0.685,1.017,1.935,0.674,0.617
378,Florida A&M,D1,0.682,1.005,0.808,1.185,0.921
378,Missouri S&T,D2,0.682,0.882,1.105,0.901,0.898
380,Ashland,D2,0.675,1.088,1.058,0.871,0.810
380,LIU Post,D2,0.675,0.990,1.049,0.864,0.768
382,Northeastern St.,D2,0.674,0.986,1.311,1.082,0.853
383,Valparaiso,D1,0.673,0.962,0.856,1.273,0.849
384,Monmouth,D1,0.666,0.952,0.810,1.217,0.839
385,Ky. Wesleyan,D2,0.659,0.901,1.101,0.930,0.725
386,East Central,D2,0.658,1.042,0.960,0.811,0.883
387,Quinnipiac,D1,0.657,0.994,0.782,1.191,0.838
388,St. Cloud St.,D2,0.655,0.946,1.110,0.943,0.773
388,Appalachian St.,D1,0.655,1.140,0.771,1.176,0.992
388,St. Edward's,D2,0.655,0.865,1.057,0.897,0.956
391,Central Mo.,D2,0.654,0.994,0.984,0.836,0.898
392,Hawaii Hilo,D2,0.652,0.897,1.147,0.978,0.783
393,Albany (NY),D1,0.650,0.961,0.955,1.469,0.809
394,Pacific Lutheran,D3,0.647,1.013,1.564,0.576,0.723
395,Queens (NC),D2,0.646,1.068,1.160,0.998,0.865
396,San Fran. St.,D2,0.644,0.900,1.060,0.916,0.888
397,CSU Bakersfield,D1,0.642,1.003,1.003,1.563,1.036
398,Oakland,D1,0.641,0.939,0.724,1.128,0.856
398,Fairfield,D1,0.641,0.937,0.834,1.301,0.830
400,Emory & Henry,D3,0.640,1.113,1.397,0.520,0.648
401,S.C. Aiken,D2,0.639,1.003,0.975,0.849,0.874
402,Minot St.,D2,0.634,0.972,1.195,1.049,0.787
402,Millsaps,D3,0.634,1.040,1.214,0.457,0.653
404,William Jewell,D2,0.632,1.074,1.044,0.918,0.846
405,Wright St.,D1,0.631,1.037,0.847,1.343,0.926
405,Ohio Dominican,D2,0.631,0.989,1.102,0.971,0.866
407,Santa Clara,D1,0.630,0.920,0.760,1.205,1.086
408,Chowan,D2,0.628,0.944,0.891,0.789,0.609
408,La Verne,D3,0.628,1.004,1.702,0.646,0.688
408,NYIT,D2,0.628,0.951,0.911,0.806,0.743
408,Cedarville,D2,0.628,0.970,1.101,0.975,0.716
412,Hope,D3,0.627,0.997,1.450,0.552,0.652
413,Bowdoin,D3,0.625,0.928,1.698,0.648,0.584
413,Tusculum,D2,0.625,0.990,1.094,0.974,0.841
415,Bellarmine,D2,0.623,0.950,1.048,0.936,0.877
416,Roanoke,D3,0.622,0.990,1.207,0.462,0.631
417,Lynchburg,D3,0.618,0.959,1.577,0.608,0.661
417,Biola,D2,0.618,1.004,0.961,0.864,0.852
417,Regis (CO),D2,0.618,1.036,0.947,0.852,0.747
420,Dartmouth,D1,0.617,1.074,0.930,1.509,0.942
421,South Dakota St.,D1,0.614,1.044,0.776,1.262,0.903
422,Midwestern St.,D2,0.608,0.952,1.047,0.958,0.887
423,Otterbein,D3,0.606,1.076,1.408,0.554,0.623
423,Rensselaer,D3,0.606,0.907,1.680,0.661,0.619
425,Wis.-La Crosse,D3,0.605,0.899,1.458,0.575,0.645
426,Alcorn,D1,0.604,0.954,0.887,1.469,0.841
427,Trevecca Nazarene,D2,0.598,1.063,0.929,0.864,0.783
427,Colo. Christian,D2,0.598,1.055,1.000,0.930,0.753
429,Southern Utah,D1,0.597,1.351,0.800,1.340,1.021
430,Texas Southern,D1,0.594,0.972,0.661,1.113,0.733
431,Shepherd,D2,0.590,1.007,1.002,0.944,0.714
432,Eastern Mich.,D1,0.589,1.002,0.709,1.203,0.972
433,Northwest Nazarene,D2,0.588,1.090,1.140,1.078,0.829
434,St. Mary's (IN),D3,0.585,1.092,1.282,0.523,0.601
435,Tufts,D3,0.584,0.889,1.723,0.704,0.638
436,Sacred Heart,D1,0.582,0.890,0.565,0.971,0.845
437,Denison,D3,0.579,0.954,1.681,0.692,0.605
438,Northwood,D2,0.578,1.065,1.247,1.199,0.850
