rk,school,div,str,park,ofs,dfs,sos
162,Southern Me.,3,0.282,0.973,0.968,0.789,0.486
162,Lycoming,3,0.282,0.931,1.055,0.858,0.555
164,Monmouth (IL),3,0.281,1.058,0.938,0.766,0.615
164,Salve Regina,3,0.281,0.923,1.101,0.897,0.530
166,Spalding,3,0.280,1.000,1.058,0.866,0.555
167,Manchester,3,0.279,0.969,1.372,1.127,0.635
168,Catholic,3,0.277,0.894,1.038,0.859,0.524
169,Saint Vincent,3,0.276,0.949,1.090,0.904,0.501
170,Montclair St.,3,0.274,0.987,1.144,0.956,0.559
171,Greenville,3,0.273,1.023,1.264,1.062,0.551
171,Ohio Wesleyan,3,0.273,1.023,1.255,1.053,0.578
173,Scranton,3,0.272,1.071,1.148,0.967,0.544
174,Arcadia,3,0.265,0.988,0.949,0.821,0.525
174,Sage Colleges,3,0.265,1.063,1.069,0.924,0.459
176,Otterbein,3,0.264,1.070,1.240,1.076,0.638
177,Kalamazoo,3,0.259,0.995,1.199,1.063,0.666
178,Grove City,3,0.256,0.997,0.961,0.860,0.451
179,Illinois Col.,3,0.255,1.029,0.990,0.889,0.577
179,Farmingdale St.,3,0.255,0.946,1.105,0.992,0.493
179,Calvin,3,0.255,0.904,1.607,1.444,0.636
182,Bethany (WV),3,0.251,0.878,1.026,0.936,0.555
183,Endicott,3,0.250,0.954,0.995,0.912,0.525
184,Eastern,3,0.248,1.020,1.200,1.108,0.549
185,Dominican (IL),3,0.247,0.998,1.083,1.004,0.509
186,Lakeland,3,0.246,0.927,1.142,1.063,0.502
187,Macalester,3,0.244,0.980,1.058,0.994,0.548
188,Penn St.-Berks,3,0.240,1.053,0.977,0.934,0.463
188,Johnson & Wales (RI),3,0.240,0.955,1.089,1.040,0.481
190,SUNY New Paltz,3,0.239,0.923,1.106,1.061,0.560
191,Plattsburgh St.,3,0.237,0.979,0.955,0.925,0.557
192,Agnes Scott,3,0.236,1.022,1.020,0.991,0.647
193,Dickinson,3,0.235,1.020,1.121,1.093,0.588
193,Allegheny,3,0.235,1.063,0.943,0.922,0.608
195,Hendrix,3,0.233,1.029,1.073,1.056,0.575
196,St. Olaf,3,0.232,0.947,1.007,0.997,0.657
197,Keene St.,3,0.231,1.015,0.861,0.855,0.550
198,Rochester Inst.,3,0.230,1.038,0.778,0.774,0.595
199,Baldwin Wallace,3,0.229,0.969,0.791,0.792,0.577
200,Castleton,3,0.228,0.962,0.854,0.860,0.480
201,Centre,3,0.227,1.049,1.005,1.017,0.583
202,Covenant,3,0.226,1.008,1.116,1.132,0.685
203,St. Joseph's (ME),3,0.225,0.959,0.957,0.975,0.455
204,Hunter,3,0.222,1.099,1.089,1.127,0.420
205,Fredonia,3,0.221,1.012,1.075,1.116,0.583
205,Simmons,3,0.221,0.963,0.944,0.981,0.459
207,Penn St. Harrisburg,3,0.215,1.044,0.905,0.963,0.636
208,Carleton,3,0.213,0.981,1.029,1.105,0.626
208,Albertus Magnus,3,0.213,0.957,0.926,0.994,0.472
210,Plymouth St.,3,0.210,1.000,0.937,1.021,0.567
210,Rutgers-Newark,3,0.210,0.996,1.053,1.152,0.497
210,St. Lawrence,3,0.210,0.891,0.861,0.939,0.548
210,Penn St.-Abington,3,0.210,1.083,1.109,1.209,0.421
214,Emmanuel (MA),3,0.208,1.092,0.762,0.840,0.440
214,Thiel,3,0.208,1.014,0.944,1.038,0.513
216,Schreiner,3,0.207,0.995,0.970,1.076,0.625
217,Occidental,3,0.206,1.022,0.949,1.059,0.720
218,MCLA,3,0.205,0.933,0.834,0.932,0.511
218,U New England,3,0.205,1.013,1.043,1.169,0.498
220,Mount Union,3,0.204,1.012,1.033,1.159,0.624
221,Colby,3,0.200,0.917,0.797,0.915,0.566
221,St. Joseph's (L.I.),3,0.200,0.994,0.956,1.094,0.429
223,MacMurray,3,0.199,0.943,0.896,1.030,0.472
224,Emerson,3,0.198,0.970,0.968,1.121,0.510
225,Hood,3,0.195,1.075,0.895,1.053,0.667
226,Defiance,3,0.194,0.988,0.732,0.863,0.619
227,Concordia-M'head,3,0.193,0.963,0.812,0.967,0.579
228,Marian (WI),3,0.192,0.882,1.101,1.312,0.546
228,Roger Williams,3,0.192,1.131,0.816,0.975,0.483
228,Bridgewater St.,3,0.192,0.980,0.837,1.001,0.456
231,Bates,3,0.191,0.982,0.848,1.018,0.582
232,Coast Guard,3,0.189,1.015,1.070,1.298,0.518
232,Beloit,3,0.189,0.915,0.974,1.180,0.578
232,La Roche,3,0.189,1.035,0.980,1.191,0.437
235,North Park,3,0.185,0.959,0.920,1.140,0.701
236,Mitchell,3,0.184,1.026,0.714,0.892,0.409
237,Puget Sound,3,0.183,1.069,0.935,1.174,0.726
238,Suffolk,3,0.182,1.030,0.868,1.096,0.455
239,Nazareth,3,0.179,1.020,0.767,0.985,0.525
239,Ozarks (AR),3,0.179,1.081,0.897,1.151,0.639
241,Manhattanville,3,0.177,0.918,1.257,1.629,0.507
241,Concordia (TX),3,0.177,0.940,0.887,1.146,0.701
243,Immaculata,3,0.174,1.116,0.960,1.262,0.407
244,Geneva,3,0.172,1.058,0.790,1.054,0.481
245,Augsburg,3,0.171,0.986,0.826,1.108,0.588
246,Bridgewater (VA),3,0.170,1.010,0.734,0.988,0.591
247,Framingham St.,3,0.169,0.983,0.966,1.311,0.481
247,Howard Payne,3,0.169,1.008,0.832,1.132,0.667
247,Becker,3,0.169,1.006,0.667,0.904,0.398
250,Hiram,3,0.166,1.006,0.930,1.287,0.593
250,Curry,3,0.166,0.934,0.814,1.122,0.474
252,St. Joseph (CT),3,0.165,0.936,0.798,1.108,0.456
253,Salem St.,3,0.164,0.931,0.908,1.266,0.442
254,Juniata,3,0.162,0.943,1.049,1.484,0.540
255,Newbury,3,0.160,0.990,0.866,1.241,0.398
255,NYU,3,0.160,1.002,0.953,1.366,0.508
257,Keuka,3,0.159,1.028,0.797,1.151,0.392
258,Centenary (NJ),3,0.157,0.972,0.764,1.118,0.462
258,Mount Aloysius,3,0.157,1.082,0.838,1.221,0.438
260,Medaille,3,0.156,0.992,1.103,1.619,0.455
261,Edgewood,3,0.155,1.000,0.715,1.059,0.543
262,Cobleskill St.,3,0.153,1.074,0.911,1.364,0.342
262,Austin,3,0.153,1.054,0.640,0.960,0.556
264,FDU-Florham,3,0.150,1.058,0.837,1.284,0.502
265,Brooklyn,3,0.148,1.107,0.713,1.106,0.400
266,Alverno,3,0.147,1.063,0.607,0.945,0.467
267,Grinnell,3,0.146,1.054,0.906,1.419,0.577
268,Marywood,3,0.145,1.000,0.861,1.360,0.415
268,New England Col.,3,0.145,0.995,0.825,1.302,0.443
270,Thomas (ME),3,0.143,0.976,0.695,1.114,0.507
271,Elms,3,0.142,1.026,0.684,1.101,0.395
271,Drew,3,0.142,0.971,0.731,1.183,0.528
273,Pitt.-Greensburg,3,0.141,0.981,0.779,1.267,0.464
274,Rhode Island Col.,3,0.140,1.038,1.064,1.736,0.533
275,Fitchburg St.,3,0.139,0.923,0.613,1.013,0.437
276,Pitt.-Bradford,3,0.138,0.989,0.911,1.515,0.465
276,Centenary (LA),3,0.138,0.987,0.936,1.554,0.586
278,Trinity (CT),3,0.136,0.958,0.723,1.214,0.618
279,UMass Dartmouth,3,0.133,0.948,0.735,1.271,0.496
279,Eureka,3,0.133,0.977,0.789,1.358,0.514
279,Mt. St. Vincent,3,0.133,1.086,0.676,1.164,0.424
282,Sul Ross St.,3,0.132,1.093,0.770,1.337,0.673
283,UMass Boston,3,0.130,0.947,0.840,1.483,0.541
284,Lyndon St.,3,0.128,1.034,0.733,1.313,0.467
285,MSOE,3,0.126,1.011,0.552,1.001,0.472
285,SUNY Canton,3,0.126,1.073,0.861,1.565,0.385
287,SUNY Poly,3,0.125,0.883,0.747,1.373,0.392
288,Nichols,3,0.123,0.962,0.707,1.315,0.460
288,Swarthmore,3,0.123,1.031,0.746,1.394,0.551
290,Gwynedd Mercy,3,0.116,1.090,0.766,1.511,0.391
291,Norwich,3,0.114,1.073,0.696,1.398,0.446
291,Oswego St.,3,0.114,1.059,0.707,1.428,0.558
291,Ripon,3,0.114,0.920,0.720,1.453,0.612
294,Elmira,3,0.113,1.012,0.619,1.259,0.499
295,Lancaster Bible,3,0.112,1.008,0.610,1.246,0.418
296,Minn.-Morris,3,0.108,1.059,0.685,1.450,0.391
297,Northwestern-St.Paul,3,0.106,0.926,0.643,1.384,0.419
298,Lesley ,3,0.105,0.959,0.717,1.559,0.426
298,Keystone,3,0.105,1.006,0.671,1.469,0.430
298,SUNY Potsdam,3,0.105,0.963,0.728,1.584,0.561
301,Mary Baldwin,3,0.104,1.040,0.726,1.594,0.586
301,Houghton,3,0.104,1.026,0.793,1.749,0.585
303,Lasell,3,0.103,0.978,0.640,1.431,0.456
303,Clark (MA),3,0.103,1.003,0.674,1.495,0.608
303,Rivier,3,0.103,1.001,0.746,1.666,0.381
306,Oberlin,3,0.099,1.020,0.663,1.542,0.565
307,Johnson St.,3,0.098,1.008,0.719,1.676,0.478
308,Albion,3,0.094,1.072,0.577,1.406,0.676
309,Cedar Crest,3,0.093,1.093,0.674,1.669,0.419
310,Sweet Briar,3,0.092,1.009,0.609,1.513,0.561
311,Cazenovia,3,0.088,0.981,0.728,1.905,0.413
312,Finlandia,3,0.087,1.033,0.511,1.341,0.471
313,St. Elizabeth,3,0.084,1.057,0.737,2.007,0.390
314,Rockford,3,0.081,0.982,0.608,1.710,0.481
315,Mount Ida,3,0.080,0.975,0.599,1.712,0.478
315,Me.-Farmington,3,0.080,1.031,0.508,1.459,0.469
317,Gordon,3,0.079,1.005,0.633,1.849,0.486
317,Blackburn,3,0.079,1.017,0.685,1.993,0.561
319,Purchase,3,0.076,0.983,0.600,1.797,0.370
320,Martin Luther,3,0.075,1.091,0.548,1.686,0.341
321,Crown (MN),3,0.072,1.080,0.622,1.986,0.413
322,John Jay,3,0.071,1.132,0.576,1.855,0.366
323,Anna Maria,3,0.070,1.079,0.477,1.570,0.434
323,Regis (MA),3,0.070,1.102,0.535,1.747,0.362
325,Northland,3,0.069,0.941,0.702,2.326,0.390
325,Knox,3,0.069,1.000,0.675,2.231,0.580
327,Bethany Lutheran,3,0.066,0.938,0.451,1.555,0.376
328,Old Westbury,3,0.064,0.929,0.472,1.680,0.420
329,St. Joseph's (Brkln),3,0.063,1.086,0.451,1.655,0.309
330,New Jersey City,3,0.062,1.017,0.529,1.963,0.560
331,Me.-Presque Isle,3,0.059,1.053,0.513,1.994,0.291
332,Gallaudet,3,0.056,1.047,0.545,2.236,0.441
333,Principia,3,0.055,0.982,0.554,2.308,0.479
333,Eastern Nazarene,3,0.055,1.014,0.680,2.835,0.385
335,Bay Path,3,0.054,0.994,0.479,2.029,0.332
336,Rust,3,0.053,0.979,0.574,2.488,0.401
337,Cairn,3,0.050,0.931,0.475,2.179,0.429
338,Mount Mary,3,0.049,1.004,0.491,2.294,0.391
339,Hilbert,3,0.048,1.229,0.470,2.224,0.479
339,Morrisville St.,3,0.048,0.989,0.445,2.115,0.407
341,Southern Vt.,3,0.046,1.116,0.378,1.870,0.315
342,Southern Va.,3,0.045,0.988,0.534,2.696,0.649
342,Delaware Valley,3,0.045,0.955,0.412,2.079,0.524
344,Chatham,3,0.042,1.012,0.452,2.476,0.487
345,Rosemont,3,0.041,1.021,0.343,1.936,0.416
346,Sewanee,3,0.040,1.119,0.404,2.292,0.641
347,Summit,3,0.038,1.011,0.517,3.108,0.382
348,Franciscan,3,0.037,0.978,0.482,3.022,0.453
349,Notre Dame (MD),3,0.034,1.077,0.386,2.612,0.353
350,Mass. Maritime,3,0.030,1.000,0.378,2.868,0.377
351,Lehman,3,0.028,1.128,0.407,3.342,0.335
352,North Central (MN),3,0.025,0.976,0.472,4.279,0.322
353,Daniel Webster,3,0.021,1.042,0.283,3.090,0.308
353,Baruch,3,0.021,1.025,0.340,3.661,0.377
355,Sarah Lawrence,3,0.020,0.961,0.368,4.258,0.348
356,Maranatha Baptist,3,0.018,0.963,0.385,4.920,0.314
357,Trinity Washington,3,0.009,1.072,0.227,6.033,0.341
357,New Rochelle,3,0.009,1.116,0.227,5.910,0.252
359,Pine Manor,3,0.006,0.983,0.208,7.532,0.229
