BEGIN
CREATE TABLE
INSERT 0 294
 rk  |       school        | div |  str  | park  |  ofs  |  dfs  |  sos  
-----+---------------------+-----+-------+-------+-------+-------+-------
   1 | LSU                 |   1 | 8.285 | 0.755 | 2.719 | 0.328 | 1.448
   2 | Florida             |   1 | 7.661 | 0.885 | 2.400 | 0.313 | 1.535
   3 | Michigan            |   1 | 7.379 | 0.978 | 2.413 | 0.327 | 1.245
   4 | Alabama             |   1 | 5.948 | 0.992 | 2.050 | 0.345 | 1.466
   5 | Oklahoma            |   1 | 5.603 | 1.017 | 2.218 | 0.396 | 1.179
   6 | Auburn              |   1 | 5.087 | 0.939 | 2.696 | 0.530 | 1.401
   7 | La.-Lafayette       |   1 | 5.083 | 1.019 | 1.957 | 0.385 | 1.233
   8 | UCLA                |   1 | 5.057 | 0.974 | 2.038 | 0.403 | 1.377
   9 | Georgia             |   1 | 5.026 | 0.965 | 2.021 | 0.402 | 1.318
  10 | Tennessee           |   1 | 5.017 | 0.919 | 2.294 | 0.457 | 1.411
  11 | Oregon              |   1 | 4.171 | 1.055 | 2.122 | 0.509 | 1.400
  12 | UCF                 |   1 | 4.157 | 0.915 | 1.140 | 0.274 | 1.129
  13 | Florida St.         |   1 | 4.152 | 0.945 | 1.674 | 0.403 | 1.368
  14 | Missouri            |   1 | 3.731 | 0.906 | 2.183 | 0.585 | 1.441
  15 | Notre Dame          |   1 | 3.505 | 1.082 | 1.793 | 0.512 | 1.274
  16 | Arizona             |   1 | 3.475 | 1.178 | 1.779 | 0.512 | 1.412
  17 | Minnesota           |   1 | 3.443 | 1.133 | 1.828 | 0.531 | 1.245
  18 | California          |   1 | 3.369 | 0.977 | 1.898 | 0.563 | 1.347
  19 | Washington          |   1 | 3.185 | 0.990 | 2.111 | 0.663 | 1.291
  20 | Kentucky            |   1 | 3.183 | 0.961 | 1.372 | 0.431 | 1.472
  21 | Texas A&M           |   1 | 3.175 | 0.786 | 1.878 | 0.591 | 1.407
  22 | James Madison       |   1 | 3.078 | 1.029 | 1.257 | 0.408 | 1.099
  23 | Arizona St.         |   1 | 2.922 | 0.962 | 1.991 | 0.681 | 1.421
  24 | Baylor              |   1 | 2.794 | 0.721 | 1.607 | 0.575 | 1.241
  25 | North Carolina St.  |   1 | 2.631 | 1.023 | 1.468 | 0.558 | 1.331
  26 | South Carolina      |   1 | 2.613 | 0.841 | 1.524 | 0.583 | 1.287
  27 | Western Ky.         |   1 | 2.579 | 1.095 | 1.205 | 0.467 | 1.118
  28 | Virginia Tech       |   1 | 2.574 | 1.073 | 1.379 | 0.536 | 1.170
  29 | Utah                |   1 | 2.556 | 1.331 | 1.200 | 0.470 | 1.351
  30 | Kansas              |   1 | 2.554 | 0.999 | 1.626 | 0.637 | 1.189
