year	year_id	division_id	team_id	team_name	jersey_number	player_id	player_name	player_url	class_year	position	gp	gs	g	ba	obp	slg	ab	r	h	d	t	tb	hr	rbi	bb	hbp	sf	sh	k	dp	sb	cs	picked
2012	10900	1	26172	A&M-Corpus Chris	5	980489	Schumann, Sandy	http://stats.ncaa.org/player?game_sport_year_ctl_id=10900&stats_player_seq=980489	Sr	INF	41	41	41	0.214	0.270	0.256	117	8	25	3	1	""	9	""	7	2	""	6	22	8	""	""	""	4	2	""	44	27
2012	10900	1	26172	A&M-Corpus Chris	17	1306392	Carroll, Cassie	http://stats.ncaa.org/player?game_sport_year_ctl_id=10900&stats_player_seq=1306392	Fr	INF	39	38	38	0.223	0.296	0.301	103	7	23	2	""	2	14	""	9	2	1	2	17	9	""	""	""	""	""	""	42	21
2012	10900	1	26172	A&M-Corpus Chris	29	1306396	Helller, Mickayla	http://stats.ncaa.org/player?game_sport_year_ctl_id=10900&stats_player_seq=1306396	Fr	OF	39	37	37	0.293	0.340	0.313	99	9	29	2	""	""	4	""	6	1	""	1	20	1	1	""	""	3	1	""	32	12
2012	10900	1	26172	A&M-Corpus Chris	3	980488	Redman, Cassie	http://stats.ncaa.org/player?game_sport_year_ctl_id=10900&stats_player_seq=980488	Sr	OF	38	34	34	0.264	0.350	0.292	106	16	28	3	""	""	2	""	13	1	""	2	8	""	""	""	""	11	2	""	38	30
2012	10900	1	26172	A&M-Corpus Chris	21	1101604	McKinney, Meagan	http://stats.ncaa.org/player?game_sport_year_ctl_id=10900&stats_player_seq=1101604	Jr	1B	37	37	37	0.255	0.321	0.333	102	12	26	2	""	2	9	""	9	1	""	5	15	3	""	""	""	4	1	""	37	24
2012	10900	1	26172	A&M-Corpus Chris	19	1197407	Jackson, Jamise	http://stats.ncaa.org/player?game_sport_year_ctl_id=10900&stats_player_seq=1197407	So	1B	37	28	28	0.195	0.290	0.241	87	6	17	1	""	1	9	""	12	""	1	1	18	4	2	1	""	""	1	""	32	18
2012	10900	1	26172	A&M-Corpus Chris	4	1306393	Galloway, Hayley	http://stats.ncaa.org/player?game_sport_year_ctl_id=10900&stats_player_seq=1306393	Fr	SS	36	33	33	0.276	0.308	0.299	87	9	24	2	""	""	3	""	4	""	""	""	16	8	1	""	""	3	1	""	28	15
2012	10900	1	26172	A&M-Corpus Chris	14	1197405	Vead, Stephanie	http://stats.ncaa.org/player?game_sport_year_ctl_id=10900&stats_player_seq=1197405	Jr	OF	33	31	31	0.231	0.310	0.269	78	7	18	3	""	""	4	""	8	1	""	2	22	3	1	""	""	""	""	""	22	16
2012	10900	1	26172	A&M-Corpus Chris	15	1101601	Schwarz, Hannah	http://stats.ncaa.org/player?game_sport_year_ctl_id=10900&stats_player_seq=1101601	Sr	OF	33	33	33	0.245	0.252	0.245	102	7	25	""	""	""	6	""	1	""	""	19	8	2	1	""	""	1	""	""	68	11
2012	10900	1	26172	A&M-Corpus Chris	77	1197410	Phillips, Laura	http://stats.ncaa.org/player?game_sport_year_ctl_id=10900&stats_player_seq=1197410	So	C	30	20	20	0.339	0.472	0.375	56	4	19	2	""	""	12	""	14	1	1	""	11	2	""	""	""	""	""	""	18	8
2012	10900	1	26172	A&M-Corpus Chris	6	980490	Cain, Alejia	http://stats.ncaa.org/player?game_sport_year_ctl_id=10900&stats_player_seq=980490	Sr	INF	28	18	18	0.211	0.250	0.228	57	6	12	1	""	""	1	""	3	""	""	1	19	4	""	""	""	6	""	""	16	11
2012	10900	1	26172	A&M-Corpus Chris	18	1197408	Cecchetti, Greta	http://stats.ncaa.org/player?game_sport_year_ctl_id=10900&stats_player_seq=1197408	Sr	SP	22	17	17	""	""	""	0	0	0	""	""	""	0	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2012	10900	1	26172	A&M-Corpus Chris	8	1197404	Trujillo, Jordan	http://stats.ncaa.org/player?game_sport_year_ctl_id=10900&stats_player_seq=1197404	Sr	SP	20	12	12	""	""	""	0	0	0	""	""	""	0	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2012	10900	1	26172	A&M-Corpus Chris	11	1306399	Perez, Valerie	http://stats.ncaa.org/player?game_sport_year_ctl_id=10900&stats_player_seq=1306399	So	SS	20	11	11	0.162	0.184	0.270	37	2	6	1	""	1	4	""	1	""	""	1	2	""	3	""	""	""	""	""	17	13
2012	10900	1	26172	A&M-Corpus Chris	16	1197406	Pesina, Vianca	http://stats.ncaa.org/player?game_sport_year_ctl_id=10900&stats_player_seq=1197406	Sr	SP	17	11	11	""	""	""	0	0	0	""	""	""	0	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2012	10900	1	26172	A&M-Corpus Chris	10	1306395	Harrill, Heather	http://stats.ncaa.org/player?game_sport_year_ctl_id=10900&stats_player_seq=1306395	Fr	OF	14	0	""	0.000	0.000	0.000	1	1	0	""	""	""	0	""	""	""	""	""	""	""	""	""	""	3	""	""	""	1
2012	10900	1	26172	A&M-Corpus Chris	33	1306394	Haleman, Karissa	http://stats.ncaa.org/player?game_sport_year_ctl_id=10900&stats_player_seq=1306394	Fr	3B	10	5	5	0.267	0.389	0.400	15	3	4	2	""	""	2	""	3	""	""	""	4	2	""	""	""	2	""	""	6	1
2012	10900	1	26172	A&M-Corpus Chris	25	1306400	Potts, Katelyn	http://stats.ncaa.org/player?game_sport_year_ctl_id=10900&stats_player_seq=1306400	Fr	INF	7	0	""	0.143	0.143	0.571	7	1	1	""	""	1	1	""	""	""	""	""	4	3	""	""	""	""	""	""	1	1
2012	10900	1	26172	A&M-Corpus Chris	7	1306401	Sanford, Julia	http://stats.ncaa.org/player?game_sport_year_ctl_id=10900&stats_player_seq=1306401	Fr	SS	6	3	3	0.200	0.273	0.200	10	1	2	""	""	""	2	""	1	""	""	""	1	""	""	""	""	""	""	""	1	6
2012	10900	1	26172	A&M-Corpus Chris	9	1306397	Lyles, Lindsey	http://stats.ncaa.org/player?game_sport_year_ctl_id=10900&stats_player_seq=1306397	Fr	INF	1	0	""	""	""	""	0	0	0	""	""	""	0	""	""	""	""	1	""	""	""	""	""	""	""	""	1	""
2012	10900	1	26172	A&M-Corpus Chris	1	1306402	Slick, Bethany	http://stats.ncaa.org/player?game_sport_year_ctl_id=10900&stats_player_seq=1306402	Fr	SP	1	1	1	""	""	""	0	0	0	""	""	""	0	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2012	10900	1	5	Akron	32	1320610	Ratcliffe, Rachael	http://stats.ncaa.org/player?game_sport_year_ctl_id=10900&stats_player_seq=1320610	Fr	1B	54	54	54	0.333	0.411	0.567	150	21	50	8	""	9	33	19	""	3	3	5	40	8	""	""	""	5	2	""	32	33
2012	10900	1	5	Akron	7	985494	Helfrich, Alex	http://stats.ncaa.org/player?game_sport_year_ctl_id=10900&stats_player_seq=985494	Sr	OF	54	54	54	0.355	0.388	0.355	169	27	60	""	""	""	11	8	""	1	""	11	17	1	1	""	""	27	4	""	82	11
2012	10900	1	5	Akron	12	1108946	Birkhimer, Alissa	http://stats.ncaa.org/player?game_sport_year_ctl_id=10900&stats_player_seq=1108946	Jr	1B	54	54	54	0.364	0.410	0.600	165	24	60	9	""	10	47	12	1	3	3	7	24	4	2	1	""	2	5	""	39	47
2012	10900	1	5	Akron	17	1320609	Nestor, Keelia	http://stats.ncaa.org/player?game_sport_year_ctl_id=10900&stats_player_seq=1320609	Fr	C	54	54	54	0.333	0.379	0.380	150	33	50	5	1	""	11	11	""	""	""	5	25	4	1	""	""	17	7	""	49	24
2012	10900	1	5	Akron	2	1220249	Maurer, Brittany	http://stats.ncaa.org/player?game_sport_year_ctl_id=10900&stats_player_seq=1220249	Fr	SP	52	51	51	0.273	0.323	0.338	154	15	42	8	1	""	12	7	""	5	1	13	19	4	""	""	""	4	2	""	53	46
2012	10900	1	5	Akron	14	985493	Dorr, Allison	http://stats.ncaa.org/player?game_sport_year_ctl_id=10900&stats_player_seq=985493	Sr	C	52	49	49	0.310	0.373	0.465	142	9	44	10	""	4	19	7	""	8	1	6	15	4	4	1	""	1	1	""	37	47
2012	10900	1	5	Akron	28	1320605	Allmon, Taryn	http://stats.ncaa.org/player?game_sport_year_ctl_id=10900&stats_player_seq=1320605	Fr	OF	51	51	51	0.280	0.341	0.415	118	16	33	10	""	2	14	9	""	2	""	6	14	3	1	1	""	4	2	""	40	32
2012	10900	1	5	Akron	11	1320611	Roudabush, Kellie	http://stats.ncaa.org/player?game_sport_year_ctl_id=10900&stats_player_seq=1320611	Fr	3B	50	50	50	0.283	0.365	0.399	138	22	39	10	""	2	11	17	""	1	""	6	19	6	""	""	""	12	3	""	42	33
2012	10900	1	5	Akron	6	1320606	Lash, Lisa	http://stats.ncaa.org/player?game_sport_year_ctl_id=10900&stats_player_seq=1320606	Fr	3B	48	42	42	0.106	0.222	0.191	47	6	5	1	""	1	4	6	""	1	""	1	22	8	1	1	""	""	1	""	14	4
2012	10900	1	5	Akron	1	1320608	Mountain, Iesha	http://stats.ncaa.org/player?game_sport_year_ctl_id=10900&stats_player_seq=1320608	Fr	OF	47	0	""	0.000	0.000	0.000	1	19	0	""	""	""	0	""	""	""	""	""	1	""	""	""	""	30	10	""	""	""
2012	10900	1	5	Akron	24	985495	Hernandez, Crystal	http://stats.ncaa.org/player?game_sport_year_ctl_id=10900&stats_player_seq=985495	Sr	1B	42	30	30	0.237	0.272	0.329	76	3	18	1	""	2	13	2	""	2	1	3	27	7	""	""	""	""	""	""	19	17
2012	10900	1	5	Akron	10	1220250	Ricker, Amanda	http://stats.ncaa.org/player?game_sport_year_ctl_id=10900&stats_player_seq=1220250	Sr	OF	34	0	""	0.500	0.500	1.000	4	15	2	""	1	""	0	""	""	""	""	""	1	""	""	""	""	8	3	""	""	1
2012	10900	1	5	Akron	33	1320607	Montesano, Alex	http://stats.ncaa.org/player?game_sport_year_ctl_id=10900&stats_player_seq=1320607	So	OF	24	14	14	0.000	0.200	0.000	4	5	0	""	""	""	1	1	""	""	""	1	3	1	""	""	""	2	""	""	1	""
2012	10900	1	5	Akron	4	1108945	Ambrose, Caitlin	http://stats.ncaa.org/player?game_sport_year_ctl_id=10900&stats_player_seq=1108945	Jr	C	20	4	4	""	""	""	0	0	0	""	""	""	0	""	""	""	""	""	""	""	""	""	""	1	""	""	""	""
2012	10900	1	5	Akron	3	1108948	Gross, Katie	http://stats.ncaa.org/player?game_sport_year_ctl_id=10900&stats_player_seq=1108948	So	INF	20	18	18	0.276	0.333	0.379	58	6	16	3	""	1	10	4	""	1	""	2	8	4	1	""	""	5	""	""	23	13
2012	10900	1	5	Akron	5	1108947	Gleisner, Cassie	http://stats.ncaa.org/player?game_sport_year_ctl_id=10900&stats_player_seq=1108947	Jr	OF	19	8	8	0.273	0.407	0.273	22	4	6	""	""	""	4	5	""	""	""	2	8	""	1	""	""	2	""	""	5	5
2012	10900	1	5	Akron	19	1320613	Tellep, Kinsi	http://stats.ncaa.org/player?game_sport_year_ctl_id=10900&stats_player_seq=1320613	So	SP	12	4	4	""	""	""	0	0	0	""	""	""	0	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2012	10900	1	5	Akron	15	985492	Arney, Andrea	http://stats.ncaa.org/player?game_sport_year_ctl_id=10900&stats_player_seq=985492	Sr	SP	4	3	3	""	""	""	0	0	0	""	""	""	0	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2012	10900	1	8	Alabama	18	987423	Reilly-Boccia, Cassie	http://stats.ncaa.org/player?game_sport_year_ctl_id=10900&stats_player_seq=987423	Sr	OF	68	65	65	0.331	0.500	0.554	157	36	52	8	""	9	48	3	47	9	3	5	22	2	1	""	""	""	2	""	46	40
2012	10900	1	8	Alabama	7	987419	Fenton, Jennifer	http://stats.ncaa.org/player?game_sport_year_ctl_id=10900&stats_player_seq=987419	Sr	OF	67	65	65	0.384	0.475	0.545	198	66	76	14	3	4	40	""	36	1	3	3	41	5	1	""	""	44	3	""	50	34
2012	10900	1	8	Alabama	22	987421	Locke, Amanda	http://stats.ncaa.org/player?game_sport_year_ctl_id=10900&stats_player_seq=987421	Sr	DP	65	61	61	0.315	0.428	0.703	165	36	52	8	1	18	56	1	22	12	2	1	35	4	5	3	""	2	""	""	28	50
2012	10900	1	8	Alabama	1	1104621	Braud, Kayla	http://stats.ncaa.org/player?game_sport_year_ctl_id=10900&stats_player_seq=1104621	Jr	OF	65	64	64	0.340	0.442	0.424	203	60	69	12	1	1	19	""	35	2	""	3	38	13	1	""	""	40	6	""	63	27
2012	10900	1	8	Alabama	2	987422	Lunceford, Jazlyn	http://stats.ncaa.org/player?game_sport_year_ctl_id=10900&stats_player_seq=987422	Sr	OF	65	62	62	0.315	0.446	0.543	162	47	51	9	2	8	40	""	36	3	1	2	38	11	""	""	""	13	5	""	39	31
2012	10900	1	8	Alabama	10	1198509	Hunt, Kaila	http://stats.ncaa.org/player?game_sport_year_ctl_id=10900&stats_player_seq=1198509	So	INF	64	64	64	0.312	0.381	0.715	186	53	58	8	2	21	77	2	20	5	7	1	32	5	4	2	""	4	2	""	45	56
2012	10900	1	8	Alabama	33	1198511	Traina, Jackie	http://stats.ncaa.org/player?game_sport_year_ctl_id=10900&stats_player_seq=1198511	So	SP	60	50	50	0.319	0.478	0.647	119	26	38	7	1	10	37	1	29	8	1	2	31	5	2	1	""	2	""	""	29	21
2012	10900	1	8	Alabama	12	987417	Dawson, Kendall	http://stats.ncaa.org/player?game_sport_year_ctl_id=10900&stats_player_seq=987417	Sr	C	59	53	53	0.233	0.304	0.367	90	16	21	1	1	3	12	""	8	2	2	2	13	3	1	""	""	2	""	""	25	35
2012	10900	1	8	Alabama	9	1104625	Conley, Courtney	http://stats.ncaa.org/player?game_sport_year_ctl_id=10900&stats_player_seq=1104625	Jr	3B	57	54	54	0.281	0.387	0.500	114	23	32	7	""	6	26	""	12	9	2	3	32	15	""	""	""	3	1	""	17	35
2012	10900	1	8	Alabama	15	1315055	Hays, Danae	http://stats.ncaa.org/player?game_sport_year_ctl_id=10900&stats_player_seq=1315055	Fr	INF	57	52	52	0.253	0.388	0.442	95	22	24	3	""	5	21	""	15	6	""	5	14	3	1	""	""	1	5	""	26	34
2012	10900	1	8	Alabama	3	1104623	Davis, Keima	http://stats.ncaa.org/player?game_sport_year_ctl_id=10900&stats_player_seq=1104623	Jr	OF	56	11	11	0.278	0.333	0.528	36	19	10	3	""	2	10	""	2	2	2	1	13	""	""	""	""	12	1	""	4	11
2012	10900	1	8	Alabama	19	1315057	Richard, Danielle	http://stats.ncaa.org/player?game_sport_year_ctl_id=10900&stats_player_seq=1315057	Fr	INF	39	10	10	0.268	0.367	0.463	41	15	11	2	""	2	5	""	6	1	1	2	10	2	""	""	""	9	""	""	12	10
2012	10900	1	8	Alabama	4	1104624	Branham, Jackey	http://stats.ncaa.org/player?game_sport_year_ctl_id=10900&stats_player_seq=1104624	Jr	INF	34	19	19	0.250	0.410	0.396	48	12	12	1	""	2	11	""	9	4	""	2	16	6	""	""	""	1	1	""	11	11
