year	year_id	division_id	team_id	team_name	jersey_number	player_id	player_name	player_url	class_year	position	gp	gs	g	ba	obp	slg	ab	r	h	d	t	tb	hr	rbi	bb	hbp	sf	sh	k	dp	sb	cs	picked
2014	11640	3	4	Adrian	30	1434168	Meyer, Kelsey	http://stats.ncaa.org/player?game_sport_year_ctl_id=11640&stats_player_seq=1434168	So	SP	19	12	16	12	2.42	84.0	84	49	29	32	76	 	387	340	9	2	3	 	6	1	8	33	 	7	3	1	4	3	 	120	46	7	7	 
2014	11640	3	4	Adrian	1	1321488	Stewart, Brooke	http://stats.ncaa.org/player?game_sport_year_ctl_id=11640&stats_player_seq=1321488	Jr	INF	18	12	15	11	1.26	61.0	50	21	11	18	59	1	257	233	6	 	4	 	6	 	 	15	 	6	8	1	6	 	 	56	64	4	4	 
2014	11640	3	4	Adrian	31	1434190	Lock, Kaitlin	http://stats.ncaa.org/player?game_sport_year_ctl_id=11640&stats_player_seq=1434190	So	SP	16	9	16	9	1.23	62.2	60	25	11	20	51	2	270	237	7	1	2	 	4	 	3	17	 	5	4	2	10	 	 	60	65	6	4	1
2014	11640	3	4	Adrian	13	1549635	Jenkins, Katie	http://stats.ncaa.org/player?game_sport_year_ctl_id=11640&stats_player_seq=1549635	Fr	SP/RP	2	0	1	 	3.50	2.0	3	1	1	 	1	 	9	9	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	3	2	 	 	 
2014	11640	3	11324	Agnes Scott	8	1541673	Williams, Alliyah	http://stats.ncaa.org/player?game_sport_year_ctl_id=11640&stats_player_seq=1541673	Fr	DP	45	39	23	10	5.40	80.1	94	72	62	49	59	1	391	321	9	5	5	 	12	2	8	18	 	3	 	 	11	2	 	100	67	3	6	 
2014	11640	3	11324	Agnes Scott	16	1425898	Arnold, Casey	http://stats.ncaa.org/player?game_sport_year_ctl_id=11640&stats_player_seq=1425898	So	SS	42	33	23	14	5.30	67.1	99	58	51	23	35	 	331	296	11	3	8	 	3	 	5	8	 	 	2	2	6	1	 	96	59	5	8	1
2014	11640	3	11324	Agnes Scott	6	1541671	Jones, Holly	http://stats.ncaa.org/player?game_sport_year_ctl_id=11640&stats_player_seq=1541671	Fr	OF	41	39	25	13	2.60	78.0	78	37	29	23	52	 	330	296	14	2	11	 	 	 	1	12	 	2	 	 	8	2	 	65	107	8	7	1
2014	11640	3	11324	Agnes Scott	14	1320179	Blattner, Julia	http://stats.ncaa.org/player?game_sport_year_ctl_id=11640&stats_player_seq=1320179	Jr	SP/RP	35	24	20	8	4.36	53.0	66	41	33	26	24	1	256	226	9	2	4	 	2	 	1	9	 	3	4	1	2	1	 	82	45	7	1	 
2014	11640	3	2798	Albertus Magnus	4	1552614	Kelly, Megan	http://stats.ncaa.org/player?game_sport_year_ctl_id=11640&stats_player_seq=1552614	Fr	SP	33	33	4	4	9.66	16.2	35	32	23	9	11	1	100	86	11	 	1	 	1	 	5	3	 	3	 	 	 	 	 	21	15	1	3	 
2014	11640	3	2798	Albertus Magnus	20	1552612	Cataudella, Rachel	http://stats.ncaa.org/player?game_sport_year_ctl_id=11640&stats_player_seq=1552612	Fr	INF	31	28	1	1	1.62	4.1	5	6	1	5	2	 	26	21	2	 	1	 	 	 	 	1	 	 	 	 	 	 	 	7	4	 	1	 
