game_id	section_id	team_id	team_name	team_url	period_scores
4278402	0		St. Katherine		[0, 0, 0, 0, 0, 0, 3, 4]
4278402	1	341	La Verne	http://stats.ncaa.org/team/341/12580	[3, 0, 1, 6, 0, 10, 9, 0]
4278403	0		St. Katherine		[0, 0, 1, 1, 0, 2, 4, 10, 1]
4278403	1	341	La Verne	http://stats.ncaa.org/team/341/12580	[0, 2, 0, 0, 6, 5, 13, 14, 2]
4278404	0	1454	Whitworth	http://stats.ncaa.org/team/1454/12580	[0, 0, 0, 0, 2, 2, 1, 5, 12, 2]
4278404	1	567	Redlands	http://stats.ncaa.org/team/567/12580	[0, 0, 3, 0, 2, 0, 1, 6, 11, 2]
4278405	0	1454	Whitworth	http://stats.ncaa.org/team/1454/12580	[2, 1, 0, 3, 0, 5, 11, 15, 1]
4278405	1	567	Redlands	http://stats.ncaa.org/team/567/12580	[0, 0, 2, 0, 1, 0, 3, 5, 2]
4278406	0	1454	Whitworth	http://stats.ncaa.org/team/1454/12580	[2, 0, 0, 0, 3, 1, 0, 6, 8, 0]
4278406	1	341	La Verne	http://stats.ncaa.org/team/341/12580	[0, 0, 0, 0, 0, 0, 0, 0, 2, 1]
4278427	0	1454	Whitworth	http://stats.ncaa.org/team/1454/12580	[0, 0, 0, 1, 1, 0, 0, 2, 7, 0]
4278427	1	341	La Verne	http://stats.ncaa.org/team/341/12580	[2, 2, 4, 0, 0, 1, 0, 9, 11, 1]
4278843	0	953	Austin	http://stats.ncaa.org/team/953/12580	[0, 0, 0, 0, 0, 0, 0, 0, 6, 2]
4278843	1	2741	Howard Payne	http://stats.ncaa.org/team/2741/12580	[0, 2, 0, 0, 0, 0, 0, 2, 8, 1]
4278844	0	953	Austin	http://stats.ncaa.org/team/953/12580	[2, 0, 2, 0, 0, 3, 0, 7, 8, 2]
4278844	1	2741	Howard Payne	http://stats.ncaa.org/team/2741/12580	[0, 3, 8, 0, 0, 1, 0, 12, 10, 1]
4279965	0	2751	Pacific (OR)	http://stats.ncaa.org/team/2751/12580	[0, 0, 0, 0, 1, 0, 0, 1, 3, 0]
4279965	1	23121	Texas-Dallas	http://stats.ncaa.org/team/23121/12580	[1, 0, 1, 2, 0, 1, 0, 5, 7, 2]
4279966	0	2751	Pacific (OR)	http://stats.ncaa.org/team/2751/12580	[0, 0, 0, 1, 1, 2, 5, 2]
4279966	1	23121	Texas-Dallas	http://stats.ncaa.org/team/23121/12580	[3, 5, 2, 1, 0, 11, 6, 2]
4281353	0	142	Claremont-M-S	http://stats.ncaa.org/team/142/12580	[0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 2, 4, 1]
4281353	1		Vanguard		[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 4, 0]
4281414	0	142	Claremont-M-S	http://stats.ncaa.org/team/142/12580	[0, 0, 0, 0, 1, 0, 0, 1, 4, 3]
4281414	1		Vanguard		[0, 1, 1, 0, 1, 3, 0, 6, 5, 1]
4281415	0	1094	George Fox	http://stats.ncaa.org/team/1094/12580	[0, 0, 2, 0, 3, 0, 2, 7, 8, 1]
4281415	1	341	La Verne	http://stats.ncaa.org/team/341/12580	[0, 0, 0, 1, 0, 2, 2, 5, 7, 1]
4281438	0		Brenau		[0, 0, 0, 1, 1, 0, 0, 2, 4, 1]
4281438	1	21830	Piedmont	http://stats.ncaa.org/team/21830/12580	[0, 0, 0, 0, 0, 0, 1, 1, 2, 2]
4281557	0	1400	Texas Lutheran	http://stats.ncaa.org/team/1400/12580	[2, 2, 0, 0, 0, 0, 0, 4, 7, 2]
4281557	1	23121	Texas-Dallas	http://stats.ncaa.org/team/23121/12580	[0, 0, 1, 0, 0, 4, 0, 5, 8, 4]
4281915	0	1297	Pacific Lutheran	http://stats.ncaa.org/team/1297/12580	[0, 0, 0, 2, 1, 2, 4, 9, 11, 1]
4281915	1	549	Pomona-Pitzer	http://stats.ncaa.org/team/549/12580	[0, 0, 0, 0, 0, 0, 0, 0, 6, 1]
4281945	0		Brenau		[0, 0, 0, 1, 0, 1, 1, 3, 8, 1]
4281945	1	21830	Piedmont	http://stats.ncaa.org/team/21830/12580	[0, 0, 0, 1, 0, 0, 0, 1, 8, 2]
4281950	0	1297	Pacific Lutheran	http://stats.ncaa.org/team/1297/12580	[0, 0, 0, 0, 0, 0, 4, 4, 7, 0]
4281950	1	549	Pomona-Pitzer	http://stats.ncaa.org/team/549/12580	[0, 0, 0, 0, 0, 1, 4, 5, 11, 2]
4281970	0	426	Millsaps	http://stats.ncaa.org/team/426/12580	[0, 0, 1, 0, 0, 0, 0, 1, 4, 1]
4281970	1	1182	Louisiana Col.	http://stats.ncaa.org/team/1182/12580	[0, 0, 0, 0, 1, 2, 0, 3, 4, 3]
4281973	0	1450	Westminster (MO)	http://stats.ncaa.org/team/1450/12580	[2, 2, 1, 0, 0, 0, 0, 5, 9, 4]
4281973	1	573	Rhodes	http://stats.ncaa.org/team/573/12580	[4, 5, 0, 0, 1, 2, 0, 12, 13, 1]
4281974	0	1094	George Fox	http://stats.ncaa.org/team/1094/12580	[0, 1, 0, 0, 0, 0, 0, 1, 6, 0]
4281974	1	341	La Verne	http://stats.ncaa.org/team/341/12580	[2, 2, 0, 1, 0, 1, 0, 6, 15, 0]
4281977	0	1094	George Fox	http://stats.ncaa.org/team/1094/12580	[0, 0, 2, 0, 0, 0, 2, 4, 8, 1]
4281977	1	516	Occidental	http://stats.ncaa.org/team/516/12580	[1, 0, 0, 0, 0, 0, 0, 1, 4, 3]
4281980	0	1094	George Fox	http://stats.ncaa.org/team/1094/12580	[3, 0, 3, 0, 0, 1, 0, 7, 10, 0]
4281980	1	516	Occidental	http://stats.ncaa.org/team/516/12580	[0, 2, 0, 0, 0, 0, 2, 4, 6, 0]
4281989	0	396	Maryville (TN)	http://stats.ncaa.org/team/396/12580	[4, 5, 0, 0, 0, 9, 10, 0]
4281989	1	1450	Westminster (MO)	http://stats.ncaa.org/team/1450/12580	[1, 0, 0, 0, 0, 1, 1, 1]
4281993	0	426	Millsaps	http://stats.ncaa.org/team/426/12580	[0, 0, 0, 0, 0, 0, 0, 0, 2, 2]
4281993	1	1182	Louisiana Col.	http://stats.ncaa.org/team/1182/12580	[3, 0, 1, 0, 0, 0, 0, 4, 7, 1]
4281995	0	1203	Mary Hardin-Baylor	http://stats.ncaa.org/team/1203/12580	[0, 4, 0, 3, 0, 7, 0, 14, 17, 3]
4281995	1	8746	Southwestern (TX)	http://stats.ncaa.org/team/8746/12580	[2, 0, 6, 0, 2, 0, 0, 10, 14, 4]
4282000	0	1203	Mary Hardin-Baylor	http://stats.ncaa.org/team/1203/12580	[0, 0, 0, 3, 0, 0, 5, 8, 7, 0]
