year	year_id	division_id	team_id	team_name	jersey_number	player_id	player_name	player_url	class_year	position	gp	gs	g	app	gs2	era	ip	h	r	er	bb	so	sho	bf	p_oab	d_allowed	t_allowed	hr_allowed	wp	bk	hb	ibb	inh_run	inh_run_score	sha	sfa	pitches	go	fo	w	l	sv	kl
2016	12381	3	4	Adrian	30	1771603	Meyer, Kelsey	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12381&stats_player_seq=1771603	Sr	SP/RP	18	17	18	17	3.25	105.2	114	65	49	51	46	1	495	419	20	2	10	""	5	""	7	18	""	12	1	""	16	2	""	169	90	8	9	""
2016	12381	3	4	Adrian	29	1771600	Lock, Kaitlin	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12381&stats_player_seq=1771600	Sr	SP/RP	17	15	17	15	4.20	70.0	97	50	42	20	47	2	334	295	18	2	9	""	2	""	5	7	""	5	""	""	14	""	""	93	60	4	8	1
2016	12381	3	4	Adrian	17	1771615	Reed, Payge	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12381&stats_player_seq=1771615	So	SP/RP	13	4	8	""	4.32	11.1	11	9	7	5	5	""	49	43	1	""	1	""	""	""	""	""	""	""	""	""	""	1	""	17	9	""	1	3
2016	12381	3	4	Adrian	27	1771571	Cubberly, Paige	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12381&stats_player_seq=1771571	Fr	SP/RP	7	1	6	""	6.00	9.1	18	11	8	7	2	""	52	43	3	""	""	""	1	""	""	1	""	""	""	""	""	2	""	6	19	1	2	""
2016	12381	3	4	Adrian	14	1771604	Neal, Rebecca	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12381&stats_player_seq=1771604	So	SP/RP	6	0	6	""	13.65	6.2	15	13	13	3	""	""	39	32	1	""	3	""	1	""	""	""	""	""	1	1	2	2	""	7	12	""	""	""
2016	12381	3	4	Adrian	6	1771579	Jenkins, Katie	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12381&stats_player_seq=1771579	Jr	SP/RP	5	1	5	1	4.38	8.0	14	6	5	2	""	""	42	37	1	""	""	""	3	""	1	""	""	""	1	1	1	1	""	15	9	""	""	""
2016	12381	3	11324	Agnes Scott	23	1770432	Costero, Jessica	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12381&stats_player_seq=1770432	Fr	OF	38	37	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	1	""	""	""	""	""	1	""	""	""	""	""	""	""	""	""	""
2016	12381	3	11324	Agnes Scott	4	1770435	Hunter, Kelsea	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12381&stats_player_seq=1770435	Fr	OF	38	37	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	1	""	""	""	""	""	1	""	""	""	""	""	""	""	""	""	""
2016	12381	3	11324	Agnes Scott	18	1770439	Portis, Jordyn	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12381&stats_player_seq=1770439	Fr	3B	36	32	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	1	""	""	""	""	""	1	""	""	""	""	""	""	""	""	""	""
2016	12381	3	11324	Agnes Scott	16	1425898	Arnold, Casey	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12381&stats_player_seq=1425898	Sr	SS	35	33	13	10	5.41	44.0	76	45	34	15	24	""	230	207	13	3	5	1	2	""	""	5	""	1	""	""	5	3	""	58	42	2	8	""
2016	12381	3	11324	Agnes Scott	7	1667009	Garcia, Alex	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12381&stats_player_seq=1667009	Fr	DH	34	28	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	1	""	""	""	""	""	1	""	""	""	""	""	""	""	""	""	""
2016	12381	3	11324	Agnes Scott	10	1770436	Josey, Jordan	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12381&stats_player_seq=1770436	Fr	SS	30	24	8	""	14.54	8.2	18	19	18	7	3	""	55	41	4	""	2	1	5	""	3	1	""	1	2	2	2	2	""	13	8	""	""	""
2016	12381	3	11324	Agnes Scott	2	1667012	Baker, Molly	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12381&stats_player_seq=1667012	So	2B	30	24	25	19	3.77	111.1	117	69	60	64	68	1	532	425	29	3	3	2	13	""	25	6	""	9	3	3	16	2	""	118	126	8	11	""
2016	12381	3	11324	Agnes Scott	6	1770434	Gilkeson, Nicole	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12381&stats_player_seq=1770434	Fr	3B	30	19	15	3	9.74	32.1	70	57	45	13	13	""	190	173	17	3	4	1	4	""	""	3	""	1	4	1	2	2	""	32	44	""	5	""
2016	12381	3	11324	Agnes Scott	17	1770445	Trumbull, Kayla	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12381&stats_player_seq=1770445	Fr	2B	27	22	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	1	""	""	""	""	""	1	""	""	""	""	""	""	""	""	""	""
2016	12381	3	11324	Agnes Scott	15	1770433	Fulton, Deanna	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12381&stats_player_seq=1770433	Fr	SS	27	25	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	1	""	""	""	""	""	1	""	""	""	""	""	""	""	""	""	""
2016	12381	3	11324	Agnes Scott	5	1770438	Moore, Miranda	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12381&stats_player_seq=1770438	Fr	SP/RP	24	16	6	2	30.69	4.1	11	25	19	17	""	""	44	24	3	1	""	1	10	""	1	""	""	1	2	2	2	""	""	4	6	""	1	""
2016	12381	3	11324	Agnes Scott	1	1770437	Keyes, Christina	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12381&stats_player_seq=1770437	Fr	C	24	9	1	1	""	""	""	""	""	""	""	""	""	""	""	""	""	1	""	""	""	""	""	1	""	""	""	""	""	""	""	""	""	""
2016	12381	3	11324	Agnes Scott	12	1770440	Quesenberry, Kayla	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12381&stats_player_seq=1770440	Fr	SP/RP	22	12	15	3	12.29	27.1	66	52	48	19	6	""	171	147	15	4	2	2	6	2	1	2	""	1	4	1	""	4	""	34	39	""	3	""
2016	12381	3	11324	Agnes Scott	11	1770441	Robinson, Bailea	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12381&stats_player_seq=1770441	Fr	3B	22	12	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	1	""	""	""	""	""	1	""	""	""	""	""	""	""	""	""	""
2016	12381	3	11324	Agnes Scott	9	1770444	Tomkins, Anna	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12381&stats_player_seq=1770444	So	1B	5	2	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	1	""	""	""	""	""	1	""	""	""	""	""	""	""	""	""	""
2016	12381	3	2798	Albertus Magnus	19	1648522	Whitfield, Brianna	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12381&stats_player_seq=1648522	So	INF	38	38	1	1	5.25	2.2	6	6	2	1	""	""	15	13	1	""	""	""	2	""	1	""	""	""	""	""	""	""	""	4	2	""	1	""
