year	year_id	division_id	team_id	team_name	jersey_number	player_id	player_name	player_url	class_year	position	gp	gs	g	app	gs2	era	ip	h	r	er	bb	so	sho	bf	p_oab	d_allowed	t_allowed	hr_allowed	wp	bk	hb	ibb	inh_run	inh_run_score	sha	sfa	pitches	go	fo	w	l	sv	kl
2016	12381	2	30123	Academy of Art	10	1750916	Thompson, Jennifer	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12381&stats_player_seq=1750916	Fr	INF	47	40	6	""	12.25	8.0	26	15	14	2	3	""	54	48	1	1	4	""	""	""	3	""	""	""	7	6	1	""	""	13	6	""	""	""
2016	12381	2	30123	Academy of Art	14	1642966	Mitchell, Brenna	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12381&stats_player_seq=1642966	So	SP/RP	47	44	33	21	3.47	145.1	145	100	72	62	86	2	668	567	20	3	15	""	12	""	14	20	8	11	17	8	19	5	1	104	227	11	14	""
2016	12381	2	30123	Academy of Art	6	1750913	Tablada, Kathryn	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12381&stats_player_seq=1750913	Fr	RP	39	29	1	""	15.75	1.1	4	3	3	1	""	""	9	8	1	""	""	""	2	""	""	""	""	""	2	""	""	""	""	""	4	""	""	""
2016	12381	2	30123	Academy of Art	28	1750921	Ah Mook Sang, Taylor	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12381&stats_player_seq=1750921	Fr	C	30	18	1	1	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2016	12381	2	30123	Academy of Art	13	1750917	Allen, Hunter	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12381&stats_player_seq=1750917	Jr	SP	30	13	30	13	4.84	94.0	127	99	65	58	47	1	491	412	14	2	7	""	14	3	8	18	5	5	18	6	9	3	1	123	102	3	10	""
2016	12381	2	30123	Academy of Art	21	1533863	Peters, Alexa	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12381&stats_player_seq=1533863	Jr	SP/RP	24	6	22	6	7.75	40.2	71	54	45	42	13	""	233	179	12	3	4	""	16	1	3	7	3	1	25	12	5	4	""	48	49	""	7	""
2016	12381	2	30123	Academy of Art	23	1750920	Park, True	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12381&stats_player_seq=1750920	Fr	SP/RP	24	11	24	11	9.56	41.0	78	70	56	39	13	""	256	201	11	1	5	""	12	1	8	2	""	1	11	5	8	""	""	77	29	3	3	""
2016	12381	2	929	Adams St.	25	1660984	Hoffmann, Kaitlin	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12381&stats_player_seq=1660984	Jr	SP	32	15	29	13	4.33	108.1	157	95	67	27	40	""	531	486	25	6	8	""	6	12	7	17	""	4	17	12	9	1	1	186	85	5	9	2
2016	12381	2	929	Adams St.	12	1200769	Murphy, Lauren	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12381&stats_player_seq=1200769	Jr	SP/RP	32	22	32	22	4.42	126.2	147	120	80	99	81	1	660	536	25	6	4	""	6	""	12	23	""	6	6	3	9	4	""	211	75	9	13	2
2016	12381	2	929	Adams St.	20	1764887	Schroeder, Kacee	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12381&stats_player_seq=1764887	Jr	SP	26	14	26	14	6.04	80.0	108	86	69	43	74	""	406	347	27	4	12	""	12	""	7	13	""	2	13	6	5	3	1	40	123	4	9	""
