year	year_id	division_id	team_id	team_name	jersey_number	player_name	class_year	position	gp	gs	g	app	gs2	era	ip	h	r	er	bb	so	sho	bf	p_oab	d_allowed	t_allowed	hr_allowed	wp	bk	hb	ibb	inh_run	inh_run_score	sha	sfa	pitches	go	fo	w	l	sv	kl
2017	12580	15646	Barton	-	Opponent Totals	-	-	-	-	""	""	2.48	313.1	347	180	111	97	171	12	1431	1261	40	9	7	""	26	""	25	49	""	""	""	""	37	11	""	443	291	""	""	""
2017	12580	52	Bellarmine	-	Totals	-	-	-	-	""	""	4.08	365.1	493	246	213	84	144	7	1695	1550	89	4	49	""	7	1	18	48	""	""	""	""	33	10	""	305	608	""	""	""
2017	12580	52	Bellarmine	-	Opponent Totals	-	-	-	-	""	""	3.04	362.0	411	224	157	138	219	7	1696	1461	89	7	15	""	37	""	42	58	""	""	""	""	46	9	""	438	392	""	""	""
2017	12580	2683	Belmont Abbey	-	Totals	-	-	-	-	""	""	5.59	265.2	365	259	212	148	74	3	1358	1108	62	3	23	""	33	""	38	19	2	""	""	""	51	13	""	308	383	""	""	""
2017	12580	2683	Belmont Abbey	-	Opponent Totals	-	-	-	-	""	""	3.24	274.1	310	161	127	83	128	4	1252	1096	40	4	13	""	14	""	32	46	""	""	""	""	34	6	1	351	305	""	""	""
2017	12580	54	Bemidji St.	-	Totals	-	-	-	-	""	""	2.39	298.2	305	145	102	41	342	8	1287	1208	65	8	11	""	23	""	11	93	""	""	""	""	20	6	1	258	278	""	""	""
2017	12580	54	Bemidji St.	-	Opponent Totals	-	-	-	-	""	""	3.74	297.2	405	212	159	94	182	5	1419	1300	71	6	22	""	21	""	9	49	""	""	""	""	5	11	""	334	336	""	""	""
2017	12580	55	Benedict	-	Totals	-	-	-	-	""	""	6.29	285.0	417	382	256	140	132	6	1505	1293	81	12	44	""	50	1	43	41	2	""	""	""	14	15	""	337	340	""	""	""
2017	12580	55	Benedict	-	Opponent Totals	-	-	-	-	""	""	7.16	281.2	467	479	288	154	218	4	1563	1337	87	47	28	""	56	1	35	45	""	""	""	""	17	20	""	289	280	""	""	""
2017	12580	56	Bentley	-	Totals	-	-	-	-	""	""	3.49	234.2	262	167	117	81	145	3	1109	959	37	9	21	""	8	1	25	37	""	""	""	""	32	10	""	275	263	""	""	""
2017	12580	56	Bentley	-	Opponent Totals	-	-	-	-	""	""	1.81	240.1	210	89	62	68	125	12	1041	937	21	13	""	""	9	1	7	39	""	""	""	""	24	5	""	307	268	""	""	""
2017	12580	30220	Biola	-	Totals	-	-	-	-	""	""	1.54	41.0	30	18	9	23	21	""	179	150	4	""	1	""	1	""	2	5	""	""	""	""	4	""	""	60	36	""	""	""
2017	12580	30220	Biola	-	Opponent Totals	-	-	-	-	""	""	2.90	41.0	41	19	17	12	35	2	181	160	8	1	""	""	6	""	4	8	""	""	""	""	4	1	""	49	35	""	""	""
2017	12580	30134	Black Hills St.	-	Totals	-	-	-	-	""	""	5.88	262.0	403	287	220	150	150	2	1387	1165	66	11	30	""	10	1	24	58	""	""	""	""	36	12	""	362	251	""	""	""
2017	12580	30134	Black Hills St.	-	Opponent Totals	-	-	-	-	""	""	2.11	279.1	269	114	84	58	212	10	1180	1077	37	6	11	""	13	""	14	80	""	""	""	""	25	5	1	335	251	""	""	""
2017	12580	984	Bloomfield	-	Totals	-	-	-	-	""	""	2.90	287.0	275	156	119	114	271	7	1272	1111	42	4	18	""	20	""	21	64	""	""	""	""	19	7	""	281	266	""	""	""
2017	12580	984	Bloomfield	-	Opponent Totals	-	-	-	-	""	""	3.22	287.0	326	173	132	85	181	2	1313	1171	56	9	25	""	21	""	16	48	""	""	""	""	35	6	""	368	283	""	""	""
2017	12580	65	Bloomsburg	-	Totals	-	-	-	-	""	""	2.41	334.1	274	153	115	100	333	18	1434	1253	50	5	24	""	14	""	28	80	1	""	""	""	45	8	""	309	331	""	""	""
2017	12580	65	Bloomsburg	-	Opponent Totals	-	-	-	-	""	""	3.98	332.0	416	236	189	105	191	4	1556	1397	79	1	31	""	19	""	12	43	""	""	""	""	32	9	1	382	397	""	""	""
2017	12580	985	Bluefield St.	-	Totals	-	-	-	-	""	""	14.88	152.0	346	463	323	211	96	""	1099	829	92	15	19	""	102	""	38	23	""	""	""	""	9	12	""	152	169	""	""	""
2017	12580	985	Bluefield St.	-	Opponent Totals	-	-	-	-	""	""	1.27	170.2	112	51	31	36	206	16	676	629	21	2	5	""	8	""	8	72	1	""	""	""	2	1	""	167	126	""	""	""
2017	12580	70	Bowie St.	-	Totals	-	-	-	-	""	""	3.75	270.1	324	194	145	64	205	5	1255	1140	70	20	12	""	15	""	17	48	1	""	""	""	22	12	""	292	296	""	""	""
2017	12580	70	Bowie St.	-	Opponent Totals	-	-	-	-	""	""	4.17	265.1	335	212	158	85	202	6	1249	1133	58	15	22	""	31	1	12	39	""	""	""	""	13	5	1	333	216	""	""	""
2017	12580	30094	Brevard	-	Totals	-	-	-	-	""	""	9.42	100.1	201	188	135	46	26	""	581	496	41	10	12	""	25	""	18	9	""	""	""	""	11	10	""	146	116	""	""	""
2017	12580	30094	Brevard	-	Opponent Totals	-	-	-	-	""	""	2.60	105.0	96	53	39	40	109	6	461	398	15	8	3	""	9	""	10	28	""	""	""	""	10	3	""	100	94	""	""	""
2017	12580	74	Bridgeport	-	Totals	-	-	-	-	""	""	2.92	304.0	321	183	127	106	205	4	1377	1197	61	6	22	""	15	""	29	53	2	""	""	""	35	10	""	321	334	""	""	""
2017	12580	74	Bridgeport	-	Opponent Totals	-	-	-	-	""	""	2.85	310.0	330	192	126	103	210	5	1392	1219	59	9	16	""	10	""	15	62	""	""	""	""	47	8	""	375	299	""	""	""
2017	12580	92	Cal St. Dom. Hills	-	Totals	-	-	-	-	""	""	8.00	328.0	602	445	375	176	90	2	1799	1530	111	17	55	""	48	""	26	32	""	""	""	""	46	21	""	428	422	""	""	""
2017	12580	92	Cal St. Dom. Hills	-	Opponent Totals	-	-	-	-	""	""	2.80	340.0	355	170	136	145	168	5	1573	1341	57	3	19	""	24	2	42	48	""	""	""	""	34	10	1	388	430	""	""	""
2017	12580	98	Cal St. East Bay	-	Totals	-	-	-	-	""	""	3.28	341.0	385	212	160	143	156	6	1593	1368	44	6	21	""	24	""	33	75	""	""	""	""	38	11	""	438	378	""	""	""
2017	12580	98	Cal St. East Bay	-	Opponent Totals	-	-	-	-	""	""	4.02	339.1	407	275	195	155	155	5	1651	1398	64	1	40	""	36	1	51	49	3	""	""	""	37	9	1	439	388	""	""	""
2017	12580	30055	Cal St. Monterey Bay	-	Totals	-	-	-	-	""	""	2.60	361.0	333	166	134	157	206	15	1602	1342	51	3	22	""	20	2	46	42	2	""	""	""	50	7	""	461	367	""	""	""
2017	12580	30055	Cal St. Monterey Bay	-	Opponent Totals	-	-	-	-	""	""	5.09	342.1	523	335	249	147	161	3	1746	1514	76	15	38	""	33	""	31	54	2	""	""	""	42	12	""	459	357	""	""	""
2017	12580	93	Cal St. San B'dino	-	Totals	-	-	-	-	""	""	2.25	395.0	415	166	127	82	234	9	1710	1556	60	8	29	""	14	""	25	62	3	""	""	""	44	3	""	470	440	""	""	""
2017	12580	93	Cal St. San B'dino	-	Opponent Totals	-	-	-	-	""	""	3.33	387.1	438	242	184	174	197	8	1824	1556	71	5	31	""	20	""	40	63	2	""	""	""	38	16	""	512	399	""	""	""
2017	12580	30198	Cal St. San Marcos	-	Totals	-	-	-	-	""	""	3.75	313.1	364	217	168	154	154	1	1524	1246	39	10	23	""	10	2	71	68	""	""	""	""	43	9	1	343	388	""	""	""
2017	12580	30198	Cal St. San Marcos	-	Opponent Totals	-	-	-	-	""	""	1.92	324.0	274	108	89	83	197	15	1325	1184	25	4	6	""	13	3	15	55	""	""	""	""	42	""	1	470	251	""	""	""
2017	12580	995	Caldwell	-	Totals	-	-	-	-	""	""	2.55	387.1	353	175	141	134	324	8	1672	1477	78	11	19	""	14	""	17	108	""	""	""	""	38	6	""	473	312	""	""	""
2017	12580	995	Caldwell	-	Opponent Totals	-	-	-	-	""	""	5.03	371.2	501	355	267	194	154	5	1883	1551	96	11	21	""	37	5	58	51	""	""	""	""	54	26	""	459	447	""	""	""
2017	12580	106	California (PA)	-	Totals	-	-	-	-	""	""	2.91	262.1	276	138	109	59	209	7	1147	1029	41	6	14	""	12	""	12	37	""	""	""	""	38	9	""	240	311	""	""	""
2017	12580	106	California (PA)	-	Opponent Totals	-	-	-	-	""	""	3.37	259.1	329	166	125	99	117	4	1258	1094	47	1	16	""	7	3	12	49	""	""	""	""	44	9	""	349	301	""	""	""
2017	12580	30135	California Baptist	-	Totals	-	-	-	-	""	""	1.82	326.2	255	96	85	92	238	14	1347	1202	44	2	14	""	12	1	14	66	2	""	""	""	35	4	""	428	288	""	""	""
2017	12580	30135	California Baptist	-	Opponent Totals	-	-	-	-	""	""	5.19	314.1	422	280	233	136	160	4	1569	1355	89	7	50	""	11	3	44	41	2	""	""	""	15	19	""	308	446	""	""	""
2017	12580	996	Cameron	-	Totals	-	-	-	-	""	""	3.96	342.2	447	242	194	114	153	3	1610	1418	79	12	37	""	13	4	20	61	""	""	""	""	50	8	""	435	393	""	""	""
2017	12580	996	Cameron	-	Opponent Totals	-	-	-	-	""	""	4.97	342.1	407	289	243	188	203	6	1633	1387	75	14	46	""	17	3	21	68	1	""	""	""	25	12	""	355	405	""	""	""
2017	12580	1000	Carson-Newman	-	Totals	-	-	-	-	""	""	1.93	362.0	292	135	100	100	375	12	1525	1358	47	9	19	""	13	""	28	68	1	""	""	""	31	7	""	327	345	""	""	""
2017	12580	1000	Carson-Newman	-	Opponent Totals	-	-	-	-	""	""	5.31	345.1	449	324	262	179	189	3	1757	1456	77	13	38	""	32	3	70	68	1	""	""	""	40	12	""	388	421	""	""	""
2017	12580	1001	Catawba	-	Totals	-	-	-	-	""	""	5.20	320.1	449	306	238	155	168	""	1628	1376	82	12	38	""	23	""	32	57	""	""	""	""	50	14	1	396	355	""	""	""
2017	12580	1001	Catawba	-	Opponent Totals	-	-	-	-	""	""	3.21	331.0	367	184	152	128	150	13	1508	1303	62	7	13	""	29	""	21	47	""	""	""	""	46	10	""	415	382	""	""	""
2017	12580	30124	Cedarville	-	Totals	-	-	-	-	""	""	2.88	352.2	381	196	145	114	198	9	1585	1374	67	9	15	""	14	1	20	58	""	""	""	""	57	20	""	417	398	""	""	""
2017	12580	30124	Cedarville	-	Opponent Totals	-	-	-	-	""	""	4.16	346.1	468	273	206	120	172	6	1668	1475	84	12	18	""	29	""	21	63	""	""	""	""	41	11	""	472	344	""	""	""
2017	12580	130	Central Mo.	-	Totals	-	-	-	-	""	""	3.04	356.2	386	226	155	158	191	3	1664	1425	50	5	26	""	23	""	30	70	""	""	""	""	41	10	""	470	356	""	""	""
2017	12580	130	Central Mo.	-	Opponent Totals	-	-	-	-	""	""	2.73	354.1	384	206	138	118	243	12	1607	1426	62	7	14	""	11	""	14	70	3	""	""	""	42	5	2	446	320	""	""	""
2017	12580	1009	Central Okla.	-	Totals	-	-	-	-	""	""	1.71	389.0	316	119	95	127	327	26	1618	1437	30	4	18	""	26	""	20	74	3	""	""	""	32	2	""	444	343	""	""	""
2017	12580	1009	Central Okla.	-	Opponent Totals	-	-	-	-	""	""	5.26	371.0	540	351	279	151	169	4	1829	1611	105	17	56	""	24	""	9	49	1	""	""	""	41	17	""	432	472	""	""	""
2017	12580	1010	Central Wash.	-	Totals	-	-	-	-	""	""	2.98	326.1	387	196	139	102	122	4	1506	1341	45	8	33	""	32	1	28	33	13	""	""	""	26	9	""	484	329	""	""	""
2017	12580	1010	Central Wash.	-	Opponent Totals	-	-	-	-	""	""	5.73	320.1	499	331	262	153	154	2	1645	1445	79	3	41	""	41	2	16	62	1	""	""	""	18	13	""	377	369	""	""	""
2017	12580	1012	Chadron St.	-	Totals	-	-	-	-	""	""	3.67	369.2	453	268	194	116	253	5	1729	1525	79	4	39	""	7	""	24	70	2	""	""	""	52	12	""	394	427	""	""	""
2017	12580	1012	Chadron St.	-	Opponent Totals	-	-	-	-	""	""	3.79	367.1	412	247	199	149	219	12	1703	1438	80	2	54	""	27	""	49	65	""	""	""	""	48	19	""	396	433	""	""	""
2017	12580	133	Chaminade	-	Totals	-	-	-	-	""	""	5.26	298.0	468	309	224	95	105	2	1503	1345	79	16	35	""	18	1	18	29	""	""	""	""	25	19	1	349	401	""	""	""
2017	12580	133	Chaminade	-	Opponent Totals	-	-	-	-	""	""	2.02	308.2	260	130	89	133	231	10	1392	1174	36	2	23	""	22	2	53	87	1	""	""	""	22	10	""	303	370	""	""	""
2017	12580	1013	Charleston (WV)	-	Totals	-	-	-	-	""	""	2.34	380.0	361	167	127	97	254	13	1657	1487	48	8	22	""	8	1	32	70	""	""	""	""	37	4	""	454	397	""	""	""
2017	12580	1013	Charleston (WV)	-	Opponent Totals	-	-	-	-	""	""	4.02	374.0	502	296	215	128	201	6	1786	1571	86	18	38	""	25	1	26	42	""	""	""	""	49	12	""	478	388	""	""	""
2017	12580	21323	Chestnut Hill	-	Totals	-	-	-	-	""	""	5.09	266.2	400	227	194	73	159	6	1317	1188	70	5	35	""	25	""	17	42	""	""	""	""	27	12	""	283	326	""	""	""
2017	12580	21323	Chestnut Hill	-	Opponent Totals	-	-	-	-	""	""	2.24	272.0	240	121	87	87	230	7	1189	1040	39	6	13	""	15	""	36	65	""	""	""	""	21	5	""	281	273	""	""	""
2017	12580	95	Chico St.	-	Totals	-	-	-	-	""	""	1.99	387.0	367	156	110	127	235	14	1695	1500	39	2	11	""	36	1	28	65	""	""	""	""	36	4	""	651	218	""	""	""
2017	12580	95	Chico St.	-	Opponent Totals	-	-	-	-	""	""	3.27	379.0	443	242	177	115	235	5	1751	1528	61	9	21	""	32	1	41	60	2	""	""	""	55	11	1	419	439	""	""	""
2017	12580	8875	Chowan	-	Totals	-	-	-	-	""	""	2.02	352.2	311	144	102	95	481	20	1501	1350	32	9	11	""	20	1	18	110	1	""	""	""	30	8	""	283	268	""	""	""
2017	12580	8875	Chowan	-	Opponent Totals	-	-	-	-	""	""	5.03	350.2	433	328	252	167	280	8	1701	1473	84	22	35	""	38	2	41	36	1	""	""	""	7	13	""	324	393	""	""	""
2017	12580	1015	Christian Bros.	-	Totals	-	-	-	-	""	""	6.98	301.0	510	354	300	94	141	3	1560	1372	100	12	43	""	15	1	24	45	1	""	""	""	48	21	1	354	372	""	""	""
2017	12580	1015	Christian Bros.	-	Opponent Totals	-	-	-	-	""	""	1.70	317.0	275	108	77	94	217	14	1332	1179	36	7	6	""	11	2	15	45	""	""	""	""	37	7	""	356	335	""	""	""
2017	12580	30058	Claflin	-	Totals	-	-	-	-	""	""	3.65	335.2	308	269	175	261	348	3	1654	1292	65	3	11	""	74	""	50	92	""	""	""	""	40	11	""	298	321	""	""	""
2017	12580	30058	Claflin	-	Opponent Totals	-	-	-	-	""	""	6.04	329.0	469	387	284	155	191	2	1643	1419	90	30	56	""	39	1	37	40	""	""	""	""	12	20	""	338	390	""	""	""
2017	12580	143	Clarion	-	Totals	-	-	-	-	""	""	4.95	301.1	425	308	213	146	170	5	1531	1302	88	9	15	""	46	""	25	54	""	""	""	""	45	13	""	317	380	""	""	""
2017	12580	143	Clarion	-	Opponent Totals	-	-	-	-	""	""	1.39	317.0	210	87	63	80	291	21	1273	1132	27	3	7	""	18	1	16	73	""	""	""	""	41	4	""	336	303	""	""	""
2017	12580	144	Clark Atlanta	-	Totals	-	-	-	-	""	""	5.46	265.1	409	329	207	107	101	4	1358	1192	76	19	28	""	35	1	21	22	""	""	""	""	20	17	1	347	287	""	""	""
2017	12580	144	Clark Atlanta	-	Opponent Totals	-	-	-	-	""	""	4.92	266.0	335	279	187	153	157	3	1351	1116	61	7	28	""	53	1	30	34	2	""	""	""	40	12	""	304	301	""	""	""
2017	12580	1023	Coker	-	Totals	-	-	-	-	""	""	2.30	390.1	364	166	128	121	274	10	1705	1511	34	2	34	""	32	""	21	63	""	""	""	""	42	10	""	480	387	""	""	""
2017	12580	1023	Coker	-	Opponent Totals	-	-	-	-	""	""	4.82	374.2	471	328	258	135	238	5	1779	1559	88	12	39	""	28	2	37	77	2	""	""	""	37	11	""	442	384	""	""	""
2017	12580	11403	Colo. Christian	-	Totals	-	-	-	-	""	""	4.05	335.1	415	248	194	115	238	5	1585	1394	82	7	30	""	14	""	43	77	""	""	""	""	24	9	""	338	384	""	""	""
2017	12580	11403	Colo. Christian	-	Opponent Totals	-	-	-	-	""	""	4.41	333.2	438	269	210	143	189	5	1631	1401	77	13	35	""	26	""	57	72	""	""	""	""	22	8	""	408	337	""	""	""
2017	12580	155	Colo. Sch. of Mines	-	Totals	-	-	-	-	""	""	2.79	321.0	315	150	128	104	136	7	1403	1229	53	4	24	""	20	""	33	53	""	""	""	""	27	7	3	398	382	""	""	""
2017	12580	155	Colo. Sch. of Mines	-	Opponent Totals	-	-	-	-	""	""	4.13	313.2	411	240	185	88	182	4	1504	1329	72	14	20	""	17	""	42	49	""	""	""	""	32	12	1	419	315	""	""	""
2017	12580	11416	Colorado Mesa	-	Totals	-	-	-	-	""	""	2.21	338.1	297	124	107	87	309	18	1411	1275	52	5	25	""	11	""	20	84	""	""	""	""	24	5	""	289	379	""	""	""
2017	12580	11416	Colorado Mesa	-	Opponent Totals	-	-	-	-	""	""	7.84	323.1	535	437	362	178	134	1	1747	1450	91	8	70	""	20	""	37	57	1	""	""	""	49	30	3	453	342	""	""	""
2017	12580	2720	Colorado St.-Pueblo	-	Totals	-	-	-	-	""	""	5.12	299.1	466	296	219	116	152	2	1518	1330	76	6	41	""	11	1	28	64	""	""	""	""	34	9	1	429	274	""	""	""
2017	12580	2720	Colorado St.-Pueblo	-	Opponent Totals	-	-	-	-	""	""	4.27	303.1	388	238	185	125	160	6	1448	1252	69	4	40	""	17	""	31	63	1	""	""	""	29	11	""	369	344	""	""	""
2017	12580	159	Columbus St.	-	Totals	-	-	-	-	""	""	3.50	361.2	424	239	181	130	282	5	1688	1464	57	4	37	""	35	""	43	66	1	""	""	""	43	8	""	415	337	""	""	""
2017	12580	159	Columbus St.	-	Opponent Totals	-	-	-	-	""	""	3.93	358.0	409	250	201	179	184	8	1714	1465	58	11	43	""	33	2	22	51	""	""	""	""	35	13	""	393	450	""	""	""
2017	12580	1028	Concord	-	Totals	-	-	-	-	""	""	3.01	393.1	439	222	169	136	156	8	1776	1556	75	3	25	""	25	""	25	47	""	""	""	""	49	10	""	591	378	""	""	""
2017	12580	1028	Concord	-	Opponent Totals	-	-	-	-	""	""	2.72	393.1	422	211	153	83	167	4	1748	1567	70	10	16	""	20	1	26	49	""	""	""	""	61	11	""	573	395	""	""	""
2017	12580	30199	Concordia (CA)	-	Totals	-	-	-	-	""	""	1.81	368.0	297	125	95	135	278	14	1595	1391	43	6	17	""	13	1	31	81	5	""	""	""	29	7	2	401	396	""	""	""
2017	12580	30199	Concordia (CA)	-	Opponent Totals	-	-	-	-	""	""	3.75	352.2	431	247	189	151	149	6	1690	1447	56	4	34	""	28	2	31	41	1	""	""	""	49	12	""	423	435	""	""	""
