year	year_id	division_id	team_id	team_name	jersey_number	player_id	player_name	player_url	position	class_year	games_played	games_started
2017	12580	1	26172	A&M-Corpus Chris	22	1639510.0	Auger, Aspen	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12580&stats_player_seq=1639510.0	1B	Jr	48	48
2017	12580	1	26172	A&M-Corpus Chris	17	1871586.0	Boyd, Lacey	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12580&stats_player_seq=1871586.0	INF	Fr	38	36
2017	12580	1	26172	A&M-Corpus Chris	27	1526936.0	Carter, Liz	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12580&stats_player_seq=1526936.0	SP	Sr	48	48
2017	12580	1	26172	A&M-Corpus Chris	8	1639508.0	Clay, Mariah	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12580&stats_player_seq=1639508.0	C	Jr	39	36
2017	12580	1	26172	A&M-Corpus Chris	11	1760051.0	Farris, Adrianna	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12580&stats_player_seq=1760051.0	INF	So	0	0
2017	12580	1	26172	A&M-Corpus Chris	5	1526930.0	Griebel, Mackinzee	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12580&stats_player_seq=1526930.0	OF	Sr	44	44
2017	12580	1	26172	A&M-Corpus Chris	6	1760053.0	Hadd, Candice	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12580&stats_player_seq=1760053.0	INF	So	44	42
2017	12580	1	26172	A&M-Corpus Chris	21	1871587.0	Johnson, Kandace	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12580&stats_player_seq=1871587.0	SP/RP	Fr	48	48
2017	12580	1	26172	A&M-Corpus Chris	9	1760054.0	Mitchell, Megan	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12580&stats_player_seq=1760054.0	INF	So	44	42
2017	12580	1	26172	A&M-Corpus Chris	14	1871585.0	Richardson, Alexis	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12580&stats_player_seq=1871585.0	OF	Jr	26	13
2017	12580	1	26172	A&M-Corpus Chris	3	1639506.0	Sandoval, Savannah	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12580&stats_player_seq=1639506.0	OF	Jr	43	38
2017	12580	1	26172	A&M-Corpus Chris	1	1871584.0	Shaw, Lexi	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12580&stats_player_seq=1871584.0	OF	Fr	44	43
2017	12580	1	26172	A&M-Corpus Chris	24	1871608.0	Torres, Jade	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12580&stats_player_seq=1871608.0	OF	So	13	3
2017	12580	1	2	Abilene Christian	10	1864935.0	Adair, Caroline	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12580&stats_player_seq=1864935.0	OF	Fr	25	0
2017	12580	1	2	Abilene Christian	16	1646638.0	Barnhill, Brianna	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12580&stats_player_seq=1646638.0	OF	Jr	55	55
2017	12580	1	2	Abilene Christian	0	1646639.0	Bishoff, Alyson	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12580&stats_player_seq=1646639.0	INF	Jr	24	10
2017	12580	1	2	Abilene Christian	15	1536627.0	Brown, Taylor	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12580&stats_player_seq=1536627.0	OF	Sr	55	55
2017	12580	1	2	Abilene Christian	11	1864936.0	Clayton, Blair	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12580&stats_player_seq=1864936.0	C	Fr	26	13
2017	12580	1	2	Abilene Christian	27	1864931.0	Hamilton, Braegan	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12580&stats_player_seq=1864931.0	OF	Jr	55	55
