year	year_id	division_id	team_id	team_name	jersey_number	player_name	class_year	position	gp	gs	g	ba	obp	slg	ab	r	h	d	t	tb	hr	rbi	bb	hbp	sf	sh	k	dp	sb	cs	picked
2017	12580	4	Adrian	-	Totals	-	-	-	-	""	724	286	63	0.941	""	15	35	11	1073	9	""
2017	12580	4	Adrian	-	Opponent Totals	-	-	-	-	""	750	319	42	0.962	""	6	48	10	1111	6	""
2017	12580	11324	Agnes Scott	-	Totals	-	-	-	-	""	513	214	61	0.923	""	6	76	5	788	7	""
2017	12580	11324	Agnes Scott	-	Opponent Totals	-	-	-	-	""	558	232	23	0.972	""	3	12	8	813	11	""
2017	12580	2798	Albertus Magnus	-	Totals	-	-	-	-	""	827	435	39	0.970	""	6	39	2	1301	14	""
2017	12580	2798	Albertus Magnus	-	Opponent Totals	-	-	-	-	""	808	338	61	0.949	""	15	59	7	1207	4	""
2017	12580	15	Albion	-	Totals	-	-	-	-	""	621	272	53	0.944	""	18	50	6	946	13	""
2017	12580	15	Albion	-	Opponent Totals	-	-	-	-	""	640	299	59	0.941	""	4	29	8	998	8	""
2017	12580	16	Albright	-	Totals	-	-	-	-	""	712	285	43	0.959	""	6	40	5	1040	5	""
2017	12580	16	Albright	-	Opponent Totals	-	-	-	-	""	715	327	44	0.959	""	3	28	6	1086	8	""
2017	12580	18	Alfred	-	Totals	-	-	-	-	""	752	331	57	0.950	""	6	24	9	1140	9	""
2017	12580	18	Alfred	-	Opponent Totals	-	-	-	-	""	748	308	72	0.936	1	6	66	8	1128	9	""
2017	12580	30170	Alfred St.	-	Totals	-	-	-	-	""	514	223	63	0.921	2	13	73	1	800	10	""
2017	12580	30170	Alfred St.	-	Opponent Totals	-	-	-	-	""	523	240	48	0.941	""	4	19	5	811	4	""
2017	12580	19	Allegheny	-	Totals	-	-	-	-	""	651	289	74	0.927	""	17	73	8	1014	8	""
2017	12580	19	Allegheny	-	Opponent Totals	-	-	-	-	""	677	334	40	0.962	""	5	9	6	1051	4	""
2017	12580	21	Alma	-	Totals	-	-	-	-	""	776	303	48	0.957	""	19	26	5	1127	7	""
2017	12580	21	Alma	-	Opponent Totals	-	-	-	-	""	760	357	55	0.953	""	14	45	9	1172	8	""
2017	12580	938	Alvernia	-	Totals	-	-	-	-	""	701	358	42	0.962	""	8	22	10	1101	14	""
2017	12580	938	Alvernia	-	Opponent Totals	-	-	-	-	""	689	292	58	0.944	""	8	34	5	1039	11	""
2017	12580	28746	Alverno	-	Totals	-	-	-	-	""	685	353	62	0.944	""	5	59	9	1100	14	""
2017	12580	28746	Alverno	-	Opponent Totals	-	-	-	-	""	690	317	39	0.963	""	6	69	19	1046	11	""
2017	12580	24	Amherst	-	Totals	-	-	-	-	""	882	311	54	0.957	""	18	37	12	1247	9	""
2017	12580	24	Amherst	-	Opponent Totals	-	-	-	-	""	853	374	78	0.940	1	19	50	12	1305	17	""
2017	12580	939	Anderson (IN)	-	Totals	-	-	-	-	""	846	357	68	0.946	""	13	48	12	1271	11	""
2017	12580	939	Anderson (IN)	-	Opponent Totals	-	-	-	-	""	838	350	90	0.930	""	8	55	16	1278	18	""
2017	12580	26	Anna Maria	-	Totals	-	-	-	-	""	552	218	85	0.901	""	13	64	11	855	2	""
2017	12580	26	Anna Maria	-	Opponent Totals	-	-	-	-	""	587	245	23	0.973	""	15	9	6	855	6	""
2017	12580	966	Arcadia	-	Totals	-	-	-	-	""	956	339	47	0.965	1	14	28	10	1342	11	""
2017	12580	966	Arcadia	-	Opponent Totals	-	-	-	-	""	933	367	55	0.959	""	17	58	9	1355	14	""
2017	12580	38	Augsburg	-	Totals	-	-	-	-	""	765	258	74	0.933	""	6	43	19	1097	10	""
2017	12580	38	Augsburg	-	Opponent Totals	-	-	-	-	""	764	354	65	0.945	""	11	35	9	1183	7	""
2017	12580	40	Augustana (IL)	-	Totals	-	-	-	-	""	695	360	49	0.956	""	11	40	6	1104	8	""
2017	12580	40	Augustana (IL)	-	Opponent Totals	-	-	-	-	""	705	313	48	0.955	""	15	42	5	1066	10	""
2017	12580	42	Aurora	-	Totals	-	-	-	-	""	868	357	43	0.966	""	6	22	9	1268	7	""
2017	12580	42	Aurora	-	Opponent Totals	-	-	-	-	""	855	378	58	0.955	""	10	36	3	1291	13	""
2017	12580	953	Austin	-	Totals	-	-	-	-	""	718	282	94	0.914	1	20	101	9	1094	9	""
2017	12580	953	Austin	-	Opponent Totals	-	-	-	-	""	747	306	69	0.939	""	18	50	11	1122	12	""
2017	12580	44	Averett	-	Totals	-	-	-	-	""	976	381	76	0.947	""	17	68	7	1433	4	""
2017	12580	44	Averett	-	Opponent Totals	-	-	-	-	""	972	360	70	0.950	""	11	137	10	1402	8	""
2017	12580	45	Babson	-	Totals	-	-	-	-	""	1026	352	53	0.963	""	9	32	9	1431	8	""
2017	12580	45	Babson	-	Opponent Totals	-	-	-	-	""	998	491	81	0.948	""	18	42	18	1570	21	""
2017	12580	46	Baldwin Wallace	-	Totals	-	-	-	-	""	728	245	42	0.959	""	3	53	13	1015	13	""
2017	12580	46	Baldwin Wallace	-	Opponent Totals	-	-	-	-	""	754	385	55	0.954	""	9	38	11	1194	13	""
2017	12580	58	Baruch	-	Totals	-	-	-	-	""	478	206	49	0.933	""	5	38	5	733	14	""
2017	12580	58	Baruch	-	Opponent Totals	-	-	-	-	""	507	230	58	0.927	1	16	37	5	795	10	""
2017	12580	50	Bates	-	Totals	-	-	-	-	""	537	263	38	0.955	""	8	19	10	838	10	""
2017	12580	50	Bates	-	Opponent Totals	-	-	-	-	""	552	249	45	0.947	""	6	15	6	846	7	""
