year	year_id	division_id	team_id	team_name	jersey_number	player_id	player_name	player_url	class_year	position	gp	gs	g	ba	obp	slg	ab	r	h	d	t	tb	hr	rbi	bb	hbp	sf	sh	k	dp	sb	cs	picked
2013	11300	1	26172	A&M-Corpus Chris	20	1197409	Brandenburg, Constance	http://stats.ncaa.org/player?game_sport_year_ctl_id=11300&stats_player_seq=1197409	Jr	SP	35	26	34	25	4.18	159.0	185	131	95	82	62	2	777	665	19	5	7	 	11	7	13	19	 	16	12	5	14	3	 	276	122	6	18	 
2013	11300	1	26172	A&M-Corpus Chris	15	1427914	Elicerio, Ashley	http://stats.ncaa.org/player?game_sport_year_ctl_id=11300&stats_player_seq=1427914	Fr	SP	30	20	24	16	5.64	98.0	138	105	79	67	48	1	506	416	14	10	9	 	21	 	6	10	1	8	10	5	10	7	 	122	107	2	15	 
2013	11300	1	26172	A&M-Corpus Chris	1	1306402	Slick, Bethany	http://stats.ncaa.org/player?game_sport_year_ctl_id=11300&stats_player_seq=1306402	So	SP	22	9	21	9	6.12	60.2	77	66	53	67	11	 	333	248	11	3	8	 	11	5	10	3	 	3	14	9	6	2	 	53	106	3	6	 
2013	11300	1	5	Akron	12	1108946	Birkhimer, Alissa	http://stats.ncaa.org/player?game_sport_year_ctl_id=11300&stats_player_seq=1108946	Sr	1B	50	50	9	7	3.03	39.1	35	21	17	17	27	1	178	154	7	 	2	 	6	 	3	3	 	3	4	 	4	 	 	50	39	5	4	 
2013	11300	1	5	Akron	9	1427255	Seiler, Erin	http://stats.ncaa.org/player?game_sport_year_ctl_id=11300&stats_player_seq=1427255	Fr	SP	43	37	43	37	2.66	250.0	244	116	95	39	219	2	1,057	979	37	7	12	 	14	 	10	37	 	24	7	3	23	6	 	323	184	17	19	1
2013	11300	1	5	Akron	3	1427249	Conrad, Mackenzie	http://stats.ncaa.org/player?game_sport_year_ctl_id=11300&stats_player_seq=1427249	Fr	SP	26	5	16	5	4.23	41.1	56	40	25	14	18	 	199	179	7	 	7	 	2	 	1	3	 	2	8	4	4	1	 	55	44	1	3	 
2013	11300	1	5	Akron	6	1320606	Lash, Lisa	http://stats.ncaa.org/player?game_sport_year_ctl_id=11300&stats_player_seq=1320606	So	3B	22	12	7	2	10.02	14.2	27	21	21	7	10	 	83	71	2	 	6	 	 	 	2	2	 	 	3	 	2	1	 	7	25	 	2	 
2013	11300	1	5	Akron	4	1449453	,	http://stats.ncaa.org/player?game_sport_year_ctl_id=11300&stats_player_seq=1449453	N/A	P	1	0	1	 	0.00	0.1	2	1	 	 	 	 	3	3	 	 	 	 	 	 	 	 	 	 	1	1	 	 	 	1	 	 	 	 
2013	11300	1	8	Alabama	33	1198511	Traina, Jackie	http://stats.ncaa.org/player?game_sport_year_ctl_id=11300&stats_player_seq=1198511	Jr	SP	51	48	36	31	2.49	199.2	159	84	71	95	214	5	857	734	20	2	18	2	18	2	6	48	5	20	8	1	15	7	 	167	197	19	8	1
2013	11300	1	8	Alabama	12	1427944	Case, Kallie	http://stats.ncaa.org/player?game_sport_year_ctl_id=11300&stats_player_seq=1427944	Fr	DP	45	10	1	 	""	""	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	 	 	 	 	 	 	 	 	 
2013	11300	1	8	Alabama	23	1315059	Jury, Leslie	http://stats.ncaa.org/player?game_sport_year_ctl_id=11300&stats_player_seq=1315059	So	SP/RP	33	22	32	19	2.56	134.0	120	66	49	57	103	6	601	508	11	 	12	 	7	1	18	38	 	12	13	6	12	5	1	126	158	18	7	1
2013	11300	1	8	Alabama	11	1104622	Sewell, Lauren	http://stats.ncaa.org/player?game_sport_year_ctl_id=11300&stats_player_seq=1104622	Sr	SP/RP	28	14	16	10	2.19	54.1	36	22	17	42	55	 	249	189	5	 	3	2	 	1	6	24	 	5	2	2	12	 	 	45	59	8	 	 
2013	11300	1	6	Alabama A&M	16	1442764	Gray, Meaghan	http://stats.ncaa.org/player?game_sport_year_ctl_id=11300&stats_player_seq=1442764	N/A	1B	37	37	18	16	5.35	90.1	151	97	69	29	40	2	457	407	23	4	5	 	2	1	4	17	 	8	3	 	8	9	 	99	117	4	12	 
2013	11300	1	6	Alabama A&M	19	1331088	Britt, Anisa	http://stats.ncaa.org/player?game_sport_year_ctl_id=11300&stats_player_seq=1331088	Fr	DP	36	36	13	9	6.41	43.2	58	45	40	35	16	1	229	181	10	2	 	 	10	2	5	4	 	3	6	5	4	4	 	68	39	2	5	 
2013	11300	1	6	Alabama A&M	2	1331189	James, Jasmin	http://stats.ncaa.org/player?game_sport_year_ctl_id=11300&stats_player_seq=1331189	Sr	OF	31	30	1	 	""	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	 	 	 	 	 	 	 	 	 
2013	11300	1	6	Alabama A&M	99	1442765	Crawford, Angel	http://stats.ncaa.org/player?game_sport_year_ctl_id=11300&stats_player_seq=1442765	Fr	1B	23	19	4	 	18.67	3.0	6	8	8	7	1	 	21	14	 	 	 	 	4	 	 	 	 	 	1	1	 	 	 	2	4	 	 	 
2013	11300	1	6	Alabama A&M	6	1214479	Brown, Cassandra	http://stats.ncaa.org/player?game_sport_year_ctl_id=11300&stats_player_seq=1214479	Jr	SP	21	13	20	13	5.46	92.1	132	92	72	47	56	 	471	405	20	3	8	 	9	 	5	15	 	9	10	6	7	7	 	140	66	5	7	1
2013	11300	1	6	Alabama A&M	13	1331482	Harmon, Brittany	http://stats.ncaa.org/player?game_sport_year_ctl_id=11300&stats_player_seq=1331482	Sr	SP	3	2	1	 	7.00	1.0	3	2	1	 	1	 	6	6	1	 	 	 	 	 	 	1	 	 	2	2	 	 	 	1	1	 	 	 
2013	11300	1	7	Alabama St.	26	1316021	Patt, Bailey	http://stats.ncaa.org/player?game_sport_year_ctl_id=11300&stats_player_seq=1316021	Sr	SP/RP	47	46	25	13	3.89	109.2	141	97	61	39	38	1	533	480	24	5	9	1	6	 	4	15	 	9	5	2	9	1	 	162	110	7	11	2
2013	11300	1	7	Alabama St.	3	1425608	Mills, Rachel	http://stats.ncaa.org/player?game_sport_year_ctl_id=11300&stats_player_seq=1425608	Fr	2B	32	16	1	 	31.50	2.0	7	9	9	5	 	 	21	13	1	 	1	 	1	 	3	 	 	 	 	 	 	 	 	5	1	 	 	 
2013	11300	1	7	Alabama St.	24	1316020	Valencia, Destyni	http://stats.ncaa.org/player?game_sport_year_ctl_id=11300&stats_player_seq=1316020	So	SP/RP	26	19	26	18	6.86	99.0	144	118	97	78	44	1	543	445	25	9	6	 	15	1	9	12	 	10	1	1	9	2	 	138	97	5	13	 
2013	11300	1	7	Alabama St.	28	1425616	Christmann, Melissa	http://stats.ncaa.org/player?game_sport_year_ctl_id=11300&stats_player_seq=1425616	Fr	SP/RP	25	14	22	14	6.14	78.2	135	85	69	43	26	1	423	357	22	5	7	1	11	 	8	12	1	5	5	4	6	9	 	100	87	2	8	 
