year	year_id	division_id	team_id	team_name	jersey_number	player_id	player_name	player_url	class_year	position	gp	gs	g	app	gs2	era	ip	h	r	er	bb	so	sho	bf	p_oab	d_allowed	t_allowed	hr_allowed	wp	bk	hb	ibb	inh_run	inh_run_score	sha	sfa	pitches	go	fo	w	l	sv	kl
2017	12580	3	4	Adrian	27	1771571	Cubberly, Paige	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12580&stats_player_seq=1771571	So	SP/RP	37	36	19	10	3.77	72.1	81	50	39	20	30	""	327	292	12	1	7	""	3	""	5	7	""	5	1	1	5	5	""	70	108	6	6	""
2017	12580	3	4	Adrian	2	1771620	Van't Land, Taylor	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12580&stats_player_seq=1771620	Jr	C	35	34	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2017	12580	3	4	Adrian	3	1891806	Lenington, Ashley	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12580&stats_player_seq=1891806	Fr	OF	35	29	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2017	12580	3	4	Adrian	22	1771618	Shellman, Chelsea	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12580&stats_player_seq=1771618	Sr	C	34	32	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2017	12580	3	4	Adrian	13	1771599	Lightner, Jaime	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12580&stats_player_seq=1771599	Jr	INF	31	31	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2017	12580	3	4	Adrian	42	1771601	Lynch, Krista	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12580&stats_player_seq=1771601	So	SP/RP	30	28	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2017	12580	3	4	Adrian	7	1891808	Collings, Bryanna	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12580&stats_player_seq=1891808	Jr	C	26	25	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2017	12580	3	4	Adrian	24	1771621	VanAtta, Paige	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12580&stats_player_seq=1771621	Jr	INF	24	5	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2017	12580	3	4	Adrian	19	1891814	Kapelanski, Hope	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12580&stats_player_seq=1891814	Fr	OF	24	22	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2017	12580	3	4	Adrian	23	1771572	Derrer, Kellie	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12580&stats_player_seq=1771572	Sr	OF	23	22	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2017	12580	3	4	Adrian	11	1891810	Wilson, Kyleen	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12580&stats_player_seq=1891810	Fr	INF	23	19	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2017	12580	3	4	Adrian	1	1891805	Cole, Phoebe	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12580&stats_player_seq=1891805	Jr	INF	22	4	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2017	12580	3	4	Adrian	29	1891820	Lock, Kaitlin	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12580&stats_player_seq=1891820	Sr	SP	19	16	19	16	4.29	98.0	126	73	60	20	73	3	461	417	24	2	5	""	4	""	11	14	""	13	""	""	12	1	""	105	103	4	10	""
2017	12580	3	4	Adrian	26	1891815	Rogers, Destiny	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12580&stats_player_seq=1891815	Fr	INF	19	16	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2017	12580	3	4	Adrian	88	1771616	Richardson, Sarah	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12580&stats_player_seq=1771616	Sr	C	17	5	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2017	12580	3	4	Adrian	28	1891816	Rogers, Infinity	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12580&stats_player_seq=1891816	Fr	INF	16	5	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2017	12580	3	4	Adrian	21	1771567	Belfiori, Kayla	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12580&stats_player_seq=1771567	Sr	INF	15	14	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
