year	year_id	division_id	team_id	team_name	jersey_number	player_id	player_name	player_url	class_year	position	gp	gs	g	ba	obp	slg	ab	r	h	d	t	tb	hr	rbi	bb	hbp	sf	sh	k	dp	sb	cs	picked
2013	11300	1	26172	A&M-Corpus Chris	29	1306396	Cochran, Mickayla	http://stats.ncaa.org/player?game_sport_year_ctl_id=11300&stats_player_seq=1306396	So	OF	50	50	50	0.307	0.382	0.434	166	28	51	9	 	4	 	 	 	14	20	 	1	34	8	2	1	 	5	3	 	50	27
2013	11300	1	26172	A&M-Corpus Chris	21	1101604	McKinney, Meagan	http://stats.ncaa.org/player?game_sport_year_ctl_id=11300&stats_player_seq=1101604	Sr	1B	50	50	50	0.303	0.404	0.444	142	15	43	7	2	3	 	 	3	24	21	 	1	18	3	1	 	 	5	 	 	46	25
2013	11300	1	26172	A&M-Corpus Chris	4	1306393	Galloway, Hayley	http://stats.ncaa.org/player?game_sport_year_ctl_id=11300&stats_player_seq=1306393	So	SS	49	48	48	0.279	0.303	0.299	147	15	41	3	 	 	 	 	2	7	3	 	9	18	5	1	 	 	2	2	 	64	23
2013	11300	1	26172	A&M-Corpus Chris	7	1427912	Tefft, Dani	http://stats.ncaa.org/player?game_sport_year_ctl_id=11300&stats_player_seq=1427912	Fr	OF	48	48	48	0.224	0.265	0.224	125	18	28	 	 	 	 	 	 	4	7	 	4	8	3	 	 	 	7	2	 	65	16
2013	11300	1	26172	A&M-Corpus Chris	11	1306399	Perez, Valerie	http://stats.ncaa.org/player?game_sport_year_ctl_id=11300&stats_player_seq=1306399	Jr	SS	46	44	44	0.261	0.314	0.380	142	14	37	9	1	2	 	1	4	18	7	 	1	17	1	1	 	 	 	 	 	39	46
2013	11300	1	26172	A&M-Corpus Chris	9	1306397	Lyles, Lindsey	http://stats.ncaa.org/player?game_sport_year_ctl_id=11300&stats_player_seq=1306397	So	INF	46	42	42	0.239	0.373	0.368	117	14	28	4	1	3	 	 	9	22	16	 	3	37	14	 	 	 	 	 	 	21	28
2013	11300	1	26172	A&M-Corpus Chris	8	1427913	Sorenson, Michelle	http://stats.ncaa.org/player?game_sport_year_ctl_id=11300&stats_player_seq=1427913	So	C	43	41	41	0.143	0.179	0.154	91	7	13	1	 	 	 	 	 	5	4	 	1	28	6	1	1	 	2	 	 	17	30
2013	11300	1	26172	A&M-Corpus Chris	5	1427911	Zarzabal, Natalie	http://stats.ncaa.org/player?game_sport_year_ctl_id=11300&stats_player_seq=1427911	Fr	OF	40	35	35	0.167	0.211	0.278	90	6	15	1	 	3	 	 	 	6	5	 	 	36	7	 	 	 	 	 	 	20	17
2013	11300	1	26172	A&M-Corpus Chris	19	1197407	Jackson, Jamise	http://stats.ncaa.org/player?game_sport_year_ctl_id=11300&stats_player_seq=1197407	Jr	1B	40	25	25	0.141	0.232	0.176	85	4	12	3	 	 	 	 	 	6	10	 	1	12	2	2	 	 	 	1	 	34	24
2013	11300	1	26172	A&M-Corpus Chris	17	1306392	Carroll, Cassie	http://stats.ncaa.org/player?game_sport_year_ctl_id=11300&stats_player_seq=1306392	So	INF	38	35	35	0.191	0.269	0.213	94	4	18	2	 	 	 	 	 	7	10	 	3	18	8	3	 	 	 	1	 	34	24
