year	year_id	division_id	team_id	team_name	jersey_number	player_id	player_name	player_url	class_year	position	gp	gs	g	ba	obp	slg	ab	r	h	d	t	tb	hr	rbi	bb	hbp	sf	sh	k	dp	sb	cs	picked
2017	12580	2	30093	AUM	11	1865984	Pinholster, Parker	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12580&stats_player_seq=1865984	Fr	INF	43	43	43	43	0.246	0.374	0.418	122	39	30	5	2	4	51	""	17	8	15	""	5	32	3	""	""	""	36	1	""	30	28
2017	12580	2	30093	AUM	8	1865983	Finch, Kaylin	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12580&stats_player_seq=1865983	So	INF	43	43	43	43	0.375	0.406	0.547	128	19	48	7	""	5	70	""	8	""	20	2	1	10	2	3	1	""	5	2	""	26	39
2017	12580	2	30093	AUM	22	1865988	Sparks, Kalee	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12580&stats_player_seq=1865988	Jr	OF	43	42	42	43	0.397	0.473	0.556	126	25	50	12	1	2	70	""	16	4	29	2	2	22	5	1	""	""	5	1	""	33	20
2017	12580	2	30093	AUM	24	1865989	Walker, Jaycie	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12580&stats_player_seq=1865989	Fr	OF	42	42	42	42	0.316	0.395	0.515	136	29	43	9	""	6	70	""	15	4	29	2	1	15	4	""	""	""	7	3	""	32	47
2017	12580	2	30093	AUM	2	1772753	Ragland, Rachel	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12580&stats_player_seq=1772753	Sr	SP	41	38	38	41	0.302	0.408	0.381	63	11	19	5	""	""	24	""	12	""	12	1	8	13	6	2	""	""	3	""	""	18	22
2017	12580	2	30093	AUM	4	1772755	Persinger, Amy	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12580&stats_player_seq=1772755	Jr	OF	40	38	38	40	0.213	0.312	0.330	94	21	20	6	1	1	31	""	12	2	17	1	9	20	4	""	""	""	5	""	""	29	30
2017	12580	2	30093	AUM	1	1772748	Dishman, Sydney	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12580&stats_player_seq=1772748	Sr	1B	37	36	36	37	0.265	0.370	0.471	102	17	27	6	""	5	48	""	16	1	27	""	7	17	5	1	""	""	3	2	""	27	37
2017	12580	2	30093	AUM	20	1772749	Angulo, Sarah	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12580&stats_player_seq=1772749	Sr	C	36	31	31	36	0.180	0.268	0.340	50	3	9	2	""	2	17	""	5	1	8	""	12	5	1	""	""	""	""	""	""	24	20
2017	12580	2	30093	AUM	13	1865986	Hendrix, Christy	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12580&stats_player_seq=1865986	Jr	INF	34	26	26	34	0.291	0.352	0.367	79	13	23	3	""	1	29	""	8	""	11	1	""	8	""	1	""	""	1	1	""	19	25
2017	12580	2	30093	AUM	29	1865990	Krueger, Abby	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12580&stats_player_seq=1865990	Fr	C	34	30	30	34	0.275	0.341	0.425	80	21	22	6	""	2	34	""	7	1	7	""	7	15	2	1	""	""	4	""	""	26	22
