year	year_id	division_id	team_id	team_name	jersey_number	player_id	player_name	player_url	class_year	position	gp	gs	g	ba	obp	slg	ab	r	h	d	t	tb	hr	rbi	bb	hbp	sf	sh	k	dp	sb	cs	picked
2017	12580	3	4	Adrian	27	1771571	Cubberly, Paige	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12580&stats_player_seq=1771571	So	SP/RP	37	36	36	37	0.311	0.371	0.408	103	8	32	7	""	1	42	""	11	""	21	2	1	25	7	""	""	""	2	""	""	27	18
2017	12580	3	4	Adrian	2	1771620	Van't Land, Taylor	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12580&stats_player_seq=1771620	Jr	C	35	34	34	35	0.309	0.353	0.394	94	13	29	6	1	""	37	""	6	1	7	1	4	11	4	""	""	""	5	4	""	28	25
2017	12580	3	4	Adrian	3	1891806	Lenington, Ashley	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12580&stats_player_seq=1891806	Fr	OF	35	29	29	35	0.253	0.306	0.330	91	18	23	2	1	1	30	""	7	""	8	""	2	16	2	""	""	""	5	""	""	34	15
2017	12580	3	4	Adrian	22	1771618	Shellman, Chelsea	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12580&stats_player_seq=1771618	Sr	C	34	32	32	34	0.287	0.310	0.400	80	13	23	4	1	1	32	""	2	1	10	1	2	16	7	1	1	""	11	1	""	21	22
2017	12580	3	4	Adrian	13	1771599	Lightner, Jaime	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12580&stats_player_seq=1771599	Jr	INF	31	31	31	31	0.283	0.317	0.354	99	13	28	4	""	1	35	""	5	""	17	""	2	15	2	1	""	""	9	1	""	37	20
2017	12580	3	4	Adrian	42	1771601	Lynch, Krista	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12580&stats_player_seq=1771601	So	SP/RP	30	28	28	30	0.274	0.325	0.411	73	7	20	""	2	2	30	""	5	1	10	1	2	4	""	""	""	""	""	1	""	28	23
2017	12580	3	4	Adrian	7	1891808	Collings, Bryanna	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12580&stats_player_seq=1891808	Jr	C	26	25	25	26	0.293	0.338	0.467	75	10	22	8	1	1	35	""	4	1	9	""	""	11	2	1	""	""	""	""	""	18	20
2017	12580	3	4	Adrian	24	1771621	VanAtta, Paige	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12580&stats_player_seq=1771621	Jr	INF	24	5	5	24	0.250	0.323	0.464	28	2	7	""	""	2	13	""	3	""	10	""	""	7	2	1	1	""	""	""	""	9	4
2017	12580	3	4	Adrian	19	1891814	Kapelanski, Hope	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12580&stats_player_seq=1891814	Fr	OF	24	22	22	24	0.143	0.189	0.171	35	4	5	1	""	""	6	""	2	""	3	""	4	6	""	""	""	""	2	""	""	19	8
2017	12580	3	4	Adrian	23	1771572	Derrer, Kellie	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12580&stats_player_seq=1771572	Sr	OF	23	22	22	23	0.275	0.327	0.314	51	9	14	2	""	""	16	""	2	2	9	""	2	9	""	""	""	""	6	""	""	18	9
2017	12580	3	4	Adrian	11	1891810	Wilson, Kyleen	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12580&stats_player_seq=1891810	Fr	INF	23	19	19	23	0.271	0.386	0.354	48	7	13	4	""	""	17	""	7	2	2	""	""	15	6	""	""	""	""	""	""	6	11
2017	12580	3	4	Adrian	1	1891805	Cole, Phoebe	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12580&stats_player_seq=1891805	Jr	INF	22	4	4	22	0.273	0.360	0.273	22	8	6	""	""	""	6	""	3	""	3	""	""	1	""	""	""	""	2	""	""	8	4
2017	12580	3	4	Adrian	29	1891820	Lock, Kaitlin	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12580&stats_player_seq=1891820	Sr	SP	19	16	16	19	""	""	""	""	""	0	""	""	""	0	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2017	12580	3	4	Adrian	26	1891815	Rogers, Destiny	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12580&stats_player_seq=1891815	Fr	INF	19	16	16	19	0.179	0.238	0.205	39	4	7	1	""	""	8	""	2	1	4	""	2	14	1	1	""	""	3	1	""	11	8
2017	12580	3	4	Adrian	88	1771616	Richardson, Sarah	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12580&stats_player_seq=1771616	Sr	C	17	5	5	17	0.308	0.321	0.346	26	1	8	1	""	""	9	""	1	""	4	1	1	5	""	""	""	""	""	1	""	8	7
2017	12580	3	4	Adrian	28	1891816	Rogers, Infinity	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12580&stats_player_seq=1891816	Fr	INF	16	5	5	16	0.125	0.176	0.188	16	4	2	1	""	""	3	""	""	1	1	""	""	8	1	""	""	""	""	1	""	1	5
2017	12580	3	4	Adrian	21	1771567	Belfiori, Kayla	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12580&stats_player_seq=1771567	Sr	INF	15	14	14	15	0.133	0.289	0.133	30	2	4	""	""	""	4	""	2	5	3	1	""	8	2	""	""	""	1	""	""	5	11
2017	12580	3	4	Adrian	4	1891807	Budde, Madison	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12580&stats_player_seq=1891807	Fr	OF	14	5	5	14	0.143	0.182	0.190	21	5	3	1	""	""	4	""	1	""	2	""	1	4	1	""	""	""	2	""	""	12	3
2017	12580	3	4	Adrian	34	1771623	Younan, Natalia	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12580&stats_player_seq=1771623	So	C	13	12	12	13	0.250	0.344	0.357	28	3	7	1	1	""	10	""	3	1	4	""	2	5	""	""	""	""	""	""	""	12	5
