year	year_id	division_id	team_id	team_name	jersey_number	player_id	player_name	player_url	position	class_year	games_played	games_started
2016	12381	1	26172	A&M-Corpus Chris	22	1639510.0	Auger, Aspen	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12381&stats_player_seq=1639510.0	1B	So	40	40
2016	12381	1	26172	A&M-Corpus Chris	29	1760050.0	Bentke, Colleen	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12381&stats_player_seq=1760050.0	SP/RP	Fr	26	15
2016	12381	1	26172	A&M-Corpus Chris	13	1526932.0	Blanar, Katie	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12381&stats_player_seq=1526932.0	SP	Jr	11	3
2016	12381	1	26172	A&M-Corpus Chris	14	1639509.0	Bressie, Alyson	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12381&stats_player_seq=1639509.0	INF	Sr	25	10
2016	12381	1	26172	A&M-Corpus Chris	27	1526936.0	Carter, Liz	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12381&stats_player_seq=1526936.0	SP	Jr	41	37
2016	12381	1	26172	A&M-Corpus Chris	8	1639508.0	Clay, Mariah	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12381&stats_player_seq=1639508.0	C	So	16	12
2016	12381	1	26172	A&M-Corpus Chris	11	1760051.0	Farris, Adrianna	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12381&stats_player_seq=1760051.0	INF	Fr	39	30
2016	12381	1	26172	A&M-Corpus Chris	1	1639507.0	Flores, Stephanie	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12381&stats_player_seq=1639507.0	SP	Sr	14	13
2016	12381	1	26172	A&M-Corpus Chris	5	1526930.0	Griebel, Mackinzee	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12381&stats_player_seq=1526930.0	OF	Jr	48	48
2016	12381	1	26172	A&M-Corpus Chris	6	1760053.0	Hadd, Candice	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12381&stats_player_seq=1760053.0	INF	Fr	47	47
2016	12381	1	26172	A&M-Corpus Chris	4	1639504.0	Hernandez, Cosette	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12381&stats_player_seq=1639504.0	INF	Sr	46	46
2016	12381	1	26172	A&M-Corpus Chris	10	1526931.0	Mendez, Jessica	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12381&stats_player_seq=1526931.0	DP	Jr	47	47
2016	12381	1	26172	A&M-Corpus Chris	9	1760054.0	Mitchell, Megan	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12381&stats_player_seq=1760054.0	INF	Fr	43	42
2016	12381	1	26172	A&M-Corpus Chris	2	1639505.0	Perez, Ashleigh	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12381&stats_player_seq=1639505.0	INF	So	10	6
2016	12381	1	26172	A&M-Corpus Chris	15		Rosas, Isabella		SP/RP	So	0	0
2016	12381	1	26172	A&M-Corpus Chris	3	1639506.0	Sandoval, Savannah	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12381&stats_player_seq=1639506.0	OF	So	20	7
2016	12381	1	26172	A&M-Corpus Chris	7	1427912.0	Tefft, Dani	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12381&stats_player_seq=1427912.0	OF	Sr	44	44
2016	12381	1	26172	A&M-Corpus Chris	33	1639511.0	Trost, Brianne	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12381&stats_player_seq=1639511.0	INF	So	34	32
2016	12381	1	2	Abilene Christian	16	1646638.0	Barnhill, Brianna	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12381&stats_player_seq=1646638.0	OF	So	47	47
2016	12381	1	2	Abilene Christian	0	1646639.0	Bishoff, Alyson	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12381&stats_player_seq=1646639.0	INF	So	35	16
2016	12381	1	2	Abilene Christian	15	1536627.0	Brown, Taylor	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12381&stats_player_seq=1536627.0	OF	Jr	47	47
2016	12381	1	2	Abilene Christian	3	1646641.0	Hedrick, Peyton	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12381&stats_player_seq=1646641.0	INF	So	47	47
2016	12381	1	2	Abilene Christian	22	1759551.0	Herron, Miranda	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12381&stats_player_seq=1759551.0	OF	Fr	28	27
2016	12381	1	2	Abilene Christian	10	1427738.0	Hoover, Cara	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12381&stats_player_seq=1427738.0	C	Sr	39	36
2016	12381	1	2	Abilene Christian	12	1759552.0	Huff, Casey-May	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12381&stats_player_seq=1759552.0	SP	Jr	43	41
2016	12381	1	2	Abilene Christian	9	1759553.0	Johnson, Donelle	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12381&stats_player_seq=1759553.0	C	Fr	12	12
2016	12381	1	2	Abilene Christian	1	1427733.0	McNulty, Demi	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12381&stats_player_seq=1427733.0	INF	Sr	47	47
2016	12381	1	2	Abilene Christian	14	1649880.0	Montoya, Julia	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12381&stats_player_seq=1649880.0	SP	Sr	15	1
2016	12381	1	2	Abilene Christian	24	1646643.0	Neese, Holly	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12381&stats_player_seq=1646643.0	INF	So	47	47
2016	12381	1	2	Abilene Christian	18	1536629.0	Null, Hannah	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12381&stats_player_seq=1536629.0	SP	Jr	37	27
2016	12381	1	2	Abilene Christian	7	1646645.0	Singleton, Kaleigh	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12381&stats_player_seq=1646645.0	C	Jr	28	12
2016	12381	1	2	Abilene Christian	8	1759554.0	Spivey, Alli	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12381&stats_player_seq=1759554.0	OF	Jr	45	32
2016	12381	1	2	Abilene Christian	23	1646646.0	Travers, Baylee	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12381&stats_player_seq=1646646.0	INF	So	29	16
