sport_code	year	year_id	division_id	team_id	team_name	team_url
WSB	2016	12381	3	4	Adrian	http://stats.ncaa.org/team/4/12381
WSB	2016	12381	3	11324	Agnes Scott	http://stats.ncaa.org/team/11324/12381
WSB	2016	12381	3	2798	Albertus Magnus	http://stats.ncaa.org/team/2798/12381
WSB	2016	12381	3	15	Albion	http://stats.ncaa.org/team/15/12381
WSB	2016	12381	3	16	Albright	http://stats.ncaa.org/team/16/12381
WSB	2016	12381	3	18	Alfred	http://stats.ncaa.org/team/18/12381
WSB	2016	12381	3	19	Allegheny	http://stats.ncaa.org/team/19/12381
WSB	2016	12381	3	21	Alma	http://stats.ncaa.org/team/21/12381
WSB	2016	12381	3	938	Alvernia	http://stats.ncaa.org/team/938/12381
WSB	2016	12381	3	28746	Alverno	http://stats.ncaa.org/team/28746/12381
WSB	2016	12381	3	24	Amherst	http://stats.ncaa.org/team/24/12381
WSB	2016	12381	3	939	Anderson (IN)	http://stats.ncaa.org/team/939/12381
WSB	2016	12381	3	26	Anna Maria	http://stats.ncaa.org/team/26/12381
WSB	2016	12381	3	966	Arcadia	http://stats.ncaa.org/team/966/12381
WSB	2016	12381	3	38	Augsburg	http://stats.ncaa.org/team/38/12381
WSB	2016	12381	3	40	Augustana (IL)	http://stats.ncaa.org/team/40/12381
WSB	2016	12381	3	42	Aurora	http://stats.ncaa.org/team/42/12381
WSB	2016	12381	3	953	Austin	http://stats.ncaa.org/team/953/12381
WSB	2016	12381	3	44	Averett	http://stats.ncaa.org/team/44/12381
WSB	2016	12381	3	45	Babson	http://stats.ncaa.org/team/45/12381
WSB	2016	12381	3	46	Baldwin Wallace	http://stats.ncaa.org/team/46/12381
WSB	2016	12381	3	58	Baruch	http://stats.ncaa.org/team/58/12381
WSB	2016	12381	3	50	Bates	http://stats.ncaa.org/team/50/12381
WSB	2016	12381	3	26520	Bay Path	http://stats.ncaa.org/team/26520/12381
WSB	2016	12381	3	26107	Becker	http://stats.ncaa.org/team/26107/12381
WSB	2016	12381	3	53	Beloit	http://stats.ncaa.org/team/53/12381
WSB	2016	12381	3	296	Benedictine (IL)	http://stats.ncaa.org/team/296/12381
WSB	2016	12381	3	973	Berry	http://stats.ncaa.org/team/973/12381
WSB	2016	12381	3	59	Bethany (WV)	http://stats.ncaa.org/team/59/12381
WSB	2016	12381	3	30038	Bethany Lutheran	http://stats.ncaa.org/team/30038/12381
WSB	2016	12381	3	60	Bethel (MN)	http://stats.ncaa.org/team/60/12381
WSB	2016	12381	3	28593	Birmingham-So.	http://stats.ncaa.org/team/28593/12381
WSB	2016	12381	3	64	Blackburn	http://stats.ncaa.org/team/64/12381
WSB	2016	12381	3	987	Bluffton	http://stats.ncaa.org/team/987/12381
WSB	2016	12381	3	69	Bowdoin	http://stats.ncaa.org/team/69/12381
WSB	2016	12381	3	73	Brandeis	http://stats.ncaa.org/team/73/12381
WSB	2016	12381	3	75	Bridgewater (VA)	http://stats.ncaa.org/team/75/12381
WSB	2016	12381	3	76	Bridgewater St.	http://stats.ncaa.org/team/76/12381
WSB	2016	12381	3	78	Brockport	http://stats.ncaa.org/team/78/12381
WSB	2016	12381	3	79	Brooklyn	http://stats.ncaa.org/team/79/12381
WSB	2016	12381	3	84	Buena Vista	http://stats.ncaa.org/team/84/12381
WSB	2016	12381	3	85	Buffalo St.	http://stats.ncaa.org/team/85/12381
WSB	2016	12381	3	122	CWRU	http://stats.ncaa.org/team/122/12381
WSB	2016	12381	3	88	Cabrini	http://stats.ncaa.org/team/88/12381
WSB	2016	12381	3	1305	Cairn	http://stats.ncaa.org/team/1305/12381
WSB	2016	12381	3	105	Cal Lutheran	http://stats.ncaa.org/team/105/12381
WSB	2016	12381	3	114	Calvin	http://stats.ncaa.org/team/114/12381
WSB	2016	12381	3	117	Capital	http://stats.ncaa.org/team/117/12381
WSB	2016	12381	3	118	Carleton	http://stats.ncaa.org/team/118/12381
WSB	2016	12381	3	120	Carroll (WI)	http://stats.ncaa.org/team/120/12381
WSB	2016	12381	3	121	Carthage	http://stats.ncaa.org/team/121/12381
WSB	2016	12381	3	123	Castleton	http://stats.ncaa.org/team/123/12381
WSB	2016	12381	3	124	Catholic	http://stats.ncaa.org/team/124/12381
WSB	2016	12381	3	23624	Cazenovia	http://stats.ncaa.org/team/23624/12381
WSB	2016	12381	3	14795	Cedar Crest	http://stats.ncaa.org/team/14795/12381
WSB	2016	12381	3	125	Centenary (LA)	http://stats.ncaa.org/team/125/12381
WSB	2016	12381	3	12884	Centenary (NJ)	http://stats.ncaa.org/team/12884/12381
WSB	2016	12381	3	126	Central (IA)	http://stats.ncaa.org/team/126/12381
WSB	2016	12381	3	132	Centre	http://stats.ncaa.org/team/132/12381
WSB	2016	12381	3	134	Chapman	http://stats.ncaa.org/team/134/12381
WSB	2016	12381	3	10972	Chatham	http://stats.ncaa.org/team/10972/12381
WSB	2016	12381	3	137	Chicago	http://stats.ncaa.org/team/137/12381
WSB	2016	12381	3	139	Chris. Newport	http://stats.ncaa.org/team/139/12381
WSB	2016	12381	3	142	Claremont-M-S	http://stats.ncaa.org/team/142/12381
WSB	2016	12381	3	145	Clark (MA)	http://stats.ncaa.org/team/145/12381
WSB	2016	12381	3	146	Clarkson	http://stats.ncaa.org/team/146/12381
WSB	2016	12381	3	722	Coast Guard	http://stats.ncaa.org/team/722/12381
WSB	2016	12381	3	30083	Cobleskill St.	http://stats.ncaa.org/team/30083/12381
WSB	2016	12381	3	150	Coe	http://stats.ncaa.org/team/150/12381
WSB	2016	12381	3	151	Colby	http://stats.ncaa.org/team/151/12381
WSB	2016	12381	3	24400	Concordia (TX)	http://stats.ncaa.org/team/24400/12381
WSB	2016	12381	3	160	Concordia Chicago	http://stats.ncaa.org/team/160/12381
WSB	2016	12381	3	1036	Concordia Wisconsin	http://stats.ncaa.org/team/1036/12381
WSB	2016	12381	3	161	Concordia-M'head	http://stats.ncaa.org/team/161/12381
WSB	2016	12381	3	166	Cornell College	http://stats.ncaa.org/team/166/12381
WSB	2016	12381	3	30111	Covenant	http://stats.ncaa.org/team/30111/12381
WSB	2016	12381	3	30035	Crown (MN)	http://stats.ncaa.org/team/30035/12381
WSB	2016	12381	3	170	Curry	http://stats.ncaa.org/team/170/12381
WSB	2016	12381	3	1059	D'Youville	http://stats.ncaa.org/team/1059/12381
WSB	2016	12381	3	1044	Dallas	http://stats.ncaa.org/team/1044/12381
WSB	2016	12381	3	2691	Daniel Webster	http://stats.ncaa.org/team/2691/12381
WSB	2016	12381	3	177	DePauw	http://stats.ncaa.org/team/177/12381
WSB	2016	12381	3	20	DeSales	http://stats.ncaa.org/team/20/12381
WSB	2016	12381	3	1050	Defiance	http://stats.ncaa.org/team/1050/12381
WSB	2016	12381	3	179	Delaware Valley	http://stats.ncaa.org/team/179/12381
WSB	2016	12381	3	182	Denison	http://stats.ncaa.org/team/182/12381
WSB	2016	12381	3	185	Dickinson	http://stats.ncaa.org/team/185/12381
WSB	2016	12381	3	1332	Dominican (IL)	http://stats.ncaa.org/team/1332/12381
WSB	2016	12381	3	190	Drew	http://stats.ncaa.org/team/190/12381
WSB	2016	12381	3	192	Dubuque	http://stats.ncaa.org/team/192/12381
WSB	2016	12381	3	1062	East Tex. Baptist	http://stats.ncaa.org/team/1062/12381
WSB	2016	12381	3	203	East. Mennonite	http://stats.ncaa.org/team/203/12381
WSB	2016	12381	3	8968	Eastern	http://stats.ncaa.org/team/8968/12381
WSB	2016	12381	3	200	Eastern Conn. St.	http://stats.ncaa.org/team/200/12381
WSB	2016	12381	3	1064	Eastern Nazarene	http://stats.ncaa.org/team/1064/12381
WSB	2016	12381	3	1066	Edgewood	http://stats.ncaa.org/team/1066/12381
WSB	2016	12381	3	211	Elizabethtown	http://stats.ncaa.org/team/211/12381
WSB	2016	12381	3	212	Elmhurst	http://stats.ncaa.org/team/212/12381
WSB	2016	12381	3	213	Elmira	http://stats.ncaa.org/team/213/12381
WSB	2016	12381	3	532	Elms	http://stats.ncaa.org/team/532/12381
WSB	2016	12381	3	214	Emerson	http://stats.ncaa.org/team/214/12381
WSB	2016	12381	3	215	Emmanuel (MA)	http://stats.ncaa.org/team/215/12381
WSB	2016	12381	3	217	Emory	http://stats.ncaa.org/team/217/12381
WSB	2016	12381	3	216	Emory & Henry	http://stats.ncaa.org/team/216/12381
WSB	2016	12381	3	8981	Endicott	http://stats.ncaa.org/team/8981/12381
WSB	2016	12381	3	218	Eureka	http://stats.ncaa.org/team/218/12381
WSB	2016	12381	3	221	FDU-Florham	http://stats.ncaa.org/team/221/12381
WSB	2016	12381	3	27892	Farmingdale St.	http://stats.ncaa.org/team/27892/12381
WSB	2016	12381	3	225	Ferrum	http://stats.ncaa.org/team/225/12381
WSB	2016	12381	3	30032	Finlandia	http://stats.ncaa.org/team/30032/12381
WSB	2016	12381	3	227	Fitchburg St.	http://stats.ncaa.org/team/227/12381
WSB	2016	12381	3	11538	Fontbonne	http://stats.ncaa.org/team/11538/12381
WSB	2016	12381	3	238	Framingham St.	http://stats.ncaa.org/team/238/12381
WSB	2016	12381	3	30069	Franciscan	http://stats.ncaa.org/team/30069/12381
WSB	2016	12381	3	239	Frank. & Marsh.	http://stats.ncaa.org/team/239/12381
WSB	2016	12381	3	2694	Franklin	http://stats.ncaa.org/team/2694/12381
WSB	2016	12381	3	242	Fredonia	http://stats.ncaa.org/team/242/12381
WSB	2016	12381	3	243	Frostburg St.	http://stats.ncaa.org/team/243/12381
