year	year_id	division_id	team_id	team_name	jersey_number	player_id	player_name	player_url	class_year	position	gp	gs	g	ba	obp	slg	ab	r	h	d	t	tb	hr	rbi	bb	hbp	sf	sh	k	dp	sb	cs	picked
2015	12120	1	26172	A&M-Corpus Chris	27	1526936	Carter, Liz	http://stats.ncaa.org/player?game_sport_year_ctl_id=12120&stats_player_seq=1526936	So	SP	47	47	33	29	3.16	199.1	230	110	90	52	109	5	893	803	30	7	22	 	4	1	13	40	 	24	1	 	21	3	 	255	212	14	18	1
2015	12120	1	26172	A&M-Corpus Chris	8	1639507	Flores, Stephanie	http://stats.ncaa.org/player?game_sport_year_ctl_id=12120&stats_player_seq=1639507	Jr	SP	20	19	19	18	3.29	108.2	108	68	51	60	70	3	512	423	17	2	11	 	11	 	12	10	 	11	 	 	12	5	 	73	174	5	8	 
2015	12120	1	26172	A&M-Corpus Chris	13	1526932	Blanar, Katie	http://stats.ncaa.org/player?game_sport_year_ctl_id=12120&stats_player_seq=1526932	So	SP	17	7	12	2	6.27	25.2	46	32	23	7	6	 	139	124	8	 	5	 	 	 	5	3	 	 	5	1	2	1	 	37	29	1	2	1
2015	12120	1	2	Abilene Christian	17	1536628	Seidel, Emily	http://stats.ncaa.org/player?game_sport_year_ctl_id=12120&stats_player_seq=1536628	Sr	SP	42	31	42	31	5.87	186.0	248	190	156	123	90	2	946	768	32	7	38	 	28	 	13	28	 	14	9	6	28	14	 	191	253	6	22	1
2015	12120	1	2	Abilene Christian	14	1649880	Montoya, Julia	http://stats.ncaa.org/player?game_sport_year_ctl_id=12120&stats_player_seq=1649880	Jr	SP	33	16	33	16	6.77	112.2	157	124	109	53	27	 	561	469	33	4	28	 	8	 	13	11	 	5	21	10	22	4	 	93	206	8	11	2
2015	12120	1	5	Akron	17	1536578	Pearson, Sara	http://stats.ncaa.org/player?game_sport_year_ctl_id=12120&stats_player_seq=1536578	Sr	SP	50	50	15	5	3.89	50.1	54	43	28	42	46	 	260	200	9	1	4	1	5	 	7	12	 	 	7	5	7	3	1	48	52	2	5	 
2015	12120	1	5	Akron	9	1427255	Seiler, Erin	http://stats.ncaa.org/player?game_sport_year_ctl_id=12120&stats_player_seq=1427255	Jr	SP	44	41	44	41	2.20	264.1	217	110	83	61	305	6	1,090	987	39	4	11	 	5	 	10	74	 	34	1	 	28	4	 	314	157	23	18	 
2015	12120	1	5	Akron	5	1639620	McMenemy, Paige	http://stats.ncaa.org/player?game_sport_year_ctl_id=12120&stats_player_seq=1639620	Fr	SP/RP	13	5	13	5	6.18	28.1	48	36	25	12	18	 	164	135	11	2	4	1	 	 	10	7	 	 	7	5	5	1	1	41	24	 	3	 
2015	12120	1	5	Akron	6	1320606	Lash, Lisa	http://stats.ncaa.org/player?game_sport_year_ctl_id=12120&stats_player_seq=1320606	Sr	3B	6	0	1	 	21.00	0.2	3	5	2	2	 	 	8	6	 	 	 	 	 	 	 	 	 	 	1	 	 	 	 	2	 	 	 	 
2015	12120	1	5	Akron	4	1449453	Kuhlman, Megan	http://stats.ncaa.org/player?game_sport_year_ctl_id=12120&stats_player_seq=1449453	Jr	RP	1	0	1	 	0.00	0.2	 	 	 	1	 	 	3	2	 	 	 	 	 	 	 	 	 	 	3	2	 	 	 	2	 	 	 	 
