year	year_id	division_id	team_id	team_name	jersey_number	player_id	player_name	player_url	class_year	position	gp	gs	g	app	gs2	era	ip	h	r	er	bb	so	sho	bf	p_oab	d_allowed	t_allowed	hr_allowed	wp	bk	hb	ibb	inh_run	inh_run_score	sha	sfa	pitches	go	fo	w	l	sv	kl
2017	12580	2	30093	AUM	11	1865984	Pinholster, Parker	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12580&stats_player_seq=1865984	Fr	INF	43	43	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2017	12580	2	30093	AUM	8	1865983	Finch, Kaylin	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12580&stats_player_seq=1865983	So	INF	43	43	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2017	12580	2	30093	AUM	22	1865988	Sparks, Kalee	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12580&stats_player_seq=1865988	Jr	OF	43	42	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2017	12580	2	30093	AUM	24	1865989	Walker, Jaycie	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12580&stats_player_seq=1865989	Fr	OF	42	42	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2017	12580	2	30093	AUM	2	1772753	Ragland, Rachel	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12580&stats_player_seq=1772753	Sr	SP	41	38	24	20	3.29	106.1	121	72	50	38	78	1	500	441	20	1	""	2	8	""	6	17	""	8	7	3	13	2	""	134	93	10	7	""
2017	12580	2	30093	AUM	4	1772755	Persinger, Amy	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12580&stats_player_seq=1772755	Jr	OF	40	38	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2017	12580	2	30093	AUM	1	1772748	Dishman, Sydney	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12580&stats_player_seq=1772748	Sr	1B	37	36	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2017	12580	2	30093	AUM	20	1772749	Angulo, Sarah	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12580&stats_player_seq=1772749	Sr	C	36	31	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2017	12580	2	30093	AUM	13	1865986	Hendrix, Christy	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12580&stats_player_seq=1865986	Jr	INF	34	26	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2017	12580	2	30093	AUM	29	1865990	Krueger, Abby	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12580&stats_player_seq=1865990	Fr	C	34	30	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2017	12580	2	30093	AUM	30	1865991	Tucker, Kendall	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12580&stats_player_seq=1865991	Fr	INF	32	14	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2017	12580	2	30093	AUM	21	1772739	Schmidt, Rose	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12580&stats_player_seq=1772739	Jr	3B	31	17	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2017	12580	2	30093	AUM	48	1865992	Newcomer, Chanel	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12580&stats_player_seq=1865992	Fr	SP/RP	28	7	25	7	2.37	88.2	83	37	30	33	59	1	385	332	13	2	9	1	3	""	9	19	""	6	17	4	8	3	""	56	139	8	5	3
2017	12580	2	30093	AUM	15	1865987	Tiffany, Taylor	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12580&stats_player_seq=1865987	Fr	SP/RP	22	16	21	16	2.50	92.1	58	41	33	80	93	2	426	325	8	2	6	1	20	""	7	17	""	4	1	""	12	2	""	58	117	7	6	""
2017	12580	2	30093	AUM	3	1865982	Nieves, Marisa	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12580&stats_player_seq=1865982	Sr	2B	22	6	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2017	12580	2	30093	AUM	12	1865985	Creamer, Victoria	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12580&stats_player_seq=1865985	Sr	1B	10	1	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2017	12580	2	30123	Academy of Art	17	1872691	Sotomayor, Gracie	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12580&stats_player_seq=1872691	Fr	INF	50	50	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2017	12580	2	30123	Academy of Art	33	1533864	West, Jessica	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12580&stats_player_seq=1533864	Sr	INF	50	50	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2017	12580	2	30123	Academy of Art	15	1750918	Youngquist, Brenna	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12580&stats_player_seq=1750918	So	INF	48	47	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2017	12580	2	30123	Academy of Art	12	1642964	Klune, Samantha	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12580&stats_player_seq=1642964	Jr	OF	47	46	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2017	12580	2	30123	Academy of Art	2	1750911	Lopez, Juliana	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12580&stats_player_seq=1750911	So	INF	45	45	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2017	12580	2	30123	Academy of Art	3	1872688	Seva'aetasi, Dominique	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12580&stats_player_seq=1872688	Fr	INF	42	30	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2017	12580	2	30123	Academy of Art	5	1872689	Carrillo, Freddie	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12580&stats_player_seq=1872689	Fr	OF	42	42	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2017	12580	2	30123	Academy of Art	18	1872692	Balke, Hannah Rose	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12580&stats_player_seq=1872692	Fr	SP/RP	42	27	42	27	3.35	188.0	176	115	90	91	133	4	859	731	28	5	20	""	23	""	17	39	""	16	26	12	13	7	""	147	264	21	11	""
2017	12580	2	30123	Academy of Art	1	1872687	Hirsch, Gabi	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12580&stats_player_seq=1872687	Fr	OF	41	35	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2017	12580	2	30123	Academy of Art	7	1750912	Rupright, Adrianna	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12580&stats_player_seq=1750912	So	C	41	32	2	""	5.73	3.2	3	3	3	5	2	""	19	14	""	""	1	""	2	""	""	1	""	""	6	3	""	""	""	8	1	""	""	""
2017	12580	2	30123	Academy of Art	8	1872690	Grant, Riya	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12580&stats_player_seq=1872690	Fr	C	34	29	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2017	12580	2	30123	Academy of Art	21	1533863	Peters, Alexa	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12580&stats_player_seq=1533863	Sr	SP/RP	26	11	23	6	7.97	52.2	84	69	60	54	15	""	303	236	15	3	5	""	10	1	3	2	3	""	17	10	7	3	""	83	54	2	3	1
2017	12580	2	30123	Academy of Art	23	1750920	Park, True	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12580&stats_player_seq=1750920	So	SP/RP	21	17	21	17	6.90	67.0	101	72	66	36	36	""	348	299	15	2	9	""	12	""	7	11	2	4	7	4	5	1	""	88	71	2	11	1
2017	12580	2	30123	Academy of Art	20	1750921	Ah Mook Sang, Taylor	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12580&stats_player_seq=1750921	So	C	21	8	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
